S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,ICICI BANK,Executive Engineer,HP PWD Division Tanda at Nagrota Bagwan,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,28-Apr-2022 05:00 PM,13-May-2022 11:30 AM,28-Apr-2022 05:00 PM,13-May-2022 10:00 AM,NA ,NA ,28-Apr-2022 05:00 PM,13-May-2022 10:00 AM,25-May-2022 10:00 AM,PWD,PWD- Civil-1107-37-Tanda,2022_PWD_59975_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Special repair to Paraclinic Lab. In Dr R.P. Govt. Medical College at Tanda in Distt Kangra (HP) (SH-Dismantling of tiles floors, P/L floor tiles, aluminium work, water supply and sanitary installation etc in pathology practical Lab room No 621(A)","Special repair to Paraclinic Lab. In Dr R.P. Govt. Medical College at Tanda in Distt Kangra (HP) (SH-Dismantling of tiles floors, P/L floor tiles, aluminium work, water supply and sanitary installation etc in pathology practical Lab room No 621(A)",Please refer Tender documents. ,NA ,"27,71,790",Civil Works,NA ,Tender,120.0,60.0,Nagrota Bagwan,176047.0,NA ,NA ,NA ,HP PWD Division Tanda at Nagrota Bagwan,No ,No,"49,100",No,fixed,,Nil,Nil,"1,500",Nil,Nil,No,AOC,Finance,sum,Ankit Kumar,27-May-2022 01:19 PM,finance_90708.pdf,BOQ Comparative Chart,1.0,280090.0,Saini,INR,"2,159,574",1.0,281865.0,Ms VIRENDER SINGH,12-May-2022 04:10 PM,Rejected-Finance,Lowest 5,27-May-2022 01:21 PM,Technical,sum,Suresh Kumar Walia,24-May-2022 03:45 PM,technical_90708.pdf,Executive Engineer,Internal,AE DAO SUPDt HDM,Suresh Kumar Walia,24-May-2022 03:46 PM,25-May-2022 10:00 AM,techsummary_90708.pdf (944.90 KB),PWD,2022_PWD_59975_3,PWD- Civil-1107-37-Tanda,"Special repair to Paraclinic Lab. In Dr R.P. Govt. Medical College at Tanda in Distt Kangra (HP) (SH-Dismantling of tiles floors, P/L floor tiles, aluminium work, water supply and sanitary installation etc in pathology practical Lab room No 621(A)",08-Jun-2022,"INR 2,771,790",60.0,Suresh Kumar Walia,04-Jul-2022 10:09 AM,Award.pdf (519.00 KB),Award,Executive Engineer,Internal,AE DAO SUPDT HDM,Ankit Kumar,27-May-2022 01:21 PM,finsummary_90708.pdf (19.36 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,.pdf,Contractor registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,281056.0,parveen kumar,12-May-2022 02:44 PM,Rejected-Finance,Lowest 4,27-May-2022 01:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,"GST Registration ,PAN No , EPF No.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,281203.0,Puneet Khosla,10-May-2022 12:35 PM,Rejected-Finance,Lowest 2,27-May-2022 01:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,280090.0,Saini,11-May-2022 03:24 PM,Accepted-AOC,Award,04-Jul-2022 10:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,281957.0,Sameer Bhatnagar,12-May-2022 08:06 PM,Rejected-Finance,Lowest 3,27-May-2022 01:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Detail of Machinery and Technical Staff as per SBD with proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,"All terms of condition in SBD, E-mail addresses and Mobile Number",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
