Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"Special repair to Principal Office in Dr R.P.G.M.C. Tanda Distt Kangra (HP) (SH-Balance work of dismantling floor tiles repair of plaster, P/L floor tiles, Aluminium work, P/L Granite, panting and distempering in ground floor and first floor).","Special repair to Principal Office in Dr R.P.G.M.C. Tanda Distt Kangra (HP) (SH-Balance work of dismantling floor tiles repair of plaster, P/L floor tiles, Aluminium work, P/L Granite, panting and distempering in ground floor and first floor).",Please refer Tender documents. ,NA ,"25,94,130",Civil Works - Buildings,NA ,Tender,120.0,180.0,Nagrota Bagwan,176047.0,NA ,NA ,NA ,HP PWD Division Tanda at Nagrota Bagwan,No ,No,1.0,ICICI BANK,25-May-2022 02:30 PM,07-Jun-2022 11:00 AM,25-May-2022 02:30 PM,07-Jun-2022 10:00 AM,NA ,NA ,25-May-2022 02:30 PM,07-Jun-2022 10:00 AM,08-Jun-2022 10:00 AM,Executive Engineer,HP PWD Division Tanda at Nagrota Bagwan,PWD,PWD- Civil-2461-91-Tanda,2022_PWD_61057_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"52,000",No,fixed,,Nil,Nil,"1,500",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,AOC,1.0,285362.0,Abhishek,06-Jun-2022 04:13 PM,Rejected-Finance,Lowest 2,15-Jun-2022 12:09 PM,Technical,sum,Suresh Kumar Walia,07-Jun-2022 04:31 PM,technical_92168.pdf,1.0,284258.0,VIJAY KUMAR BATRA GOVT CONTRACTOR,INR,"2,270,179",Finance,sum,Ankit Kumar,15-Jun-2022 12:06 PM,finance_92168.pdf,BOQ Comparative Chart,PWD,2022_PWD_61057_2,PWD- Civil-2461-91-Tanda,"Special repair to Principal Office in Dr R.P.G.M.C. Tanda Distt Kangra (HP) (SH-Balance work of dismantling floor tiles repair of plaster, P/L floor tiles, Aluminium work, P/L Granite, panting and distempering in ground floor and first floor).",Executive Engineer,Internal,AE DAO Supdt HDM,Suresh Kumar Walia,07-Jun-2022 04:35 PM,08-Jun-2022 10:00 AM,techsummary_92168.pdf (777.96 KB),Executive Engineer,Internal,AE DAO Supdt HDM,Ankit Kumar,15-Jun-2022 12:09 PM,finsummary_92168.pdf (18.51 KB),20-Jul-2022,"INR 2,412,590",90.0,Suresh Kumar Walia,29-Jul-2022 11:35 AM,aoc.pdf (881.00 KB),Award,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,AOC,2.0,284263.0,VENYA CONSTRUCTIONS AND SUPPLIER,31-May-2022 04:28 PM,Rejected-Finance,Lowest 2,15-Jun-2022 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Pan No, GST No, EPF. No",AOC,3.0,284258.0,VIJAY KUMAR BATRA GOVT CONTRACTOR,31-May-2022 05:49 PM,Accepted-AOC,Award,29-Jul-2022 11:35 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information ubmitted with bid namely ( ) are true and correct,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery and Technical Staff,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
