Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Technical,summary uploaded,Ramesh Rana,03-Jun-2022 02:56 PM,technical_92007.pdf,1.0,283932.0,Kuldeep Singh Chauhan,26-May-2022 02:23 PM,Rejected-Finance,L2 BIDDER,20-Jul-2022 01:32 PM,1.0,283927.0,PIYUSH,INR,"687,493",Finance,summary uploaded,Ramesh Rana,20-Jul-2022 01:30 PM,finance_92007.pdf,BOQ Comparative Chart,27-Jul-2022,"INR 651,938",60.0,Ramesh Rana,27-Jul-2022 03:59 PM,2.pdf (645.00 KB),Executive Engineer,Internal,"XEN, AE to EE, Supdt. Gr-II, HDM",Ramesh Rana,20-Jul-2022 01:32 PM,finsummary_92007.pdf (188.71 KB),Executive Engineer,Internal,"XEN, AE, Supdt. HDM",Ramesh Rana,03-Jun-2022 03:06 PM,03-Jun-2022 03:10 PM,techsummary_92007.pdf (4375.05 KB),PWD,2022_PWD_60936_5,PW-KD-E-Tender/2022-23-1800-02 dated 23-04-2022,Improvement of Marathu Tharolla Tahu Road in K.M. 0/00 to 16/600,AOC,1.0,ICICI BANK,350.0,Nil,Nil,No,Executive Engineer,HPPWD Division Kotkhai,Improvement of Marathu Tharolla Tahu Road in K.M. 0/00 to 16/600,C/o R/Wall at R.D. 14/622 to 14/642,Please refer Tender documents. ,NA ,"6,51,938",Civil Works - Roads,NA ,Tender,90.0,60.0,Kotkhai,171202.0,NA ,NA ,NA ,EE Kotkhai,No ,No,21-May-2022 04:30 PM,27-May-2022 11:00 AM,21-May-2022 04:30 PM,26-May-2022 06:00 PM,NA ,NA ,21-May-2022 04:30 PM,26-May-2022 06:00 PM,03-Jun-2022 03:10 PM,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),"13,100",No,fixed,,Nil,Nil,PWD,PW-KD-E-Tender/2022-23-1800-02 dated 23-04-2022,2022_PWD_60936_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,2.0,283927.0,PIYUSH,26-May-2022 01:50 PM,Accepted-AOC,Lowest bidder to awarded the work,27-Jul-2022 03:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18",,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,,,,,,,,,,,,AOC
