Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
500.0,Nil,Nil,No,28-May-2021 06:45 PM,14-Jun-2021 11:30 AM,28-May-2021 06:45 PM,11-Jun-2021 05:00 PM,NA ,NA ,28-May-2021 06:45 PM,11-Jun-2021 05:00 PM,23-Jun-2021 11:30 AM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of tender from only online mode through e-payment,PWD,No.PWC-WA-II/ 1839-1938 dated 10.5.2021,2021_PWD_47875_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer Chamba Division HPPWD Chamba,Executive Engineer Chamba Division HPPWD Chamba,1.0,Corrigendum,Other,,"23,100",No,fixed,,Nil,Nil,Improvement and widening of Shahpur Sihunta Chowari Jot Chamba Road Km. 76/0 to 87/0 M/T in extended width Km. 83/500 to 87/0 ),Improvement and widening of Shahpur Sihunta Chowari Jot Chamba Road Km. 76/0 to 87/0 M/T in extended width Km. 83/500 to 87/0 ),Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,75.0,60.0,Chamba,176310.0,NA ,NA ,NA ,Executive Engineer Chamba Division HPPWD Chamba,No ,No,AOC,1.0,215157.0,Yash Paul Govt.Contractor,INR,"2,688,000",Finance,BOS,Jeet Singh Thakur,07-Sep-2021 10:34 AM,finance_71780.pdf,BOQ Comparative Chart,1.0,216079.0,VP SHARMA,11-Jun-2021 10:35 AM,Rejected-Finance,L2,07-Sep-2021 01:27 PM,Technical,BOS,Jeet Singh Thakur,18-Jun-2021 08:06 PM,technical_71780.pdf,PWD,2021_PWD_47875_3,No.PWC-WA-II/ 1839-1938 dated 10.5.2021,Improvement and widening of Shahpur Sihunta Chowari Jot Chamba Road Km. 76/0 to 87/0 M/T in extended width Km. 83/500 to 87/0 ),Executive Engineer,Internal,Assistant Engineer Superintendent and senior assistant,Jeet Singh Thakur,18-Jun-2021 08:16 PM,23-Jun-2021 11:30 AM,techsummary_71780.pdf (250.35 KB),EE,Internal,Assistant Engineer Superintendent and senior Assistant,Jeet Singh Thakur,07-Sep-2021 01:27 PM,finsummary_71780.pdf (197.41 KB),21-Jul-2022,"INR 1,338,018",60.0,Jeet Singh Thakur,21-Jul-2022 05:43 PM,5.4742.pdf (731.00 KB),Improvement and widening of Shahpur Sihunta Chowari Jot Chamba Road Km. 76/0 to 87/0 M/T in extended width Km. 83/500 to 87/0 ),AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Earnest Money only online mode through e-payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,215157.0,Yash Paul Govt.Contractor,11-Jun-2021 08:51 AM,Accepted-AOC,work completed,21-Jul-2022 05:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.24.3 and as per invitation of bid ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Copy of G.S.T. No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Copy of PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,"Form HPPWD 7/8 ,duly signed by the contractor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,An affidavit/undertaking that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,"Own Hot Mix Plant, Paver Finisher and road Roller documentary proof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,List of technical staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Work done at least one similar work of forty percent of the estimated value of work (without L.D.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
