Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP",THL-KNG05-729 (15207-55 dated 24.12.2021),2021_HPIPH_55030_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,500",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Bid Documents and Earnest money etc Shall be deposited through online mode ( E-Payment ).,"1,57,797",Yes,fixed,,Nil,Nil,Executive Engineer JSV Division Thural,O/O The Executive Engineer JSV Division Thural,24-Dec-2021 05:00 PM,08-Jan-2022 11:30 AM,24-Dec-2021 05:00 PM,07-Jan-2022 05:00 PM,NA ,NA ,24-Dec-2021 05:00 PM,07-Jan-2022 05:00 PM,05-Feb-2022 12:15 PM,"CAD work to Flow Irrigation Scheme Rai,Di,Kuhal in Tehsil Palampur Distt. Kangra HP SH,Construction of Kisan Bhawan","CAD work to Flow Irrigation Scheme Rai,Di,Kuhal in Tehsil Palampur Distt. Kangra HP SH,Construction of Kisan Bhawan",Please refer Tender documents. ,NA ,"1,25,29,699",Civil Works - Buildings,NA ,Tender,120.0,365.0,"CAD work to Flow Irrigation Scheme Rai,Di,Kuhal in",176107.0,NA ,NA ,NA ,O/O The Executive Engineer JSV Division Thural,No ,No,1.0,ICICI BANK,AOC,13-Jun-2022,"INR 12,050,323",365.0,Anil Kumar,13-Jul-2022 06:21 PM,AOC.pdf (54.00 KB),"Sh. Rajeev Sood Govt.Cont. V.P.O. Paprola.Tehsil Baijnath, District Kangra (HP",Finance,BOQ downlaoded successfully summary attached,Anil Kumar,05-Feb-2022 01:36 PM,finance_82507.pdf,BOQ Comparative Chart,Technical,5 Nos contractor/Firm documents downloaded successfully and 4 Nos contractor/Firm found eligible by the technical committee,Anil Kumar,05-Feb-2022 11:52 AM,technical_82507.pdf,Superintending Enginner JSV Circle Dharamshala,External,"CHDJSV Circle Dharamshala,AE(D)JSV Circle Dharamshala,EE(D)JSV Circle Dharamshala,EE JSV Division Thural",Anil Kumar,05-Feb-2022 12:11 PM,05-Feb-2022 12:15 PM,techsummary_82507.pdf (148.01 KB),1.0,254303.0,AMIT CHOUDHARY,07-Jan-2022 01:44 PM,Rejected-AOC,accept,13-Jul-2022 06:21 PM,Executive Engineer JSV Division Thural,Internal,"Supdtt,DAO,HDM,AEtoEE",Anil Kumar,05-Feb-2022 01:54 PM,finsummary_82507.pdf (73.66 KB),1.0,254460.0,Rajeev Sood,INR,"12,050,323","HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP",2021_HPIPH_55030_1,THL-KNG05-729 (15207-55 dated 24.12.2021),"CAD work to Flow Irrigation Scheme Rai,Di,Kuhal in Tehsil Palampur Distt. Kangra HP SH,Construction of Kisan Bhawan",AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of Registration with JSV (IPH) Department in appropriate class and latest renewal th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,254428.0,Parveen Kumar Katna,07-Jan-2022 01:32 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Feb-2022 11:52 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Income Tax and GST registration and latest clearance certificate thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,254460.0,Rajeev Sood,07-Jan-2022 03:39 PM,Accepted-AOC,accept,13-Jul-2022 06:21 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,The list of similar nature work done/ completed /work in progress with performance certificate d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,254452.0,Shashank Jagota Govt. Contractor,07-Jan-2022 03:15 PM,Rejected-AOC,accept,13-Jul-2022 06:21 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Registration copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,254345.0,Sushant Puri,06-Jan-2022 11:03 PM,Rejected-AOC,accept,13-Jul-2022 06:21 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that any Government/Semi Government/Board/Corporation/ Private Organization etc h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Copy of authorization DSC be uploaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Other conditions as per terms and conditions folder be required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"As per NIT Conditions ,Similar works means, The bidder should have experience of construction of RCC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
