Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form.,500.0,Nil,Nil,No,Annual Maintenance Plan for the year 2022-23 link road Lambri Asthotha Kangri road km. 0/0 to 6/200.,"(SH- P/L tack coat, P/L 30mm thick B.C. and 2.5mm thick road marking thermoplastic strip from km. 0/0 to 1/0.(HP0301VR0037).(Under PMGSY).",Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Rate Contract,75.0,60.0,TAUNIDEVI,177023.0,NA ,NA ,NA ,TAUNIDEVI,No ,No,EXECUTIVE ENGINEER,"Executive Engineer, Tauni Devi Division, HP.PWD., Tauni Devi",28-Mar-2022 10:00 AM,04-Apr-2022 11:00 AM,28-Mar-2022 10:15 AM,04-Apr-2022 10:30 AM,NA ,NA ,28-Mar-2022 10:30 AM,04-Apr-2022 10:30 AM,06-Apr-2022 11:00 AM,1.0,ICICI BANK,"25,700",No,fixed,,Nil,Nil,PWD,NO. 20121-175 dt. 16.03.2022,2022_PWD_58697_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,EXECUTIVEENGINEER,Internal,SUPDT HDM DAO,Virender Singh Guleria,04-Apr-2022 04:04 PM,06-Apr-2022 11:00 AM,techsummary_88770.pdf (876.06 KB),PWD,2022_PWD_58697_1,NO. 20121-175 dt. 16.03.2022,Annual Maintenance Plan for the year 2022-23 link road Lambri Asthotha Kangri road km. 0/0 to 6/200.,06-Jul-2022,"INR 1,285,502",60.0,Virender Singh Guleria,06-Jul-2022 06:45 PM,58697AWARD.pdf (889.00 KB),AWARDATTACHED,EXECUTIVEENGINEER,Internal,SUPDT DAO HDM,Virender Singh Guleria,06-Jul-2022 06:42 PM,finsummary_88770.pdf (632.47 KB),1.0,274860.0,umesh sharma,INR,"1,171,220",Finance,SUMMARYATTACHED,Virender Singh Guleria,06-Jul-2022 06:40 PM,finance_88770.pdf,BOQ Comparative Chart,1.0,274634.0,MOHINDER PAL GOVT. CONTRACTOR,02-Apr-2022 03:34 PM,Rejected-AOC,L2,06-Jul-2022 06:45 PM,Technical,ATTACHED,Virender Singh Guleria,04-Apr-2022 04:02 PM,technical_88770.pdf,AOC
,,.pdf,Contractor Registration REFER GENERAL RULES NO 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,274860.0,umesh sharma,03-Apr-2022 07:57 PM,Accepted-AOC,AWARDL1,06-Jul-2022 06:45 PM,,,,,,AOC
,,.pdf,GST Registration - REFER HPPWD-6 16(3).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Labour License,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Permanent Account Number (PAN No.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Employees Provident Fund Number.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Detail and Proof of, Mandatory Machinery Tool and Plant as per Schedule F (Clause18 of GCC )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of both gazetted and non-gazetted HP.PWD employees related to him (General Rule No.14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
