Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Remodeling of LIS Duhak Dhaniyara from old source in GP Duhak in Tehsil Thural Distt. Kangra,Remodeling of LIS Duhak Dhaniyara from old source in GP Duhak in Tehsil Thural Distt. Kangra,Please refer Tender documents. ,NA ,"52,22,358",Civil Works - Lift Irrigation Schemes,NA ,Tender,120.0,365.0,Remodeling of LIS Duhak Dhaniyara from old source,176107.0,NA ,NA ,NA ,O/O The Executive Engineer JSV Division Thural,No ,No,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP",THL-KNG05-729 (10860-10915 dated 05.11.2021),2021_HPIPH_53224_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer JSV Division Thural,O/O The Executive Engineer JSV Division Thural,1.0,Fee/PreQual/Technical,.pdf,Cost of Bid Documents and Earnest money etc Shall be deposited through online mode ( E-Payment ).,"84,720",Yes,fixed,,Nil,Nil,800.0,Nil,Nil,No,1.0,ICICI BANK,05-Nov-2021 05:00 PM,12-Nov-2021 11:30 AM,05-Nov-2021 05:00 PM,11-Nov-2021 05:00 PM,NA ,NA ,05-Nov-2021 05:00 PM,11-Nov-2021 05:00 PM,03-Dec-2021 02:15 PM,AOC,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP",2021_HPIPH_53224_1,THL-KNG05-729 (10860-10915 dated 05.11.2021),Remodeling of LIS Duhak Dhaniyara from old source in GP Duhak in Tehsil Thural Distt. Kangra,Technical,4 Nos contractor/Firm documents downlaoded successfully summary attached,Anil Kumar,03-Dec-2021 02:09 PM,technical_79603.pdf,Superintending Enginner JSV Circle Dharamshala,External,"Supdtt,Gr-1,JSV Circle Dharamshala,AE(D)JSV Circle Dharamshala,EE(D)JSV Circle Dharamshala,EEJSV Division Thural",Anil Kumar,03-Dec-2021 02:12 PM,03-Dec-2021 02:15 PM,techsummary_79603.pdf (337.66 KB),1.0,242027.0,RAJE ENGINNERING WORKS,09-Nov-2021 04:35 PM,Rejected-AOC,accept,13-Jul-2022 06:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of Registration with JSV (IPH) Department in appropriate class and latest renewal th,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2.0,242181.0,Ravinder Kumar Sahore,11-Nov-2021 04:59 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Dec-2021 02:09 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Income Tax and GST registration and latest clearance certificate thereof.,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,3.0,242076.0,SANJAY SAINI,10-Nov-2021 08:02 AM,Accepted-AOC,accept,13-Jul-2022 06:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The list of similar nature work done/ completed /work in progress with performance certificate d,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,4.0,242022.0,SUNIL KUMAR,10-Nov-2021 11:14 AM,Rejected-AOC,accept,13-Jul-2022 06:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration copy of EPF.,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that any Government/Semi Government/Board/Corporation/ Private Organization etc h,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of authorization DSC be uploaded,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The bidder must attach the curve chart of pumping machinery,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other conditions as per terms and conditions folder be required,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
