Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
A/R and M/O on road i) Bari to Thill km 0/0 to 3/0 ii) Basin to Khalag Km 0/0 to 1/260,Repair of Pot Holes in km 2/0 to 3/0 and Repair of Pot Holes in km 0/0 to 1/260.,Please refer to tender documents ,NA ,"6,20,460",Civil Works,Patch work  ,Tender,75.0,30.0,Dehra,177101.0,NA ,NA ,NA ,Dehra,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of form and earnest money,350.0,Nil,Nil,No,Executive Engineer,HPPWD Division Dehra,PWD,EE Dehra Letter No. 1022-26 dt. 25/4/2022,2022_PWD_60264_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,05-May-2022 10:00 AM,13-May-2022 11:30 AM,05-May-2022 10:00 AM,12-May-2022 06:00 PM,05-May-2022 10:00 AM ,10-May-2022 04:00 PM ,05-May-2022 10:00 AM,12-May-2022 06:00 PM,13-May-2022 05:55 PM,"13,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC,PWD,2022_PWD_60264_3,EE Dehra Letter No. 1022-26 dt. 25/4/2022,A/R and M/O on road i) Bari to Thill km 0/0 to 3/0 ii) Basin to Khalag Km 0/0 to 1/260,EE Dehra,Internal,HDM Supdt DAO,Dinesh Kumar Dhiman,13-May-2022 05:54 PM,13-May-2022 05:55 PM,techsummary_91079.pdf (547.97 KB),EE Dehra,Internal,"HDM,Supdt,DAO",Dinesh Kumar Dhiman,01-Jul-2022 04:03 PM,finsummary_91079.pdf (635.34 KB),01-Jul-2022,"INR 620,460",30.0,Dinesh Kumar Dhiman,01-Jul-2022 04:06 PM,60264_3.pdf (635.00 KB),Work awarded issued,1.0,281897.0,aditya rana,12-May-2022 12:55 PM,Rejected-Finance,Being a highest bidder,01-Jul-2022 04:03 PM,Technical,Technical Bid opened on 13.05.2022,Dinesh Kumar Dhiman,13-May-2022 04:57 PM,technical_91079.pdf,Finance,Summary,Dinesh Kumar Dhiman,01-Jul-2022 03:58 PM,finance_91079.pdf,BOQ Comparative Chart,1.0,280812.0,RAJ KUMAR,INR,"589,449",AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Copy of enlistment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,281934.0,ashish chaudhry,12-May-2022 03:43 PM,Rejected-Finance,Being a highest bidder,01-Jul-2022 04:03 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,280812.0,RAJ KUMAR,12-May-2022 07:44 AM,Accepted-AOC,L1,01-Jul-2022 04:06 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Form 8 duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of bid showing name of bid duly attested from competent authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding list of near relative works as officer/officials in HPPWD duly attested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Copy of registration under EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
