Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"Erection of Fencing for CAMPA, AR Plantation of 25 HA. Boghara Hill RF, Morigaon.","Erection of Fencing for CAMPA, AR Plantation of 25 HA. Boghara Hill RF, Morigaon.",Please refer Tender documents. ,NA ,"29,07,792",Civil Works,NA ,Tender,45.0,60.0,"Boghara Hill RF, Morigaon.",782125.0,NA ,NA ,NA ,"Upper Assam Social Forestry Circle, Nagaon",No ,No,"2,000",Nil,Nil,No,20-Apr-2022 09:00 AM,11-May-2022 12:00 PM,20-Apr-2022 09:00 AM,10-May-2022 03:00 PM,NA ,NA ,20-Apr-2022 09:00 AM,10-May-2022 03:00 PM,07-Jun-2022 02:05 PM,"58,156",Yes,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification documents,Conservator of Forests Upper Assam Social Forestry,"Upper Assam Social Forestry Circle, Nagaon",Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests Social Forestry||Upper Assam Social Forestry Circle||Nagaon Social Forestry Division,NIT- 2 DATED 18-04-2022,2022_PCCF_25183_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC,"DFO, Nagaon Social Forestry Division",Internal,,DILIP KALITA,07-Jun-2022 02:01 PM,07-Jun-2022 02:05 PM,techsummary_38925.pdf (550.12 KB),28-Jul-2022,INR 2617012.8,60.0,DILIP KALITA,28-Jul-2022 09:09 PM,WorkOrderBoghora25.pdf (544.00 KB),Technical,Technical Bid Opened,DILIP KALITA,12-May-2022 02:52 PM,,Finance,Financial bid opnened,DILIP KALITA,07-Jun-2022 06:06 PM,,BOQ Comparative Chart,Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests Social Forestry||Upper Assam Social Forestry Circle||Nagaon Social Forestry Division,2022_PCCF_25183_1,NIT- 2 DATED 18-04-2022,"Erection of Fencing for CAMPA, AR Plantation of 25 HA. Boghara Hill RF, Morigaon.",1,147568,AAKAR VISION AND COMMUNICATION,10-May-2022 01:25 PM,Rejected-Technical,please see Technical Evaluation Minutes,07-Jun-2022 02:01 PM,1.0,147554.0,STANDARD CREATION,INR,2617012.8,"DFO, Nagaon Social Forestry Division",Internal,,DILIP KALITA,28-Jul-2022 08:47 PM,finsummary_38925.pdf (612.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed Tender Document,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,147471,AKSHAY KUMAR DEKA,07-May-2022 06:44 PM,Rejected-Technical,please see Technical Evaluation Minutes,07-Jun-2022 02:01 PM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,147335,Anurag Baishya,04-May-2022 03:33 PM,Rejected-Technical,please see Technical Evaluation Minutes,07-Jun-2022 02:01 PM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,147531,ARUN CHANDRA GOGOI,09-May-2022 01:38 PM,Rejected-Technical,please see Technical Evaluation Minutes,07-Jun-2022 02:01 PM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,147566,DEBOJIT BORUAH,09-May-2022 09:50 PM,Rejected-Technical,please see Technical Evaluation Minutes,07-Jun-2022 02:01 PM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,147455,J D ASSOCIATES,07-May-2022 11:59 AM,Rejected-Finance,Not Selected,28-Jul-2022 08:48 PM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,147579,M/s B. B. Enterprise,10-May-2022 11:33 AM,Rejected-Technical,please see Technical Evaluation Minutes,07-Jun-2022 02:01 PM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,147597,Nirmal Bora,10-May-2022 01:13 PM,Rejected-Technical,please see Technical Evaluation Minutes,07-Jun-2022 02:01 PM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,147554,STANDARD CREATION,09-May-2022 07:20 PM,Accepted-AOC,Accepted,28-Jul-2022 09:09 PM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,147564,YEASMIN SULTANA,09-May-2022 09:00 PM,Rejected-Technical,please see Technical Evaluation Minutes,07-Jun-2022 02:01 PM,,,,,,,,,,,,AOC
