Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
11-Jul-2022,"INR 910,613",60.0,Dev Raj,11-Jul-2022 10:37 AM,A.O.C.pdf (589.00 KB),Attached,Executive Engineer,Internal,"Tender Assistant, Supdt, DAO, HDM",Dev Raj,27-May-2022 01:57 PM,finsummary_91052.pdf (338.70 KB),Executive Engineer,Internal,"Tender Assistant, Supdt, HDM, DAO",Dev Raj,21-May-2022 02:37 PM,23-May-2022 11:30 AM,techsummary_91052.pdf (905.60 KB),PWD,2022_PWD_60246_1,C/O LINK ROAD TO VILLAGE CHELI KM. 0/0 TO 1/0.,C/O LINK ROAD TO VILLAGE CHELI KM. 0/0 TO 1/0,Technical,Attached,Dev Raj,21-May-2022 02:34 PM,technical_91052.pdf,1.0,281780.0,Ankit,11-May-2022 06:07 PM,Rejected-Finance,L1L2,27-May-2022 01:57 PM,Finance,Attached,Dev Raj,27-May-2022 01:54 PM,finance_91052.pdf,BOQ Comparative Chart,1.0,281798.0,Pawangovcont,INR,"996,634.4",AOC,C/O LINK ROAD TO VILLAGE CHELI KM. 0/0 TO 1/0,"P/L G.S.B., W.M.M. AND TARRING IN KM. 0/0 TO 0/500)",Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,60.0,60.0,Barsar,174305.0,NA ,NA ,NA ,EE Barsar,No ,No,Executive Engineer,Executive Engineer Barsar Division HPPWD Barsar,05-May-2022 10:30 AM,12-May-2022 11:30 AM,05-May-2022 10:30 AM,12-May-2022 10:30 AM,NA ,NA ,05-May-2022 10:30 AM,12-May-2022 10:30 AM,23-May-2022 11:30 AM,1.0,ICICI BANK,"12,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,1. Cost of Tender Form,PWD,C/O LINK ROAD TO VILLAGE CHELI KM. 0/0 TO 1/0.,2022_PWD_60246_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,350.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,281798.0,Pawangovcont,11-May-2022 07:01 PM,Accepted-AOC,L1,11-Jul-2022 10:37 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,2. EMD,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,3. Contractor Registration,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,4. Similar Work Done certificate (Only Completed Work),,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"5. GST No. with latest clearance return, EPF No. with latest clearance return, Labour License, PAN C",,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,6. List of Machinery as per SBD with proof tools and plant with ownership documents/ Affidavit Magis,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,7. Affidavit that information submitted by bidder is true and correct attested by Magistrate/ Notary,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,8. Work in hand certificate countersigned by the Engineer in Charge not below the rank of Executive,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,9. Affidavit Bidder should not have morethan 2 contracts at a time each of Rs. 100.0Lakhsormore in c,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,10. Affidavit regarding seen the site,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,11. Bidder should must be uploaded working programme,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,12. Any other information bidder/ firm may like to be provide.,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
