Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
EE,Internal,Assistant Engineer Superintendent and senior assistant,Jeet Singh Thakur,23-Jul-2022 06:56 PM,finsummary_72903.pdf (148.79 KB),23-Jul-2022,"INR 1,855,791",60.0,Jeet Singh Thakur,23-Jul-2022 06:58 PM,5.8154.pdf (1249.00 KB),Improvement of blackspots and providing steel Crash Barrier on various roads under Chamba Division Providing Crash Barrier on Shahpur Sihunta Chowari Jot Chamba road in Km 76/0 to 87/0 various Rds,PWD,2021_PWD_48626_1,No.PWC-WA-II- 2498-597 dated 3.6.21,Improvement of blackspots and providing steel Crash Barrier on various roads under Chamba Division Providing Crash Barrier on Shahpur Sihunta Chowari Jot Chamba road in Km 76/0 to 87/0 various Rds,Executive Engineer,Internal,Assistant Engineer superintendent senior assistant,Jeet Singh Thakur,01-Jul-2021 05:58 PM,05-Jul-2021 11:30 AM,techsummary_72903.pdf (253.74 KB),Technical,BOS,Jeet Singh Thakur,01-Jul-2021 05:05 PM,technical_72903.pdf,1.0,217686.0,BABITA DEVI GOVT CONTRACTOR,23-Jun-2021 04:27 PM,Accepted-AOC,work awarded /completed,23-Jul-2022 06:58 PM,Finance,BOS,Jeet Singh Thakur,07-Sep-2021 09:38 AM,finance_72903.pdf,BOQ Comparative Chart,1.0,217686.0,BABITA DEVI GOVT CONTRACTOR,INR,"2,999,460",AOC,Improvement of blackspots and providing steel Crash Barrier on various roads under Chamba Division Providing Crash Barrier on Shahpur Sihunta Chowari Jot Chamba road in Km 76/0 to 87/0 various Rds,Improvement of blackspots and providing steel Crash Barrier on various roads under Chamba Division Providing Crash Barrier on Shahpur Sihunta Chowari Jot Chamba road in Km 76/0 to 87/0 various Rds,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,75.0,60.0,Chamba,176310.0,NA ,NA ,NA ,Executive Engineer Chamba Division HPPWD Chamba,No ,No,1.0,ICICI BANK,Executive Engineer Chamba Division HPPWD Chamba,Executive Engineer Chamba Division HPPWD Chamba,PWD,No.PWC-WA-II- 2498-597 dated 3.6.21,2021_PWD_48626_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form only online mode through e-payment,500.0,Nil,Nil,No,16-Jun-2021 05:00 PM,25-Jun-2021 11:30 AM,16-Jun-2021 05:00 PM,23-Jun-2021 05:00 PM,NA ,NA ,16-Jun-2021 05:00 PM,23-Jun-2021 05:00 PM,05-Jul-2021 11:30 AM,"37,200",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,218401.0,TEK CHAND CONTRACTOR,23-Jun-2021 04:42 PM,Rejected-Finance,Being 2nd lowest,23-Jul-2022 06:56 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money only online mode through e-payment,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.24.3 and as per invitation of bid ),,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of G.S.T. No.,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN No.,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form HPPWD 7/8,duly signed by the contractor",,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit/undertaking that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,detail of Work in hand /ongoing work,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of machinary,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Crash barrier should be as per IS 1367 and IS 1364 as per MoRTH clause 810 documentary proof,,,,,,,,,,,,,,,,,,,,AOC
