Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"2,000",Nil,Nil,No,Director of AH and VD,"Directorate of AH and VD, Chenekuthi, Guwahati 3",1.0,Fee/PreQual/Technical,.pdf,Technical Qualification - Part 1,1.0,SBI Bank,Animal Husbandry and Veterinary Department||Directorate of A.H. and Veterinary,CVS/P-5/Tender/2022-23/37,2022_AHVD_25449_1,Yes,Open Tender,Item Wise,Goods,2.0,No,No,Online,No,No,No,E-TENDER FOR ENTERING INTO RATE CONTRACT,"E-TENDER FOR ENTERING INTO RATE CONTRACT FOR SUPPLY OF VETERINARY MEDICINES, AID MATERIAL, SURGICAL ITEMS AND OTHER VETERINARY ITEMS FOR THE YEAR 2022-23",Please refer Tender documents. ,NA ,,Miscellaneous Goods,NA ,Rate Contract,180.0,NA ,Guwahati,781003.0,"Chenikuthi, Guwahati 3 ","Central Vetenerary store, Directorate of AH and VD, Chenekuthi, Guwahati 3 ",12-May-2022 12:00 PM ,ASPIRe Office,No ,No,07-May-2022 04:00 PM,04-Jun-2022 11:00 AM,07-May-2022 04:00 PM,03-Jun-2022 04:00 PM,NA ,NA ,26-May-2022 11:00 AM,03-Jun-2022 04:00 PM,15-Jun-2022 03:05 PM,"35,000",Yes,fixed,,Nil,Nil,AOC,Animal Husbandry and Veterinary Department||Directorate of A.H. and Veterinary,2022_AHVD_25449_1,CVS/P-5/Tender/2022-23/37,E-TENDER FOR ENTERING INTO RATE CONTRACT,Finance,Financial bid has been opened,ARIF AHMED,28-Jun-2022 05:20 PM,,BOQ Comparative Chart,16-Jul-2022,INR 40038768,30.0,ANUJ DUTTA,22-Jul-2022 12:44 PM,AOC.pdf (29245.00 KB),Director,Internal,,ANUJ DUTTA,15-Jun-2022 03:02 PM,15-Jun-2022 03:05 PM,techsummary_39314.pdf (8627.14 KB),Technical,Technical bid has been opened,ARIF AHMED,04-Jun-2022 12:17 PM,,Director,Internal,,ARIF AHMED,28-Jun-2022 05:37 PM,finsummary_39314.pdf (11685.71 KB),1.0,148754.0,THE HIMALAYA DRUG COMPANY,INR,1536136.0,1,149401,Asomi Enterprise,02-Jun-2022 08:32 PM,Rejected-Technical,Rejected,15-Jun-2022 03:02 PM,AOC
,,,,,,,,.pdf,Technical Qualification - Part 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,148784.0,MS Mayur Pharmaceuticals,INR,1007870.0,2,149118,Assam Manufacturer Repacking and Distributor,03-Jun-2022 02:03 PM,Accepted-AOC,Awarded,22-Jul-2022 12:44 PM,AOC
,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,148910.0,Ayurvet Limited,INR,1710150.0,3,148910,Ayurvet Limited,31-May-2022 05:35 PM,Accepted-AOC,Awarded,22-Jul-2022 12:44 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,148911.0,Indian Herbs Specialities Pvt.Ltd.,INR,3080564.0,4,149397,BIO-CARE ASSOCIATES,03-Jun-2022 03:26 PM,Accepted-AOC,Awarded,22-Jul-2022 12:44 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,148931.0,INDOMA MARINE PVT. LTD.,INR,3192489.0,5,148911,Indian Herbs Specialities Pvt.Ltd.,01-Jun-2022 01:40 PM,Accepted-AOC,Awarded,22-Jul-2022 12:44 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,149109.0,M/s Harbans Pharma and Surgicals,INR,2618172.0,6,149356,INDO CONS AGE SERVICES,03-Jun-2022 03:05 PM,Accepted-AOC,Awarded,22-Jul-2022 12:44 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,149118.0,Assam Manufacturer Repacking and Distributor,INR,3742666.0,7,148931,INDOMA MARINE PVT. LTD.,03-Jun-2022 12:45 PM,Accepted-AOC,Awarded,22-Jul-2022 12:44 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,149189.0,M/S KAY AND KAY TRADING CO.,INR,1164660.0,8,149411,INDO MARKETING SERVICES,03-Jun-2022 12:36 PM,Accepted-AOC,Awarded,22-Jul-2022 12:44 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,149190.0,M/S RASHMITA DRUGS AND SURGICALS,INR,97600.0,9,149232,JAMES & COMPANY,03-Jun-2022 03:45 PM,Rejected-AOC,Not Awarded,22-Jul-2022 12:44 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,149237.0,M/s Town Drugs,INR,1319090.0,10,149443,MAINDEOR ENTERPRISE,03-Jun-2022 02:41 PM,Accepted-AOC,Awarded,22-Jul-2022 12:44 PM,AOC
