Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
19-Jul-2022,INR 3.688749E+7,365.0,BHABANANDA DEKA,19-Jul-2022 11:50 AM,scan0003.pdf (296.00 KB),Technical,Verified,MRIDUL TALUKDAR,15-Feb-2022 01:48 PM,,CE,Internal,,MRIDUL TALUKDAR,29-Mar-2022 05:03 PM,finsummary_36652.pdf (513.38 KB),"Chief Engineer, PWD, Roads, Assam, Chandmari, Ghy",Internal,,MRIDUL TALUKDAR,15-Feb-2022 01:51 PM,15-Feb-2022 02:30 PM,techsummary_36652.pdf (202.57 KB),1,130238,ANIL DAS,18-Jan-2022 08:45 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Feb-2022 01:48 PM,Finance,Financial Opened,BHABANANDA DEKA,15-Feb-2022 02:49 PM,,BOQ Comparative Chart,Public Works Roads Department,2021_PWD_23865_27,CEDEV/RIDFXXVII/210/2021-22/01,RE_RIDF-XXVII_Jalukbari_02 Construction of Rangmahal Bund of Brahmaputra River under RIDF_XXVII for the year 2021-22 under Jalukbari LAC (from Ch. 0m to 2534m),1.0,130338.0,Rang Private Limited,INR,36887490.0,AOC,1.0,Fee/PreQual/Technical,.pdf,Bid Security,RE_RIDF-XXVII_Jalukbari_02 Construction of Rangmahal Bund of Brahmaputra River under RIDF_XXVII for the year 2021-22 under Jalukbari LAC (from Ch. 0m to 2534m),RE_RIDF-XXVII_Jalukbari_02 Construction of Rangmahal Bund of Brahmaputra River under RIDF_XXVII for the year 2021-22 under Jalukbari LAC (from Ch. 0m to 2534m),Please refer Tender documents. ,NA ,"4,09,86,100",Civil Works,NA ,Tender,180.0,365.0,Jalukbari,781003.0,"Development Branch, O/o the Chief Engineer (Roads) ","O/o the Chief Engineer (Roads), PWRD, Assam, Chandmari, Guwahati, 781003 ",05-Jan-2022 12:00 PM ,"O/o the Chief Engineer (Roads), PWRD, Assam",No ,No,1.0,DD - Demand Draft,"8,20,000",Yes,fixed,,"Chief Engineer, PWD (Roads), Assam",GUWAHATI,Public Works Roads Department,CEDEV/RIDFXXVII/210/2021-22/01,2021_PWD_23865_27,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"Chief Engineer (Roads), PWRD, Assam","O/o the Chief Engineer (Roads), PWRD, Assam, Chandmari, Guwahati, 781003","10,000","Empowered Officer, Assam State Road Board",GUWAHATI,No,29-Dec-2021 06:00 PM,19-Jan-2022 02:30 PM,29-Dec-2021 06:00 PM,19-Jan-2022 02:00 PM,29-Dec-2021 06:00 PM ,19-Jan-2022 02:00 PM ,07-Jan-2022 02:00 PM,19-Jan-2022 02:00 PM,15-Feb-2022 02:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2,130307,ANIL DAS CONSTRUCTION PVT LTD,19-Jan-2022 09:17 AM,Rejected-AOC,Not Awarded,19-Jul-2022 11:50 AM,,,,,,,,,,,,,,,,AOC,,,.pdf,Cost of Tender Document,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,3,130359,BASANTA KUMAR KAKATI,19-Jan-2022 12:42 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Feb-2022 01:48 PM,,,,,,,,,,,,,,,,AOC,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,4,130328,DULAL KALITA,19-Jan-2022 10:32 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Feb-2022 01:48 PM,,,,,,,,,,,,,,,,AOC,,,.pdf,Standard Bidding Document,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,5,130395,M/S ANCC INFRA,19-Jan-2022 01:30 PM,Rejected-AOC,Not Awarded,19-Jul-2022 11:50 AM,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Bill Of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,6,130297,M/S Bass Forum,19-Jan-2022 11:50 AM,Rejected-AOC,Not Awarded,19-Jul-2022 11:50 AM,,,,,,,,,,,,,,,,AOC,,,.pdf,Form Of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,7,129921,MS PG Construction,18-Jan-2022 09:00 PM,Rejected-AOC,Not Awarded,19-Jul-2022 11:50 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,8,130338,Rang Private Limited,19-Jan-2022 11:17 AM,Accepted-AOC,Awarded,19-Jul-2022 11:50 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,9,130155,Safikur Rahman,18-Jan-2022 04:22 PM,Rejected-AOC,Not Awarded,19-Jul-2022 11:50 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,10,130204,SHERUKHAN,18-Jan-2022 07:10 PM,Rejected-AOC,Not Awarded,19-Jul-2022 11:50 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,11,130260,Sri Chandan Das,18-Jan-2022 10:37 PM,Rejected-AOC,Not Awarded,19-Jul-2022 11:50 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
