EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"2,00,000",Yes,fixed,,IGMC,Shimla,1.0,Fee/PreQual/Technical,.pdf,Prequalification documents required as per tender document and NIT,Principal AIMSS Chamiana,AIMSS Shimla at Chamiana - 171012,E-tenders for Linen Items for Atal Institute of Medical Super Specialities Shimla-12,"E-tenders are invited from registered Firms, Proprietorship firm(s)/Partnership firm(s)/ Company/Corporation/Cooperative Society or any legal entity for providing Linen items at rate contract at Atal Institute of Medical Super Specialities Shimla-12",Please refer Tender documents. ,NA ,,Miscellaneous Goods,NA ,Rate Contract,180.0,365.0,AIMSS Chamiana,171012.0,NA ,NA ,NA ,AIMSS CAMP at IGMC Shimla,No ,No,Directorate of Medical Education and Research||IGMC Shimla,HFW-(AIMSS)(G)7-1/2021-604,2022_IGMC1_59435_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Offline,No,No,No,11-Apr-2022 04:30 PM,10-May-2022 02:30 PM,11-Apr-2022 05:00 PM,10-May-2022 02:00 PM,NA ,NA ,25-Apr-2022 04:00 PM,10-May-2022 02:00 PM,07-Jun-2022 11:00 AM,"2,000",IGMC,Shimla,No,1.0,date extension,Date,,1.0,BG - Bank Guarantee,AOC,Dr. Rajnish Pathania,Internal,As notified/defined by the Govt./Institution.,Amrit Raj,15-Jul-2022 10:40 AM,finsummary_89943.pdf (319.78 KB),Directorate of Medical Education and Research||IGMC Shimla,2022_IGMC1_59435_1,HFW-(AIMSS)(G)7-1/2021-604,E-tenders for Linen Items for Atal Institute of Medical Super Specialities Shimla-12,1.0,279250.0,JAI BADRIVISHAL ENTERPRISES,INR,0.0,15-Jul-2022,"INR 5,000,000",365.0,Amrit Raj,15-Jul-2022 10:48 AM,Mahalaxmi.pdf (389.00 KB),Rates has been finalized item wise as per tender documents,Technical,Summary,Amrit Raj,20-May-2022 01:21 PM,technical_89943.pdf,Finance,Financial Bids has been opened.,Amrit Raj,07-Jun-2022 04:04 PM,finance_89943.pdf,BOQ Comparative Chart,1,281180,Bharat Khadi Gram Udyog,08-May-2022 12:53 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,20-May-2022 01:21 PM,"Dr. Rajnessh Pathania, Principal, AIMSS",Internal,,Amrit Raj,04-Jun-2022 05:50 PM,07-Jun-2022 11:00 AM,techsummary_89943.pdf (479.99 KB),AOC
,,,,,,,,.pdf,Documents required as per Check List 1-5 in tender document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,technical amendment,Technical Bid,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,2.0,279924.0,PRIME MEDICAL SYSTEMS,INR,0.0,,,,,,,,,,,,,,,,,,,2,280088,INTERNATIONAL EXPORT HOUSE,10-May-2022 01:43 PM,Rejected-Finance,item rate,15-Jul-2022 10:40 AM,,,,,,,,AOC
,,,,,,,,.pdf,Documents required as per Check List 6-11 in tender document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,3.0,280005.0,VIPIN COTTAGE INDUSTRIES,INR,0.0,,,,,,,,,,,,,,,,,,,3,279250,JAI BADRIVISHAL ENTERPRISES,01-May-2022 12:36 PM,Accepted-AOC,item rates,15-Jul-2022 10:48 AM,,,,,,,,AOC
,,,,,,,,.pdf,Any Other Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,4.0,280082.0,mahaluxmi medical agencies,INR,0.0,,,,,,,,,,,,,,,,,,,4,279341,Khadi Gramudyog Vikas Samiti,28-Apr-2022 01:54 PM,Rejected-Finance,item rate,15-Jul-2022 10:40 AM,,,,,,,,AOC
,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,280082,mahaluxmi medical agencies,08-May-2022 01:58 PM,Accepted-AOC,item rates,15-Jul-2022 10:48 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,281169,MAHAVIR ENTERPRISES,07-May-2022 11:12 PM,Rejected-Technical,Rejected due to non participation by the bidder in Technical Evaluation.,04-Jun-2022 05:50 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,280037,Nehra Brothers,09-May-2022 05:01 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,20-May-2022 01:21 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,280418,Poddar Sales Pvt. Ltd.,03-May-2022 11:37 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,20-May-2022 01:21 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,279924,PRIME MEDICAL SYSTEMS,30-Apr-2022 01:18 PM,Accepted-AOC,item rates,15-Jul-2022 10:48 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,280005,VIPIN COTTAGE INDUSTRIES,30-Apr-2022 07:18 PM,Accepted-AOC,item rates,15-Jul-2022 10:48 AM,,,,,,,,AOC
