S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,ICICI BANK,18-Aug-2021 06:00 PM,24-Aug-2021 11:30 AM,18-Aug-2021 06:00 PM,24-Aug-2021 10:30 AM,NA ,NA ,18-Aug-2021 06:00 PM,24-Aug-2021 10:30 AM,15-Sep-2021 02:30 PM,PWD,C/O link road from Neri to Shori via Samman,2021_PWD_51406_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,"56,000",No,fixed,,Nil,Nil,EE Hamirpur,Executive Engineer HPPWD Hamirpur,Construction of link road from Neri to Shori via Samman in km 0/0 to 2/0,SH Construction of 5/7 metre wide road formation cutting construction of retaining wall at km 0/0 to 0/690 and Cross drainage at RD 0/255 0/360 0/510 with wing wall and U-Shape drain RD 0/0 to 0/690,Please refer Tender documents. ,NA ,"32,28,069",Civil Works - Roads,NA ,Tender,60.0,30.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,"1,000",Nil,Nil,No,AOC,1,231511,ankush kapil,22-Aug-2021 06:21 PM,Rejected-Finance,l4,29-Sep-2021 05:40 PM,Technical,Attached,Vivek Sharma,08-Sep-2021 06:28 PM,technical_76823.pdf,Finance,Attached,Vivek Sharma,29-Sep-2021 05:32 PM,finance_76823.pdf,BOQ Comparative Chart,1.0,231367.0,BALAL,INR,"2,486,237.75",EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,14-Sep-2021 03:15 PM,15-Sep-2021 02:30 PM,techsummary_76823.pdf (788.38 KB),PWD,2021_PWD_51406_1,C/O link road from Neri to Shori via Samman,Construction of link road from Neri to Shori via Samman in km 0/0 to 2/0,03-Jul-2022,"INR 2,486,238",30.0,Sanjay Katoch,03-Jul-2022 01:41 PM,NeriShoriFFFFF.pdf (800.00 KB),Award,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,29-Sep-2021 05:40 PM,finsummary_76823.pdf (680.35 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate counter signed by Engineer-in-Charge as per General rules direction-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,231367,BALAL,21-Aug-2021 02:35 PM,Accepted-AOC,l1,03-Jul-2022 01:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum work done Certificate as per General rules and direction-26.2(b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,231832,BRAHAM DASS SHARMA,23-Aug-2021 08:16 PM,Rejected-Finance,l6,29-Sep-2021 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,231690,Gulam mohammad,23-Aug-2021 04:57 PM,Rejected-Finance,l3,29-Sep-2021 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,231118,Japan Singh,22-Aug-2021 12:59 PM,Rejected-Finance,l5,29-Sep-2021 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST and EPF Registration latest clearance statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,230938,LAL DIN GOVT CONTRACTOR,23-Aug-2021 03:10 PM,Rejected-Technical,Rejected,14-Sep-2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,231010,MAMTA DEVI GOVT.CONTRACTOR,21-Aug-2021 01:42 PM,Rejected-Technical,Rejected,14-Sep-2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,231867,MOHINDER PAL GOVT. CONTRACTOR,24-Aug-2021 09:58 AM,Rejected-Finance,l8,29-Sep-2021 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail of machinery as per SBD with proof RC, Affidavit/lease agreement for hired Machinery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,231038,M/S ANIL KUMAR GOVT CONT.,20-Aug-2021 10:23 AM,Rejected-Technical,Rejected,14-Sep-2021 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Working Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,231290,sonam soni,23-Aug-2021 09:27 PM,Rejected-Finance,l2,29-Sep-2021 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
