Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
1.0,Fee/PreQual/Technical,.pdf,Cost of tender from only online mode through E-payment,1.0,ICICI BANK,"2,000",Nil,Nil,Yes,Executive Engineer,HPPWD Division Dalhousie,"1,65,300",No,fixed,,Nil,Nil,PWD,No.1172-222 dated.20.04.2022,2022_PWD_59993_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of link road Chalari to Village Kuther km. 0/0 to 2/045 under OTMNP,(SH Formation Cutting Cross Drainage and R/wall HP Culvert work etc in km 0/0 to 2/045),Please refer Tender documents. ,NA ,"82,62,965",Civil Works,NA ,Tender,75.0,90.0,Dalhousie,176304.0,NA ,NA ,NA ,HPPWD Division Dalhousie,No ,No,27-Apr-2022 05:00 PM,04-May-2022 03:30 PM,27-Apr-2022 05:00 PM,04-May-2022 03:00 PM,NA ,NA ,27-Apr-2022 05:00 PM,04-May-2022 03:00 PM,17-May-2022 11:30 AM,1.0,280119.0,Saurabh Vashishath,INR,"65,153,047.9",Finance,Summary,Virender Kumar Bhardwaj,18-Jun-2022 03:34 PM,finance_90704.pdf,BOQ Comparative Chart,1.0,280131.0,Alpna Sharma,02-May-2022 03:28 PM,Rejected-Technical,Rejected,11-May-2022,Technical,Bid Opening Summary,Deepak Mahajan,11-May-2022 12:42 PM,technical_90704.pdf,Executive Engineer,Internal,Tender Assistant DAO DHD Superintendent,Deepak Mahajan,11-May-2022 12:51 PM,17-May-2022 11:30 AM,techsummary_90704.pdf (616.73 KB),PWD,2022_PWD_59993_1,No.1172-222 dated.20.04.2022,Construction of link road Chalari to Village Kuther km. 0/0 to 2/045 under OTMNP,20-Jul-2022,"INR 6,515,347.9",90.0,Harsh Puri,27-Jul-2023 05:21 PM,aoc.pdf (870.00 KB),AOC,Executive Engineer,Internal,TA HDM Supdtt gr-II DAO EE,Virender Kumar Bhardwaj,18-Jun-2022 03:42 PM,finsummary_90704.pdf (18.72 KB)
,,.pdf,Earnest Money from only online mode through E-payment,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,280523.0,Jagdish Chander Thakur,04-May-2022 12:38 PM,Rejected-Finance,Other Then Lowest,18-Jun-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Contractors Registration (Refer General Rule No. 24.3 and as per invitation of bid),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,280511.0,Kartik Thakur,04-May-2022 01:59 PM,Rejected-Finance,Other Then Lowest,18-Jun-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Copy of G.S.T. Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,280378.0,PARMANAND GOVT CONTRACTOR,04-May-2022 01:37 PM,Rejected-Finance,Other Then Lowest,18-Jun-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Copy of PAN Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,280119.0,Saurabh Vashishath,02-May-2022 02:39 PM,Accepted-AOC,Work Completed,27-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,"Form No. 8, duly signed by the contractor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,An affidavit/Undertaking that information furnished with the bid (Name of works is correct),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,List of technical Staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Work done at least one similar work of forty percent of the estimated value of work (without L.D.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
