Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Executive Engineer,Executive Engineer Salooni Division HPPWD Salooni,PWD,EE Salooni Letter No. 5212-61 dated 26-08-2021,2021_PWD_52267_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"2,000",Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of tender from only online mode through E-payment,14-Sep-2021 01:00 PM,22-Sep-2021 11:30 AM,14-Sep-2021 01:00 PM,22-Sep-2021 11:00 AM,NA ,NA ,14-Sep-2021 01:00 PM,22-Sep-2021 11:00 AM,04-Oct-2021 11:30 AM,"1,33,100",No,fixed,,Nil,Nil,Construction of Link Road from Lanot to Khudri km 0/0 to 3/780,Formation cutting 2.75/5.00 metre wide jeepable standard road km 1/00 to 3/780 and construction of wire crate for dumping site,Please refer Tender documents. ,NA ,"66,53,114",Civil Works,NA ,Tender,75.0,90.0,Salooni,176320.0,NA ,NA ,NA ,Executive Engineer Salooni Division HPPWD Salooni,No ,No,AOC,1.0,235893.0,Ashiq Mohd,21-Sep-2021 08:43 PM,Rejected-Finance,Work awarded to Lowest Contractor,04-Dec-2021 01:14 PM,Technical,Bid opening summary,Deepak Mahajan,29-Sep-2021 06:55 PM,technical_78092.pdf,Finance,Bid Opening Summary,Deepak Mahajan,18-Nov-2021 12:17 PM,finance_78092.pdf,BOQ Comparative Chart,1.0,236747.0,Ketan,INR,"2,498,003",PWD,2021_PWD_52267_1,EE Salooni Letter No. 5212-61 dated 26-08-2021,Construction of Link Road from Lanot to Khudri km 0/0 to 3/780,Executive Engineer,Internal,Senior Assistant Superintendent HDM AE,Deepak Mahajan,29-Sep-2021 06:59 PM,04-Oct-2021 11:30 AM,techsummary_78092.pdf (776.17 KB),Executive Engineer,Internal,Senior Assistant Superintendent HDM AE,Deepak Mahajan,04-Dec-2021 01:14 PM,finsummary_78092.pdf (18.33 KB),23-Dec-2021,"INR 6,653,114",90.0,Deepak Mahajan,14-Jul-2022 06:01 PM,AL.pdf (1120.00 KB),Award letter,AOC
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Earnest Money from only online mode through E-payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,236807.0,Kehar Singh,21-Sep-2021 08:49 PM,Rejected-Finance,Work awarded to Lowest Contractor,04-Dec-2021 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,236747.0,Ketan,20-Sep-2021 01:08 PM,Accepted-AOC,Work completed,14-Jul-2022 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of G.S.T. Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,236987.0,Manish KUmar,22-Sep-2021 10:47 AM,Rejected-Finance,Work awarded to Lowest Contractor,04-Dec-2021 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,237011.0,Vinod Thakur,21-Sep-2021 05:59 PM,Rejected-Finance,Work awarded to Lowest Contractor,04-Dec-2021 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 duly signed by the contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery, tools and plants (As per schedule F with reference to clause 18 of GCC).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of technical Staff.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
