Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Executive Engineer,HP PWD Division Tanda at Nagrota Bagwan,"Construction of Lilly Amtrar Mundla road in Distt Kangra (HP) (SH-Providing and laying soiling, wearing and Tarring in Km 0/000 to 1/300).","Construction of Lilly Amtrar Mundla road in Distt Kangra (HP) (SH-Providing and laying soiling, wearing and Tarring in Km 0/000 to 1/300).",Please refer Tender documents. ,NA ,"24,12,590",Civil Works - Roads,NA ,Tender,120.0,90.0,Nagrota Bagwan,176047.0,NA ,NA ,NA ,HP PWD Division Tanda at Nagrota Bagwan,No ,No,28-May-2022 09:30 AM,08-Jun-2022 11:30 AM,28-May-2022 09:30 AM,08-Jun-2022 10:00 AM,NA ,NA ,28-May-2022 09:30 AM,08-Jun-2022 10:00 AM,18-Jun-2022 11:40 AM,500.0,Nil,Nil,No,"48,250",No,fixed,,Nil,Nil,PWD,PWD-Civil-30342,2022_PWD_61159_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,1.0,ICICI BANK,AOC,PWD,2022_PWD_61159_1,PWD-Civil-30342,"Construction of Lilly Amtrar Mundla road in Distt Kangra (HP) (SH-Providing and laying soiling, wearing and Tarring in Km 0/000 to 1/300).",Executive Engineer,Internal,AE DAO Supdt HDM,Suresh Kumar Walia,18-Jun-2022 11:38 AM,18-Jun-2022 11:40 AM,techsummary_92314.pdf (1494.75 KB),Executive Engineer,Internal,AE DAO SUpdt HDM,Suresh Kumar Walia,22-Jun-2022 11:12 AM,finsummary_92314.pdf (18.81 KB),11-Jul-2022,"INR 2,412,590",90.0,Suresh Kumar Walia,19-Jul-2022 09:54 AM,Award.pdf (425.00 KB),Award,1.0,285277.0,RAHUL SHARMA,INR,"1,825,891",Finance,sum,Suresh Kumar Walia,22-Jun-2022 11:10 AM,finance_92314.pdf,BOQ Comparative Chart,1.0,285529.0,atul thakur,06-Jun-2022 03:48 PM,Rejected-Finance,Lowest 3,22-Jun-2022 11:12 AM,Technical,sum,Suresh Kumar Walia,18-Jun-2022 11:37 AM,technical_92314.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,285566.0,Chamunda Construction Works,07-Jun-2022 09:20 AM,Rejected-Finance,Lowest 2,22-Jun-2022 11:12 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"EPF No, GST No., Pan No",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,285277.0,RAHUL SHARMA,08-Jun-2022 06:09 AM,Accepted-AOC,Award,19-Jul-2022 09:54 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,285618.0,RANJNA DEVI,08-Jun-2022 06:16 AM,Rejected-Finance,Lowest 7,22-Jun-2022 11:12 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazette,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery and Technical Staff,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
