EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"1,20,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,17-Nov-2021 11:00 AM,24-Nov-2021 11:00 AM,17-Nov-2021 11:00 AM,23-Nov-2021 06:00 PM,NA ,NA ,17-Nov-2021 11:00 AM,23-Nov-2021 06:00 PM,09-Dec-2021 11:00 AM,PWD,PW-SRDD-CB-CTR-2021-22- 11892 dated 03-11-2021,2021_PWD_53652_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,Shimla Rural Division HPPWD Dhami,"2,000",Nil,Nil,No,Metalling and Tarring on link road Chanawag to Dwaroo km. 0/00 to 1/700,"SH- Providing and laying soling, GSB, WBM-G-II, G-III and Tarring and Construction of V-shape drain in km. 0/00 to 1/700 ) under SCSP",as per tender documents ,NA ,"60,21,715",Civil Works - Roads,NA ,Tender,75.0,60.0,Dhami,171103.0,NA ,NA ,NA ,Shimla Rural Division HPPWD Dhami,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),AOC,1.0,244262.0,Heera Singh Kaundal,23-Nov-2021 01:12 PM,Rejected-Finance,L3 Bidder,15-Dec-2021 03:29 PM,Technical,Bid opening summary,Naveen Singh Kaundal,24-Nov-2021 03:26 PM,technical_80312.pdf,1.0,244144.0,Vidya Dutt Sharma,INR,"4,235,373",Finance,Bid opening summary,Naveen Singh Kaundal,15-Dec-2021 03:21 PM,finance_80312.pdf,BOQ Comparative Chart,PWD,2021_PWD_53652_1,PW-SRDD-CB-CTR-2021-22- 11892 dated 03-11-2021,Metalling and Tarring on link road Chanawag to Dwaroo km. 0/00 to 1/700,Er Maan Singh,Internal,"Sh Prem Raj Meena DAO, Sh Ram Sawaroop Supdt., Sh Amar Nath Arrora HDM",Naveen Singh Kaundal,08-Dec-2021 03:33 PM,09-Dec-2021 11:00 AM,techsummary_80312.pdf (481.02 KB),Er Maan Singh,Internal,"Sh Prem Raj Meena DAO, Sh Ram Sawaroop Supdt., Sh Amar Nath Arrora HDM",Naveen Singh Kaundal,15-Dec-2021 03:29 PM,finsummary_80312.pdf (565.52 KB),13-Jul-2022,"INR 6,021,715",60.0,Naveen Singh Kaundal,13-Jul-2022 10:54 AM,AOC-Dwaroo.pdf (341.00 KB),AOC,AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),AOC,2.0,244405.0,Pradeep verma,23-Nov-2021 04:39 PM,Rejected-Finance,L4 Bidder,15-Dec-2021 03:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 20),AOC,3.0,244109.0,pramod kumar sharma,22-Nov-2021 10:39 PM,Rejected-Finance,L5 Bidder,15-Dec-2021 03:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 24.4),AOC,4.0,244335.0,Sandeep Chandel,23-Nov-2021 04:13 PM,Rejected-Finance,L2 Bidder,15-Dec-2021 03:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done as Per General Rule 24.5,AOC,5.0,244144.0,Vidya Dutt Sharma,23-Nov-2021 09:46 AM,Accepted-AOC,L1 Bidder,13-Jul-2022 10:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work In Hand as Per General Rule 24.5,AOC,6.0,243516.0,vivek sharma,22-Nov-2021 11:42 AM,Rejected-Finance,L6 Bidder,15-Dec-2021 03:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.24.8),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 14),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect as General Rule No 1.2B(,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
