Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
EXECUTIVE ENGINEER,"Executive Engineer, Tauni Devi Division, HP.PWD., Tauni Devi","i)Annual Maintenance Plan for the year 2022-23 on Uhal Than Tikkar Jandroo road km. 0/0 to 27/0.(SH- P/L WBM G-III, 30mm thick bituminous concrete, C/O V-shape drain in km. 18/0 to 19/0 and 19/0 to 20/0) (HP0302MDR106).ii) Annual Maintenance Plan","i)Annual Maintenance Plan for the year 2022-23 on Uhal Than Tikkar Jandroo road km. 0/0 to 27/0.(SH- P/L WBM G-III, 30mm thick bituminous concrete, C/O V-shape drain in km. 18/0 to 19/0 and 19/0 to 20/0) (HP0302MDR106)ii) Annual Maintenance Plan fo",Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Rate Contract,75.0,60.0,TAUNIDEVI,177023.0,NA ,NA ,NA ,TAUNI DEVI,No ,No,"65,300",No,fixed,,Nil,Nil,28-Mar-2022 10:30 AM,04-Apr-2022 11:30 AM,28-Mar-2022 10:35 AM,04-Apr-2022 11:00 AM,NA ,NA ,28-Mar-2022 11:45 AM,04-Apr-2022 11:00 AM,06-Apr-2022 11:00 AM,"1,500",Nil,Nil,No,PWD,20121-175 dt. 16.03.2022,2022_PWD_58685_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form.,AOC,1.0,274867.0,Arvind Sharma,INR,"3,620,490",Finance,SUMMARYATTACHED,Virender Singh Guleria,06-Jul-2022 05:34 PM,finance_88751.pdf,BOQ Comparative Chart,1.0,274867.0,Arvind Sharma,03-Apr-2022 08:29 PM,Accepted-AOC,AWARDL1,06-Jul-2022 05:46 PM,Technical,ATTACHED,Virender Singh Guleria,04-Apr-2022 03:40 PM,technical_88751.pdf,EXECUTIVEENGINEER,Internal,SUPDT HDM DAO,Virender Singh Guleria,04-Apr-2022 03:42 PM,06-Apr-2022 11:00 AM,techsummary_88751.pdf (828.59 KB),PWD,2022_PWD_58685_1,20121-175 dt. 16.03.2022,"i)Annual Maintenance Plan for the year 2022-23 on Uhal Than Tikkar Jandroo road km. 0/0 to 27/0.(SH- P/L WBM G-III, 30mm thick bituminous concrete, C/O V-shape drain in km. 18/0 to 19/0 and 19/0 to 20/0) (HP0302MDR106).ii) Annual Maintenance Plan",06-Jul-2022,"INR 3,855,404",60.0,Virender Singh Guleria,06-Jul-2022 05:46 PM,58685AWARD.pdf (814.00 KB),AWARDATTACHED,EXECUTIVEENGINEER,Internal,SUPDT HDM DAO,Virender Singh Guleria,06-Jul-2022 05:37 PM,finsummary_88751.pdf (627.56 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Contractor Registration REFER GENERAL RULES NO 20,AOC,,,,,,,,,,,,2.0,274631.0,MOHINDER PAL GOVT. CONTRACTOR,02-Apr-2022 03:49 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Apr-2022 03:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration - REFER HPPWD-6 16(3).,AOC,,,,,,,,,,,,3.0,274678.0,Piar Chand Chauhan,03-Apr-2022 12:49 PM,Rejected-AOC,REJECTL2,06-Jul-2022 05:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Labour License,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN No.),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail and Proof of, Mandatory Machinery Tool and Plant as per Schedule F (Clause18 of GCC )",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The contractor should have completed the Bituminous work not less than 40 percent of estimated cost,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 16,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HP.PWD employees related to him (General Rule No.14),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
