Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,28-Oct-2021 07:35 PM,02-Nov-2021 11:30 AM,techsummary_78345.pdf (206.55 KB),Technical,BOS,Jeet Singh Thakur,28-Oct-2021 07:01 PM,technical_78345.pdf,1.0,237615.0,Kartik Thakur,23-Sep-2021 10:32 PM,Accepted-AOC,1st lowest/work awarded,23-Jul-2022 06:21 PM,Finance,BOS,Jeet Singh Thakur,15-Dec-2021 07:13 PM,finance_78345.pdf,BOQ Comparative Chart,ee,Internal,senior assistant superintendent and ae,Jeet Singh Thakur,15-Dec-2021 07:16 PM,finsummary_78345.pdf (241.29 KB),PWD,2021_PWD_52400_10,No.PWC-7521-7620 dated 6-9-2021,Construction of Sahoo parotha road Km. 0/0 to 5/0 (SH Construction of R/wall and formation cutting in Critical reaches at Various RDs),23-Jul-2022,"INR 1,078,731",60.0,Jeet Singh Thakur,23-Jul-2022 06:21 PM,1.12476.pdf (1072.00 KB),Construction of Sahoo parotha road Km. 0/0 to 5/0 (SH Construction of R/wall and formation cutting in Critical reaches at Various RDs),1.0,237615.0,Kartik Thakur,INR,"2,202,700",AOC,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form only online mode through e-payment,1.0,ICICI BANK,500.0,Nil,Nil,No,Construction of Sahoo parotha road Km. 0/0 to 5/0 (SH Construction of R/wall and formation cutting in Critical reaches at Various RDs),Construction of Sahoo parotha road Km. 0/0 to 5/0 (SH Construction of R/wall and formation cutting in Critical reaches at Various RDs),Please refer Tender documents. ,NA ,"13,86,642",Civil Works,NA ,Tender,75.0,60.0,chamba,176310.0,NA ,NA ,NA ,Executive Engineer Chamba Division HPPWD Chamba,No ,No,PWD,No.PWC-7521-7620 dated 6-9-2021,2021_PWD_52400_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"28,000",No,fixed,,Nil,Nil,Executive Engineer Chamba Division HPPWD Chamba,Executive Engineer Chamba Division HPPWD Chamba,18-Sep-2021 10:00 AM,25-Sep-2021 11:30 AM,18-Sep-2021 10:00 AM,24-Sep-2021 05:00 PM,NA ,NA ,18-Sep-2021 10:00 AM,24-Sep-2021 05:00 PM,02-Nov-2021 11:30 AM,AOC
,,,,,,,,,,,,2.0,237093.0,Moti Ram,24-Sep-2021 11:40 AM,Rejected-Finance,2nd lowestt,15-Dec-2021 07:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Earnest Money only online mode through e-payment,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Contractors Registration ( Refer General Rule No.24.3 and as per invitation of bid ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Copy of G.S.T. No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Copy of PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Form HPPWD 7/8,duly signed by the contractor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An affidavit/undertaking that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Detail of Work in hand /ongoing work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Detail of Machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
