EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"48,600",No,fixed,,Executive Engineer Chamba Division HPPWD Chamba,Chamba,Annual Maintenance on Chamba Saroo road Km. 6/0 to 7/0 for the year 2021-22,Annual Maintenance on Chamba Saroo road Km. 6/0 to 7/0 for the year 2021-22,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,75.0,30.0,Chamba,176310.0,NA ,NA ,NA ,Executive Engineer Chamba Division HPPWD. Chamba,No ,No,Executive Engineer Chamba Division HPPWD. Chamba,Executive Engineer Chamba Division HPPWD. Chamba,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form,PWD,No.PWC-WA- 15068-15167 dated 4.03.2021,2021_PWD_45500_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,12-Mar-2021 06:55 PM,20-Mar-2021 11:30 AM,12-Mar-2021 06:55 PM,19-Mar-2021 05:00 PM,NA ,NA ,12-Mar-2021 06:55 PM,19-Mar-2021 05:00 PM,26-Mar-2021 11:30 AM,1.0,DD - Demand Draft,1.0,Corrigendum.,Fee,,500.0,Executive Engineer Chamba Division HPPWD Chamba,Chamba,No,AOC,Executive Engineer,Internal,Assistant Engineer Superintendent and senior assistant,Jeet Singh Thakur,24-Mar-2021 06:52 PM,26-Mar-2021 11:30 AM,techsummary_68459.pdf (770.86 KB),PWD,2021_PWD_45500_1,No.PWC-WA- 15068-15167 dated 4.03.2021,Annual Maintenance on Chamba Saroo road Km. 6/0 to 7/0 for the year 2021-22,19-Jul-2022,"INR 2,419,579",30.0,Jeet Singh Thakur,19-Jul-2022 07:18 PM,08.126336.pdf (709.00 KB),Annual Maintenance on Chamba Saroo road Km. 6/0 to 7/0 for the year 2021-22,EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,07-Jul-2022 07:44 PM,finsummary_68459.pdf (180.20 KB),1.0,204320.0,Avinash Dhiman,19-Mar-2021 11:59 AM,Rejected-Finance,being 2nd lowest,07-Jul-2022 07:44 PM,Technical,BOS,Jeet Singh Thakur,24-Mar-2021 06:49 PM,technical_68459.pdf,Finance,BOS,Jeet Singh Thakur,07-Jul-2022 07:41 PM,finance_68459.pdf,BOQ Comparative Chart,1.0,204236.0,Surinder Pal Dhall,INR,"2,514,808",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,204236.0,Surinder Pal Dhall,18-Mar-2021 05:23 PM,Accepted-AOC,work awarded/completed,19-Jul-2022 07:18 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of G.S.T. No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form HPPWD 7/8 ,duly signed by the contractor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit/undertaking that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual Turnover in last five year years from CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Own Hot Mix Plant, Paver Finisher and road Roller documentary proof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of technical staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done at least one similar work of forty percent of the estimated value of work (without L.D.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
