Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP),350.0,EE Paonta Sahib,Paonta Sahib,Yes,14-Feb-2020 04:30 PM,04-Mar-2020 11:30 AM,14-Feb-2020 05:00 PM,03-Mar-2020 05:00 PM,NA ,NA ,14-Feb-2020 05:00 PM,03-Mar-2020 05:00 PM,19-Mar-2020 03:00 PM,"Periodical renewal on link road to village Kanshipur km 0/0 to 0/900 (SH Providing and laying G-III for repair to pot holes, 30 mm thick bituminous concrete,and P/L kilometrage stone in km 0/0 to 0/900 ) under AMP for the year 2020-21 HP1001VR","Periodical renewal on link road to village Kanshipur km 0/0 to 0/900 (SH Providing and laying G-III for repair to pot holes, 30 mm thick bituminous concrete,and P/L kilometrage stone in km 0/0 to 0/900 ) under AMP for the year 2020-21 HP1001VR",Please refer tender document. ,NA ,"7,40,134",Civil Works - Roads,NA ,Tender,90.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,"14,800",Yes,fixed,,EE Paonta Sahib,Paonta Sahib,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,PWD,CB/Tender/2019-20-8463-8512 dated 05.02.2020,2020_PWD_34999_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,1.0,152158.0,Budh Raj Singh,03-Mar-2020 10:36 AM,Rejected-Finance,L2,20-Jul-2020 03:41 PM,Technical,Summary,Dalip Singh Tomar,19-Mar-2020 11:42 AM,technical_51371.pdf,1.0,152114.0,Chanana Cont. Works,INR,"854,896",Finance,Fin Bid Opening Summary,Dalip Singh Tomar,20-Jul-2020 03:39 PM,finance_51371.pdf,BOQ Comparative Chart,PWD,2020_PWD_34999_3,CB/Tender/2019-20-8463-8512 dated 05.02.2020,"Periodical renewal on link road to village Kanshipur km 0/0 to 0/900 (SH Providing and laying G-III for repair to pot holes, 30 mm thick bituminous concrete,and P/L kilometrage stone in km 0/0 to 0/900 ) under AMP for the year 2020-21 HP1001VR",Er. R.K. Dhiman,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,19-Mar-2020 12:44 PM,19-Mar-2020 03:00 PM,techsummary_51371.pdf (1037.52 KB),Er. R.K. Dhiman,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,20-Jul-2020 03:41 PM,finsummary_51371.pdf (423.32 KB),20-Jul-2020,"INR 740,134",90.0,Dalip Singh Tomar,20-Jul-2020 03:42 PM,aoc.pdf (1448.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,,,,,,,,,,,,,,,AOC,2.0,152114.0,Chanana Cont. Works,02-Mar-2020 11:48 PM,Accepted-AOC,L1,20-Jul-2020 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of 40 percent work done certificate for similar nature of work,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity/C.A. annual report.,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.6.19Ref.Cl- No.18 i.e.R.C,purchase bills,ownership/Affidavit hire",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
