S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,BG - Bank Guarantee,"1,500",EE B and R Division HPPWD Solan,EE Solan,No,AMP for the Year 2020 of Chail Gaura road Km0/0 to 29/0,SH providing and laying renwal coat by providing Bitumenous concrete in Km1/570 to 4/500 including road marking,Please refer Tender documents. ,NA ,"34,02,060",Civil Works,NA ,Tender,90.0,60.0,Solan,173212.0,NA ,NA ,NA ,Solan,No ,No,15-Feb-2020 10:00 AM,29-Feb-2020 11:00 AM,15-Feb-2020 10:00 AM,29-Feb-2020 10:30 AM,NA ,NA ,15-Feb-2020 10:00 AM,29-Feb-2020 10:30 AM,03-Mar-2020 11:35 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender and erenest money indicate in Schedule F,PWD,16203-10 dated 04.02.2020 Chail Gaura road Km0/0,2020_PWD_35088_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"58,550",No,fixed,,EE B and R Division HPPWD Solan,EE Solan,EE Band R Division HPPWD Solan,EE Solan,AOC,PWD,2020_PWD_35088_1,16203-10 dated 04.02.2020 Chail Gaura road Km0/0,AMP for the Year 2020 of Chail Gaura road Km0/0 to 29/0,Er Arvind Sharma EE B and Solan,Internal,Shri Deepak Anand Senior DAO Solan Shri Hemder Sharma HDM and Smt Rekha Kashyap Supdt Grade II PMGSY,Arvind Kumar,03-Mar-2020 11:28 AM,03-Mar-2020 11:35 AM,techsummary_51448.pdf (35.16 KB),ER Arvind Sharma EE B and R Solan,Internal,Shri Deepak Anand Senior DAO Solan Shri Hemender Sharma HDM and Smt Rekha Kashyap Supdt Grade II PMGSY,Arvind Kumar,27-Jul-2020 04:16 PM,finsummary_51448.pdf (195.86 KB),27-Jul-2020,"INR 4,303,415",60.0,Arvind Kumar,27-Jul-2020 04:17 PM,Award.pdf (380.00 KB),AMP for the Year 2020 of Chail Gaura road Km0/0 to 29/0,1.0,150776.0,naresh vij govt contractor,INR,"4,303,415",Finance,financial summary,Arvind Kumar,04-Mar-2020 11:08 AM,finance_51448.pdf,BOQ Comparative Chart,1.0,150776.0,naresh vij govt contractor,27-Feb-2020 07:38 PM,Accepted-AOC,Ok,27-Jul-2020 04:18 PM,Technical,Technical bid opening summary,Arvind Kumar,03-Mar-2020 10:35 AM,None,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registraiton reffer general rules No 23,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,151388.0,PAWAN SHARMA,27-Feb-2020 09:15 PM,Rejected-AOC,Ok,27-Jul-2020 04:18 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registraton refer general rules no 21,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,work done certifidcate and work in hand certificate refer in general rules No 19 schedule F Note wor,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machenery, tool plant shown in schedule F with refeerence to clause 18 Affidavit",,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,affdavits of correctness of all the documents are submitted is true by the Contractor,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor should have to submit the proof of EPF as mentioned in SBD Clause 25 A,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done condition one similar nature of work not less than 40 percent of the estimated cost,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No.8 of SBD,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
