Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),500.0,EE Chopal,Chopal,No,PWD,PW.CHD.CB-E-9/2018 13974-14073 DT 4.2.19,2019_PWD_27957_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,28-Feb-2019 03:00 PM,08-Mar-2019 11:30 AM,28-Feb-2019 03:00 PM,06-Mar-2019 05:00 PM,NA ,NA ,28-Feb-2019 03:00 PM,06-Mar-2019 05:00 PM,24-Jun-2019 12:00 PM,EE Chopal,HPPWD CHOPAL,1.0,DD - Demand Draft,C/O Lastadhar to Jhari road Km0/0 to 2/0,SH Formation Cutting between KM.RDs. 1/600 to 2/0,Please refer Tender documents. ,NA ,"3,91,849",Civil Works - Roads,NA ,Tender,120.0,180.0,Chopal,171211.0,NA ,NA ,NA ,Chopal,No ,No,"6,000",No,fixed,,EE Chopal,Chopal,AOC,Er KS Pal,Internal,Suptt DOA DHD TA,Kamal Singh Pal,24-Jun-2019 11:43 AM,24-Jun-2019 12:00 PM,techsummary_39976.pdf (232.97 KB),PWD,2019_PWD_27957_1,PW.CHD.CB-E-9/2018 13974-14073 DT 4.2.19,C/O Lastadhar to Jhari road Km0/0 to 2/0,27-Jul-2020,"INR 507,397",180.0,Yogesh Sharma,27-Jul-2020 03:18 PM,55.pdf (187.00 KB),AOC,Er JC Kanungo,Internal,Er JC Kanungo Suptt DAO DHD TA,Yogesh Sharma,27-Jul-2020 03:15 PM,finsummary_39976.pdf (17.99 KB),1.0,117308.0,Govind Singh,06-Mar-2019 10:43 AM,Accepted-AOC,Accepted,27-Jul-2020 03:19 PM,Technical,Bid Opening Summary,Kamal Singh Pal,24-Jun-2019 11:28 AM,technical_39976.pdf,Finance,Bid Opening Summary,Yogesh Sharma,24-Jul-2020 12:04 PM,finance_39976.pdf,BOQ Comparative Chart,1.0,117308.0,Govind Singh,INR,"507,397",AOC
,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,117316.0,HEMANT CHAUHAN,06-Mar-2019 11:56 AM,Rejected-Technical,Non Responsive,24-Jun-2019 11:43 AM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,117393.0,HPPWD,06-Mar-2019 04:47 PM,Rejected-Technical,Non Responsive,24-Jun-2019 11:43 AM,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,117281.0,HP PWD,05-Mar-2019 10:48 PM,Rejected-Technical,Non Responsive,24-Jun-2019 11:43 AM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work In Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,117364.0,SANJEEV KUMAR GOVT. CONTRACTOR,06-Mar-2019 04:19 PM,Rejected-AOC,Rejected,27-Jul-2020 03:19 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
