S.No,Instrument Type,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,DD - Demand Draft,EE B and R Division Solan,Near New Bus Stand Solan,"8,150",No,fixed,,EE B and R Division HPPWD Solan,EE Solan,1.0,Fee/PreQual/Technical,.pdf,Cost of tender and erenest money indicate in Schedule F,S/R to link road to Vishav Manav Ruhani Kendra Kather Solan Km0/0 to 0/180,Providing and laying interlocking paver block between Km0/0 to 0/110,Please refer Tender documents. ,NA ,"4,05,341",Civil Works,NA ,Tender,90.0,60.0,Solan,173212.0,NA ,NA ,NA ,Solan,No ,No,350.0,EE B and R Division HPPWD Solan,EE Solan,No,PWD,12420-27 dated 26.1.2019 Vishav Manav Ruhani Kendr,2019_PWD_33096_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,04-Dec-2019 01:45 PM,18-Dec-2019 11:00 AM,04-Dec-2019 01:45 PM,18-Dec-2019 10:30 AM,NA ,NA ,04-Dec-2019 01:45 PM,18-Dec-2019 10:30 AM,20-Dec-2019 11:05 AM,AOC,Finance,Financial bid opening summary,Arvind Kumar,20-Dec-2019 12:59 PM,finance_47686.pdf,BOQ Comparative Chart,1.0,140296.0,Mohamad Akram,INR,"485,668.6",1,140260,Arun Sharma,17-Dec-2019 07:54 AM,Rejected-AOC,Ok,27-Jul-2020 05:32 PM,Technical,Technical bid opening summary,Arvind Kumar,19-Dec-2019 01:08 PM,technical_47686.pdf,PWD,2019_PWD_33096_1,12420-27 dated 26.1.2019 Vishav Manav Ruhani Kendr,S/R to link road to Vishav Manav Ruhani Kendra Kather Solan Km0/0 to 0/180,Er Arvind Sharma EE B and R Solan,Internal,Shri DeepaK Anand Senior DAO Solan Shri Haminder Sharma HDM and Smt Rekha Kashyap Supdt Grade II PMGSY,Arvind Kumar,20-Dec-2019 11:02 AM,20-Dec-2019 11:05 AM,techsummary_47686.pdf (35.99 KB),ER Arvind Sharma EE B and R Solan,Internal,Shri Deepak Anand senio DAO Solan Shri Hamender Sharma HDM and Smt Rekha Kashyap Supdt Grade II PMGSY,Arvind Kumar,27-Jul-2020 05:28 PM,finsummary_47686.pdf (34.30 KB),27-Jul-2020,"INR 485,668.6",60.0,Arvind Kumar,27-Jul-2020 05:31 PM,Award.pdf (347.00 KB),S/R to link road to Vishav Manav Ruhani Kendra Kather Solan Km0/0 to 0/180,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,.pdf,Contractors registraiton reffer general rules No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,140642,BHUPENDER SINGH THAKUR,17-Dec-2019 05:50 PM,Rejected-AOC,Ok,27-Jul-2020 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,GST registraton refer general rules no 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,140539,GAURAV BANAL,17-Dec-2019 11:32 AM,Rejected-AOC,Ok,27-Jul-2020 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,"List of machenery, tool plant shown in schedule F with refeerence to clause 18 Affidavit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,140674,HARSH VARDHAN,17-Dec-2019 10:17 PM,Rejected-AOC,Ok,27-Jul-2020 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Form NO8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,140584,Hem Raj,17-Dec-2019 03:16 PM,Rejected-AOC,Ok,27-Jul-2020 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,affdavits of correctness of all the documents are submitted is true by the Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,140296,Mohamad Akram,16-Dec-2019 12:24 PM,Accepted-AOC,Ok,27-Jul-2020 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Contractor should have to submit the proof of EPF as mentioned in SBD Clause 25 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,140605,M/s rachin chaudhary,17-Dec-2019 05:49 PM,Rejected-AOC,Ok,27-Jul-2020 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,140413,rajesh,17-Dec-2019 04:28 PM,Rejected-AOC,Ok,27-Jul-2020 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,140747,suman kumar sharma,18-Dec-2019 02:10 AM,Rejected-AOC,Ok,27-Jul-2020 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,140610,Vikram Thakur,17-Dec-2019 04:24 PM,Rejected-AOC,Ok,27-Jul-2020 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
