Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage
Executive Engineer,Internal,Superintendent G-II DAO DHD Tender Assistant,Rattan Kumar Sharma,29-Jul-2020 11:06 AM,finsummary_56151.pdf (232.41 KB),PWD,2020_PWD_38093_13,980-1030 dated 01.06.2020,C/O Renuka Sataun road km. 0/0 to 13/450,29-Jul-2020,"INR 1,190,001",180.0,Rattan Kumar Sharma,29-Jul-2020 11:08 AM,22.pdf (3039.00 KB),AOC,1.0,165278.0,BHEEM SINGH,INR,"1,059,212",Executive Engineer,Internal,Superintendent G-II HDM DAO,Rattan Kumar Sharma,08-Jul-2020 11:31 AM,08-Jul-2020 11:45 AM,techsummary_56151.pdf (1081.60 KB),Technical,SUMMARY,Rattan Kumar Sharma,02-Jul-2020 10:27 AM,technical_56151.pdf,1.0,165136.0,AJAY CHAUHAN,28-Jun-2020 12:54 PM,Rejected-Finance,L5,29-Jul-2020 11:07 AM,Finance,SUMMARY,Rattan Kumar Sharma,15-Jul-2020 11:54 AM,finance_56151.pdf,BOQ Comparative Chart,AOC,PWD,980-1030 dated 01.06.2020,2020_PWD_38093_13,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,C/O Renuka Sataun road km. 0/0 to 13/450,C/O PCC Road side drain in Km. 8/400 to 13/400),Please refer Tender documents. ,NA ,"11,90,001",Civil Works,NA ,Tender,90.0,180.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,"23,800",No,fixed,,"Executive Engineer, HPPWD Division Sangrah",Sangrah,500.0,"Executive Engineer, HPPWD Division Sangrah",Sangrah,No,15-Jun-2020 05:00 PM,30-Jun-2020 11:30 AM,15-Jun-2020 05:00 PM,29-Jun-2020 05:00 PM,NA ,NA ,15-Jun-2020 05:00 PM,29-Jun-2020 05:00 PM,08-Jul-2020 11:45 AM,"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah",1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,26.1. COST OF TENDER,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,165278.0,BHEEM SINGH,29-Jun-2020 03:57 PM,Accepted-AOC,AOC,29-Jul-2020 11:09 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,26.2.EARNEST MONEY,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,165300.0,DALIP SINGH CONTRUCTOR,29-Jun-2020 04:02 PM,Rejected-Finance,L6,29-Jul-2020 11:07 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,26.3.CONTRACTORS REGISTRATION,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,164922.0,Inder Singh,26-Jun-2020 03:01 PM,Rejected-Finance,L2,29-Jul-2020 11:07 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,26.4.GST REGISTRATION,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,165261.0,JAIPAL THAKUR CONTARCTOR,29-Jun-2020 02:57 PM,Rejected-Finance,L3,29-Jul-2020 11:07 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"26.6. LIST OF MACHINERY ,TOOL,PLANT",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,164568.0,Kaku Ram,27-Jun-2020 06:06 PM,Rejected-Finance,L5,29-Jul-2020 11:07 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,26.7. FORM NO 8,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,165234.0,Karan jeet Attri,29-Jun-2020 02:20 PM,Rejected-Finance,L8,29-Jul-2020 11:07 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof to registration under Employees Provident Funds,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,164890.0,Khajan Singh,26-Jun-2020 12:34 PM,Rejected-Finance,L7,29-Jul-2020 11:07 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,AFFIDAVIT REGARDING CORRECTNESS OF BID,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,165251.0,SOHAN SINGH,29-Jun-2020 02:39 PM,Rejected-Finance,L4,29-Jul-2020 11:07 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,UNDERTAKING THAT CONTRACTOR SHOULD NOT HAVE MORE THAN TWO CONTRACTS AT A TIME EACH OF RS. 02.00 LACS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ANY ADDITIONAL INFORMATION MENTIONED IN SCHEDULE D,AOC
