Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,PWD,PW-SNR-CB-E-Tender/19-521-35 dt.13.5.20,2020_PWD_37806_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"1,500",EE Sundernagar,Sundernagar,No,Executive Engineer,Sunder Nagar Division HPPWD Sundernagar.,04-Jun-2020 02:00 PM,18-Jun-2020 11:00 AM,04-Jun-2020 02:00 PM,17-Jun-2020 06:00 PM,NA ,NA ,04-Jun-2020 02:30 PM,17-Jun-2020 06:00 PM,20-Jun-2020 02:30 PM,"52,500",No,fixed,,EE Sundernagar,Sundernagar,1.0,DD - Demand Draft,1.0,Change of Units,Other,,"Balance work for the work C/o CHC Building at Dehar in Tehsil Sundernagar, Distt. Mandi HP.","SH Providing and fixing anodized aluminum work for doors, windows etc.).",As per bid document ,NA ,"29,87,590",Civil Works - Buildings,NA ,Tender,120.0,90.0,In Sundernagar Division,175018.0,NA ,NA ,NA ,O/O Executive Engineer Sunder Nagar Division HPPWD,No ,No,AOC,ER D R Chauhan EE,Internal,ER Hitesh Sharma A.E Dehar Sushil Kumar DAO Gr-I Amar Singh HDM Girja Sharma Supdt Gr-II PMGSY,Chaman Singh,20-Jun-2020 01:36 PM,20-Jun-2020 02:30 PM,techsummary_55716.pdf (5226.29 KB),PWD,2020_PWD_37806_1,PW-SNR-CB-E-Tender/19-521-35 dt.13.5.20,"Balance work for the work C/o CHC Building at Dehar in Tehsil Sundernagar, Distt. Mandi HP.",25-Jul-2020,"INR 3,986,940",90.0,Chaman Singh,25-Jul-2020 04:56 PM,AOCBalworkDehar.pdf (5247.00 KB),AOC issued after negotiation,Superintending Engineer 1st Circle Mandi,Internal,Executive Engineer (D) 1st Circle Mandi Executive Engineer Sundernagar Divn. C.H.D. 1st Circle Supdt Works,Chaman Singh,25-Jul-2020 04:48 PM,finsummary_55716.pdf (5247.40 KB),Finance,FBO Summary,Chaman Singh,01-Jul-2020 02:11 PM,finance_55716.pdf,BOQ Comparative Chart,1.0,162649.0,Parminder Kumar,INR,"4,155,158.75",1.0,162918.0,Jeet Ram,17-Jun-2020 06:24 AM,Rejected-AOC,not found lowest,25-Jul-2020 04:57 PM,Technical,BOS,Chaman Singh,20-Jun-2020 01:28 PM,technical_55716.pdf,AOC
,,.pdf,The earnest money indicated in schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,162649.0,Parminder Kumar,15-Jun-2020 08:29 PM,Accepted-AOC,being lowest,25-Jul-2020 04:57 PM,,,,,,AOC
,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,163082.0,Pawan Kumar,17-Jun-2020 05:11 PM,Rejected-Technical,being non responsive,20-Jun-2020 01:36 PM,,,,,,AOC
,,.pdf,GST registration general rules No. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List of machinery, tool, plant refer schedule F with reference to clause 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
