Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
27-Feb-2020 06:00 PM,12-Mar-2020 11:00 AM,27-Feb-2020 06:00 PM,11-Mar-2020 05:00 PM,NA ,NA ,27-Feb-2020 06:00 PM,11-Mar-2020 05:00 PM,19-Mar-2020 01:15 PM,Annual Surfacing on Banuti Pahal Road via Nehwet km. 0/00 to 16/500,SH Providing and laying 25 mm thick Bituminous Concrete along with providing and laying of Hot Applied Thermoplastic compound 2.50 mm thick for edge line in between km. 0/00 to 1/00 and 9/00 to 11/200) (under approved AMP for the FY- 2020-21),Please refer Tender documents. ,NA ,"24,31,060",Civil Works - Roads,NA ,Tender,120.0,30.0,Dhami,171103.0,NA ,NA ,NA ,SE 4th Circle Shimla,No ,No,500.0,EE Dhami,Dhami,No,"44,000",No,fixed,,EE Dhami,Dhami,PWD,PW.SRDD-CB-CTR-2019-20 20411 DT 14.02.2020,2020_PWD_35707_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,EE Dhami,SHIMLA RURAL DIVISION HPPWD DHAMI,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),AOC,Er. Sudhir Kumar Gupta,Internal,Sh. Ram Swaroop Supdtt. Sh. Prem Raj Meena DAO Sh. Suresh Verma HDM Sh. Ramesh Thakur TA,Sudhir Kumar Gupta,19-Mar-2020 01:02 PM,19-Mar-2020 01:15 PM,techsummary_52434.pdf (237.27 KB),PWD,2020_PWD_35707_2,PW.SRDD-CB-CTR-2019-20 20411 DT 14.02.2020,Annual Surfacing on Banuti Pahal Road via Nehwet km. 0/00 to 16/500,17-Jul-2020,"INR 2,431,060",30.0,Sudhir Kumar Gupta,17-Jul-2020 05:16 PM,2019-35707-2.pdf (226.00 KB),AOC,Er Sudhir Kumar Gupta EE,Internal,ShPremRajMeenDAO ShRamSawaroopSupdt ShSureshKumarVermaHDM,Sudhir Kumar Gupta,17-Jul-2020 05:13 PM,finsummary_52434.pdf (82.00 KB),1.0,154174.0,Atul Sharma,11-Mar-2020 04:52 PM,Rejected-Finance,L2,17-Jul-2020 05:14 PM,Technical,Technical Bid Opening Summary,Sudhir Kumar Gupta,12-Mar-2020 03:58 PM,technical_52434.pdf,1.0,153544.0,Pramod Kumar Sharma,INR,"2,770,244",Finance,Financial Bid Opening Summary,Sudhir Kumar Gupta,19-Mar-2020 01:48 PM,finance_52434.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,The Earnest Money (Indicated In Schedule F),AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,153544.0,Pramod Kumar Sharma,10-Mar-2020 11:28 AM,Accepted-AOC,AWARDED,17-Jul-2020 05:17 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done/ Work In Hand As Per General Rule 19,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
