Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,"35,400",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,400.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,1.0,ICICI BANK,30-May-2020 04:00 PM,19-Jun-2020 11:30 AM,30-May-2020 04:00 PM,19-Jun-2020 11:00 AM,NA ,NA ,30-May-2020 04:00 PM,19-Jun-2020 11:00 AM,30-Jun-2020 12:25 PM,"Providing WSS to PC habitation of various census villages under GP Devka Purla, Nouni and Panjahal (Sain Ki Ser) under Jal Jeevan Mission already approved in Tehsil Nahan","Laying, Jointing and testing of GMS pipe in Distribution System) Job No. I. (JJM)",Please refer Tender documents. ,NA ,"18,53,519",Pipe Laying Works,NA ,Tender,120.0,180.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned in NIT,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",SMR00-Nahan-722/2020-21- 1360-1400 dt 28-05-2020,2020_HPIPH_37660_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,AOC,Dr. Mandeep Gupta EE,Internal,DM HDM EE,Mandeep Gupta,23-Jul-2020 03:34 PM,finsummary_55487.pdf (656.94 KB),"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2020_HPIPH_37660_1,SMR00-Nahan-722/2020-21- 1360-1400 dt 28-05-2020,"Providing WSS to PC habitation of various census villages under GP Devka Purla, Nouni and Panjahal (Sain Ki Ser) under Jal Jeevan Mission already approved in Tehsil Nahan",1.0,163056.0,Prem Singh,INR,"1,602,533",Dr. Mandeep Gupta EE,Internal,TA HDM DAO Supdt EE,Mandeep Gupta,30-Jun-2020 12:19 PM,30-Jun-2020 12:25 PM,techsummary_55487.pdf (183.33 KB),1,162971,Bhaw Singh,19-Jun-2020 10:42 AM,Rejected-Finance,Reject,23-Jul-2020 03:34 PM,Finance,Financial Bid Opening Summary,Mandeep Gupta,30-Jun-2020 02:36 PM,finance_55487.pdf,BOQ Comparative Chart,Technical,Technical Bid opening Summary,Mandeep Gupta,30-Jun-2020 12:14 PM,technical_55487.pdf,23-Jul-2020,"INR 1,853,519",180.0,Mandeep Gupta,23-Jul-2020 03:36 PM,AOC.pdf (657.00 KB),AOC,AOC
,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as mentioned in NIT,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2,162778,deepak,16-Jun-2020 04:33 PM,Rejected-Finance,Reject,23-Jul-2020 03:34 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration in HP Jal Shakti Vibhag as mentioned in NIT,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3,163242,M/S SURENDER NEGI,18-Jun-2020 06:30 PM,Rejected-Finance,Reject,23-Jul-2020 03:34 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of EPF Registration,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,4,163056,Prem Singh,18-Jun-2020 05:11 PM,Accepted-AOC,AOC,23-Jul-2020 03:36 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN Card and GST No.,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,5,163276,Rahul Sharma,18-Jun-2020 08:37 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Jun-2020 12:14 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking Joint Venture is not allowed,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,6,162962,RAVI DUTT CONTRACTOR,17-Jun-2020 12:33 PM,Rejected-Finance,Reject,23-Jul-2020 03:34 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms and condition,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,7,162783,tanushree trader,18-Jun-2020 09:00 PM,Rejected-Finance,Reject,23-Jul-2020 03:34 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,8,163259,Verma Cunstruction,18-Jun-2020 09:18 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Jun-2020 12:14 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,9,163302,Vijay Pal Singh,19-Jun-2020 10:18 AM,Rejected-Finance,Reject,23-Jul-2020 03:34 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,10,163270,Virender Thakur,18-Jun-2020 07:43 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Jun-2020 12:14 PM,,,,,,,,,,,,,,,,,,,AOC
