S.No,Instrument Type,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,DD - Demand Draft,EE Chopal,HPPWD CHOPAL,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),C/o AE Office CUM-Residence building at Nerwa Distt. Shimla H.P.,SH C/o Balance work of Second floor of the Building,Please refer Tender documents. ,NA ,"9,72,952",Civil Works - Buildings,NA ,Tender,120.0,180.0,Chopal,171211.0,NA ,NA ,NA ,Chopal,No ,No,16-Sep-2019 01:30 PM,26-Sep-2019 11:00 AM,16-Sep-2019 01:30 PM,24-Sep-2019 05:00 PM,NA ,NA ,16-Sep-2019 01:30 PM,24-Sep-2019 05:00 PM,06-Dec-2019 04:20 PM,"19,500",No,fixed,,EE Chopal,Chopal,500.0,EE Chopal,Chopal,No,PWD,PW.CHD.CB-E-9/19- 2726-2825 DT 7.8.19,2019_PWD_31526_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,Er KS PAL,Internal,Suptt DAO DHD TA,Kamal Singh Pal,06-Dec-2019 04:16 PM,06-Dec-2019 04:20 PM,techsummary_45399.pdf (225.49 KB),PWD,2019_PWD_31526_3,PW.CHD.CB-E-9/19- 2726-2825 DT 7.8.19,C/o AE Office CUM-Residence building at Nerwa Distt. Shimla H.P.,27-Jul-2020,"INR 1,465,823",180.0,Yogesh Sharma,27-Jul-2020 04:02 PM,56.pdf (787.00 KB),AOC,Er JC Kanungo,Internal,Er JC Kanungo Suptt DAO DHD TA,Yogesh Sharma,27-Jul-2020 03:56 PM,finsummary_45399.pdf (18.00 KB),Finance,Bid Opening Summary,Yogesh Sharma,27-Jul-2020 03:52 PM,finance_45399.pdf,BOQ Comparative Chart,1.0,132171.0,Dinesh Kumar Chauhan,INR,"1,465,823",1.0,132063.0,Bharat Bhushan Govt. Contractor,23-Jul-2024 04:30 PM,Rejected-Technical,Non Responsive,06-Dec-2019 04:16 PM,Technical,Bid Opening Summary,Kamal Singh Pal,05-Dec-2019 12:39 PM,technical_45399.pdf,AOC
2.0,FDR - Fixed Deposit,,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,132171.0,Dinesh Kumar Chauhan,24-Sep-2019 12:48 PM,Accepted-AOC,Accepted,27-Jul-2020 04:03 PM,,,,,,AOC
,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,132082.0,Sunil Potan,24-Sep-2019 03:37 PM,Rejected-AOC,Rejected,27-Jul-2020 04:03 PM,,,,,,AOC
,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,132075.0,Uma Govt Contractor,30-Jul-2024 04:30 PM,Rejected-Technical,Non Responsive,06-Dec-2019 04:16 PM,,,,,,AOC
,,,,,,.pdf,Work In Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
