Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
PWD,980-1030 dated 01.06.2020,2020_PWD_38093_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"11,900",No,fixed,,"Executive Engineer, HPPWD Division Sangrah",Sangrah,1.0,Fee/PreQual/Technical,.pdf,26.1. COST OF TENDER,15-Jun-2020 05:00 PM,30-Jun-2020 11:30 AM,15-Jun-2020 05:00 PM,29-Jun-2020 05:00 PM,NA ,NA ,15-Jun-2020 05:00 PM,29-Jun-2020 05:00 PM,06-Jul-2020 04:00 PM,"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah",A/R and M/O Nahan Dadahu Haripurdhar Road Km. 36/0 to 87/0,P/L interlocking Paver block 80mm thick in Km.67/250 to 67/350),Please refer Tender documents. ,NA ,"5,94,729",Civil Works,NA ,Tender,90.0,180.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,350.0,"Executive Engineer, HPPWD Division Sangrah",Sangrah,No,1.0,DD - Demand Draft,AOC,PWD,2020_PWD_38093_6,980-1030 dated 01.06.2020,A/R and M/O Nahan Dadahu Haripurdhar Road Km. 36/0 to 87/0,Executive Engineer,Internal,Superintendent G-II HDM DAO,Rattan Kumar Sharma,06-Jul-2020 03:34 PM,06-Jul-2020 04:00 PM,techsummary_56139.pdf (557.17 KB),Executive Engineer,Internal,Superintendent G-II DAO DHD Tender Assistant,Rattan Kumar Sharma,29-Jul-2020 11:34 AM,finsummary_56139.pdf (210.00 KB),29-Jul-2020,"INR 594,729",180.0,Rattan Kumar Sharma,29-Jul-2020 11:35 AM,26.pdf (3320.00 KB),AOC,1.0,165216.0,Ankush kumar,29-Jun-2020 01:40 PM,Rejected-Finance,L3,29-Jul-2020 11:34 AM,Technical,SUMMARY,Rattan Kumar Sharma,02-Jul-2020 10:19 AM,technical_56139.pdf,Finance,SUMMARY,Rattan Kumar Sharma,09-Jul-2020 12:25 PM,finance_56139.pdf,BOQ Comparative Chart,1.0,165241.0,Tapender Thakur,INR,"799,449",AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,26.2.EARNEST MONEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,165153.0,BALBIR SINGH,28-Jun-2020 06:07 PM,Rejected-Finance,L2,29-Jul-2020 11:34 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,26.3.CONTRACTORS REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,165241.0,Tapender Thakur,29-Jun-2020 02:26 PM,Accepted-AOC,AOC,29-Jul-2020 11:36 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,26.4.GST REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,"26.6. LIST OF MACHINERY ,TOOL,PLANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,26.7. FORM NO 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof to registration under Employees Provident Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,AFFIDAVIT REGARDING CORRECTNESS OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,UNDERTAKING THAT CONTRACTOR SHOULD NOT HAVE MORE THAN TWO CONTRACTS AT A TIME EACH OF RS. 02.00 LACS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,ANY ADDITIONAL INFORMATION MENTIONED IN SCHEDULE D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
