Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Executive Engineer,EE HP PWD Division Tanda at Nagrota Bagwan,"C/o balance work of Addition/Alteration to Truma Centre in Dr. R.P.G.M. College at Tanda in Distt. Kangra (HP.) (DEPOSIT WORK).(SH -Providing and fixing kota stone, floor tiles, wall tiles, G.I. clip in metal ceiling, painting, WS and SI etc","C/o balance work of Addition/Alteration to Truma Centre in Dr. R.P.G.M. College at Tanda in Distt. Kangra (HP.) (DEPOSIT WORK).(SH -Providing and fixing kota stone, floor tiles, wall tiles, G.I. clip in metal ceiling, painting, WS and SI etc",Please refer Tender documents. ,NA ,"19,97,115",Civil Works - Buildings,NA ,Tender,120.0,90.0,Tanda,176002.0,NA ,NA ,NA ,EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in Shape of DD as per SBD,13-May-2020 05:00 PM,27-May-2020 11:30 AM,13-May-2020 05:00 PM,26-May-2020 05:00 PM,NA ,NA ,13-May-2020 05:00 PM,26-May-2020 05:00 PM,06-Jun-2020 11:30 AM,1.0,DD - Demand Draft,1.0,Corrigendum,Fee,,500.0,Executive Engineer HP PWD Tanda,Kangra,No,"39,950",No,fixed,,Executive Engineer HP PWD Tanda,Tanda at Nagrota Bagwan,PWD,PWD Civil Work -577-607-Tanda,2020_PWD_37120_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,PWD,2020_PWD_37120_2,PWD Civil Work -577-607-Tanda,"C/o balance work of Addition/Alteration to Truma Centre in Dr. R.P.G.M. College at Tanda in Distt. Kangra (HP.) (DEPOSIT WORK).(SH -Providing and fixing kota stone, floor tiles, wall tiles, G.I. clip in metal ceiling, painting, WS and SI etc",Dr Suresh Kumar walia,Internal,Vinay Mehra AE Ashok Kumar TA Ajit Kumar Supdt Suraj Parkash SrDAO,Suresh Kumar Walia,01-Jun-2020 04:59 PM,06-Jun-2020 11:30 AM,techsummary_54741.pdf (793.12 KB),Dr Suresh Kumar walia,Internal,Er JN SHarma AE Ajit Kumar Supdt Gr II Suraj Parkash DAO Ashok Kumar TA,Suresh Kumar Walia,14-Jul-2020 03:49 PM,finsummary_54741.pdf (190.29 KB),14-Jul-2020,"INR 2,261,620",90.0,Suresh Kumar Walia,14-Jul-2020 03:52 PM,Award.pdf (263.00 KB),Award,Finance,Sum1,Suresh Kumar Walia,19-Jun-2020 02:53 PM,finance_54741.pdf,BOQ Comparative Chart,1.0,159412.0,parveen kumar,INR,"2,261,620",1.0,159271.0,Kulbir Kumar,23-May-2020 01:43 PM,Rejected-AOC,l2,14-Jul-2020 03:53 PM,Technical,Sum,Suresh Kumar Walia,01-Jun-2020 04:56 PM,technical_54741.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money in shape of FDR as per SBD,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,159293.0,PARDEEP KUMAR,26-May-2020 02:35 PM,Rejected-Technical,Not Fulfill criteria,01-Jun-2020 04:59 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,159412.0,parveen kumar,26-May-2020 11:11 AM,Accepted-AOC,l1,14-Jul-2020 03:53 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,158980.0,Saini,20-May-2020 10:53 AM,Rejected-Technical,Not Fulfill criteria,01-Jun-2020 04:59 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking no arbitration/litigation with PWD in pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
