Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
07-Jul-2020,"INR 641,339",90.0,Dalip Singh Tomar,07-Jul-2020 04:49 PM,aoc.pdf (1124.00 KB),AOC,Er. R. K. Dhiman,Internal,"Sh. Inder Singh Sr. Asstt., Sh. Saran Singh Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,07-Jul-2020 04:47 PM,finsummary_46709.pdf (409.12 KB),Er.R.K.Dhiman,Internal,"Sh. Inder Singh Sr. Asstt., Sh. Saran Singh Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,25-Nov-2019 03:40 PM,26-Nov-2019 11:00 AM,techsummary_46709.pdf (826.73 KB),PWD,2019_PWD_32475_1,tender/2019-20-4213-63 dated 28.10.2019,Annual maintenance plan on Surajpur Kiarda via Santoshgarh road km. 0/0 to 5/600 (SH P/L wet mix macadam to repair pot holes and 20mm.thick premix carpet and seal coat in km. 3/0 to 4/0) for the year 2019-20.,Finance,Summary,Dalip Singh Tomar,07-Jul-2020 04:42 PM,finance_46709.pdf,BOQ Comparative Chart,1.0,136402.0,Manoj Chawla,INR,"787,516",Technical,Bid Opening Summary,Dalip Singh Tomar,25-Nov-2019 03:27 PM,technical_46709.pdf,1.0,136492.0,Budh Raj Singh,16-Nov-2019 04:59 PM,Rejected-Finance,L5,07-Jul-2020 04:47 PM,AOC,"13,000",Yes,fixed,,EE Paonta Sahib,Paonta Sahib,PWD,tender/2019-20-4213-63 dated 28.10.2019,2019_PWD_32475_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP)173025,1.0,DD - Demand Draft,350.0,EE Paonta Sahib,Paonta Sahib,Yes,06-Nov-2019 04:30 PM,18-Nov-2019 11:30 AM,06-Nov-2019 05:00 PM,16-Nov-2019 05:00 PM,NA ,NA ,06-Nov-2019 05:00 PM,16-Nov-2019 05:00 PM,26-Nov-2019 11:00 AM,Annual maintenance plan on Surajpur Kiarda via Santoshgarh road km. 0/0 to 5/600 (SH P/L wet mix macadam to repair pot holes and 20mm.thick premix carpet and seal coat in km. 3/0 to 4/0) for the year 2019-20.,Annual maintenance plan on Surajpur Kiarda via Santoshgarh road km. 0/0 to 5/600 (SH P/L wet mix macadam to repair pot holes and 20mm.thick premix carpet and seal coat in km. 3/0 to 4/0) for the year 2019-20.,Please refer tender document ,NA ,"6,41,339",Civil Works - Roads,NA ,Tender,60.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,136402.0,Manoj Chawla,15-Nov-2019 09:04 PM,Accepted-AOC,L1,07-Jul-2020 04:50 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,136396.0,Randhir Singh,15-Nov-2019 06:55 PM,Rejected-Finance,L2,07-Jul-2020 04:47 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,136389.0,RANJEET SINGH,15-Nov-2019 06:08 PM,Rejected-Finance,L3,07-Jul-2020 04:47 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,136485.0,Rashid Ali Civil Contractor,16-Nov-2019 04:17 PM,Rejected-Finance,L4,07-Jul-2020 04:47 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.6.19Ref.Cl- No.18 i.e.R.C, purchase bills,ownership/Affidavit hire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him gen. Rule sr.no.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
