EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"25,350",No,fixed,,EE Nurpur,Nurpur,C/O missing CD Khajjan Jatoi Aund Road kms 0/0 to 6/200,C/O 6.00 mtr. span RCC slab culvert at RD 5/155 including both side approaches.,Please refer Tender documents. ,NA ,"12,66,081",Civil Works - Roads,NA ,Tender,120.0,90.0,Nurpur,176202.0,NA ,NA ,NA ,Nurpur,No ,No,09-Dec-2019 11:30 AM,28-Dec-2019 11:30 AM,09-Dec-2019 11:30 AM,27-Dec-2019 04:00 PM,09-Dec-2019 11:30 AM ,27-Dec-2019 04:00 PM ,09-Dec-2019 11:30 AM,27-Dec-2019 04:00 PM,30-Dec-2019 02:25 PM,500.0,EE Nurpur,Nurpur,No,Executive Engineer,Nurpur Division HP.PWD. Nurpur,1.0,Corrigendum,Date,,1.0,DD - Demand Draft,PWD,No.PWN/GA/E-27/19-20-6098-6103 dt.22/11/2019,2019_PWD_32929_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender cost,AOC,1,140363,ABHINAV MAHAJAN,16-Dec-2019 03:32 PM,Rejected-AOC,qualified,30-Jul-2020 12:13 PM,Technical,Bid opening summary,Dinesh Kumar Dhiman,30-Dec-2019 01:22 PM,technical_47635.pdf,1.0,142728.0,CHAIN SINGH,INR,"1,138,494",Finance,Award letter,Dinesh Kumar Dhiman,29-Jan-2020 11:42 AM,finance_47635.pdf,BOQ Comparative Chart,Er. DK Dhiman,Internal,"GA, DHD",Dinesh Kumar Dhiman,30-Dec-2019 02:20 PM,30-Dec-2019 02:25 PM,techsummary_47635.pdf (141.31 KB),PWD,2019_PWD_32929_5,No.PWN/GA/E-27/19-20-6098-6103 dt.22/11/2019,C/O missing CD Khajjan Jatoi Aund Road kms 0/0 to 6/200,30-Jul-2020,"INR 1,138,494",90.0,Dinesh Kumar Dhiman,30-Jul-2020 12:12 PM,Jatoli.pdf (189.00 KB),AOC,Er. DK Dhiman,Internal,GA,Dinesh Kumar Dhiman,30-Jul-2020 12:07 PM,finsummary_47635.pdf (188.64 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,.pdf,Earnest money,AOC,2,142728,CHAIN SINGH,27-Dec-2019 03:43 PM,Accepted-AOC,qualified,30-Jul-2020 12:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Enlistment as Contractor,AOC,3,142615,MANGAL SINGH GOVT. CONTRACTOR,26-Dec-2019 06:27 PM,Rejected-AOC,qualified,30-Jul-2020 12:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The bidder participating for the Sl.No.8 and 9 as per NIT should be the owner of plant and paver.,AOC,4,142643,MUKESH KUMAR,27-Dec-2019 09:37 AM,Rejected-AOC,qualified,30-Jul-2020 12:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,AOC,5,142669,NARENDER SINGH,27-Dec-2019 12:18 PM,Rejected-AOC,qualified,30-Jul-2020 12:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,142660,NARESH KATOCH,27-Dec-2019 11:42 AM,Rejected-AOC,qualified,30-Jul-2020 12:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,142717,PANKAJ MAHAJAN,27-Dec-2019 02:58 PM,Rejected-AOC,qualified,30-Jul-2020 12:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,142729,Rajeshwar Singh,27-Dec-2019 03:51 PM,Rejected-AOC,qualified,30-Jul-2020 12:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,142606,RAKESH PATHANIA,26-Dec-2019 05:41 PM,Rejected-AOC,qualified,30-Jul-2020 12:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,142282,SANDEEP CHAHAL,24-Dec-2019 02:17 PM,Rejected-AOC,qualified,30-Jul-2020 12:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
