Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,"83,500",Yes,fixed,,EE Paonta Sahib,Paonta Sahib,25-Feb-2020 04:30 PM,04-Mar-2020 11:30 AM,25-Feb-2020 05:00 PM,03-Mar-2020 05:00 PM,NA ,NA ,25-Feb-2020 05:00 PM,03-Mar-2020 05:00 PM,19-Mar-2020 03:00 PM,Periodical renewal on various link roads of Bhagani section Sub Division No. II Paonta Sahib under Annual Maintenance Plan for the year 2020-21.(SH Repair of pot holes by providing and laying WBM G-III correction layer and 30 mm bituminous concrete,Periodical renewal on various link roads of Bhagani section Sub Division No. II Paonta Sahib under Annual Maintenance Plan for the year 2020-21.(SH Repair of pot holes by providing and laying WBM G-III correction layer and 30 mm bituminous concrete,Please refer tender document. ,NA ,"50,49,116",Civil Works - Roads,NA ,Tender,90.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,PWD,CB/Tender/2019-20-8463-8512 dated 05.02.2020,2020_PWD_34999_18,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"2,000",EE Paonta Sahib,Paonta Sahib,Yes,1.0,DD - Demand Draft,1.0,Corrigendum,Other,,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP),AOC,1.0,152105.0,Chanana Cont. Works,INR,"5,838,532",20-Jul-2020,"INR 5,049,116",90.0,Dalip Singh Tomar,20-Jul-2020 04:09 PM,aoc.pdf (1372.00 KB),AOC,PWD,2020_PWD_34999_18,CB/Tender/2019-20-8463-8512 dated 05.02.2020,Periodical renewal on various link roads of Bhagani section Sub Division No. II Paonta Sahib under Annual Maintenance Plan for the year 2020-21.(SH Repair of pot holes by providing and laying WBM G-III correction layer and 30 mm bituminous concrete,Er. R.K. Dhiman,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,20-Jul-2020 04:07 PM,finsummary_52176.pdf (405.50 KB),Finance,Fin Bid Opening Summary,Dalip Singh Tomar,20-Jul-2020 04:05 PM,finance_52176.pdf,BOQ Comparative Chart,1.0,152105.0,Chanana Cont. Works,02-Mar-2020 11:15 PM,Accepted-AOC,L1,20-Jul-2020 04:09 PM,Er. R.K. Dhiman,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,19-Mar-2020 01:20 PM,19-Mar-2020 03:00 PM,techsummary_52176.pdf (1101.82 KB),Technical,Summary,Dalip Singh Tomar,19-Mar-2020 11:58 AM,technical_52176.pdf,AOC
,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,152079.0,Rashid Ali Civil Contractor,02-Mar-2020 07:02 PM,Rejected-Finance,L2,20-Jul-2020 04:08 PM,,,,,,,,,,,,,AOC
,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Scanned copy of 40 percent work done certificate for similar nature of work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Bidding Capacity/C.A. annual report.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Machinery as per schedule F Sr.No.6.19Ref.Cl- No.18 i.e.R.C,purchase bills,ownership/Affidavit hire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
