EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"5,00,000",No,fixed,,EE Bharwain,PNB at Amb,1.0,Change of date,Date,,"5,000",EE Bharwain,PNB at Amb,No,Executive Engineer,Division HPPWD Bharwain,PWD,Samnoli bye Pass road Under Bharwain Divn.,2020_PWD_34077_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Widening strengthening and improvement of geometrics of Samnoli Bye Pass from Km 00 to 3100 SH Earth work site clearance sub base course and base course non bituminous base and surface coursesbituminous cement concrete pavement PCC side,Widening strengthening and improvement of geometrics of Samnoli Bye Pass from Km 00 to 3100 SH Earth work site clearance sub base course and base course non bituminous base and surface coursesbituminous cement concrete pavement PCC side,as per tender documents ,NA ,"6,69,68,556",Civil Works,Road ,Tender,120.0,365.0,Bharwain,177109.0,NA ,NA ,NA ,Bharwain,No ,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of form as indicated in scheduled (F),15-Jan-2020 06:00 PM,28-Jan-2020 11:30 AM,15-Jan-2020 06:00 PM,27-Jan-2020 06:00 PM,NA ,NA ,15-Jan-2020 06:00 PM,27-Jan-2020 06:00 PM,14-Feb-2020 11:30 AM,AOC,Er.H.L. Sharma,Internal,Summary attached,Baldev Singh,11-Feb-2020 12:10 PM,14-Feb-2020 11:30 AM,techsummary_49485.pdf (808.06 KB),PWD,2020_PWD_34077_1,Samnoli bye Pass road Under Bharwain Divn.,Widening strengthening and improvement of geometrics of Samnoli Bye Pass from Km 00 to 3100 SH Earth work site clearance sub base course and base course non bituminous base and surface coursesbituminous cement concrete pavement PCC side,02-Jul-2020,"INR 65,968,556",545.0,Harbans Lal Sharma,02-Jul-2020 12:58 PM,2506-14dated12062020.PDF (609.00 KB),Award Latter No. 2506-14 dated 12-06-2020,Er.H.L. Sharma,Internal,Proceeding attached,Harbans Lal Sharma,15-Feb-2020 04:11 PM,finsummary_49485.pdf (205.98 KB),Finance,Financial proceeding attached,Harbans Lal Sharma,15-Feb-2020 03:55 PM,finance_49485.pdf,BOQ Comparative Chart,1.0,146081.0,ANS Constructions Ltd,INR,"64,959,492",1.0,146081.0,ANS Constructions Ltd,27-Jan-2020 02:18 PM,Accepted-AOC,L-1,02-Jul-2020 12:58 PM,Technical,Technical summary attached,Baldev Singh,11-Feb-2020 12:06 PM,technical_49485.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Contractors registration (General Rule No. 23),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,145640.0,Kamal Kumar,18-Jan-2020 05:54 PM,Rejected-AOC,L-2,02-Jul-2020 12:58 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money ( as indicated in scheduled F),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,146772.0,M/S CHANAN SINGH AND CO.,27-Jan-2020 01:27 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Feb-2020 12:06 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration Number and latest return copy attached / GST Registration Number and latest return,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,146741.0,M/s Satish Kumar Sharma,27-Jan-2020 05:09 PM,Rejected-Technical,consolidated 5 year balance sheet not uploaded,11-Feb-2020 12:10 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work certificate General Rule No.19 (Shown in scheduled F),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate General Rule No.19 (Shown in scheduled F),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit reg. (i) information furnished is true and correct (ii) as per Bid capacity,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit regarding machinery along with proof of machinery, if hired legal tie up duly signed by bo",,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding Technical staff along with proof.,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor should submit undertaking to the effect that he should execute thework with hot mix plant,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of equipments (Indicated in schedule-F),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit reg. list of both Gazetted officer and NGO serving in HPPWD employee and related to him,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Balance Sheet/ Profit Loss Statements duly signed by the Charted Accountant.,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An undertaking that the site has been visited by him before submission of bid.,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidder likes to be provide.,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number.,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no 7 and 8 duly signed.,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no litigation,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
