Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
500.0,EE Kasauli,Kasauli,No,Imrpvemet of road NCAP multi time iner to clear 102 cities road from Kalka Kasauli road in km 1/0 to 3/0,Imrpvemet of road NCAP multi time iner to clear 102 cities road from Kalka Kasauli road in km 1/0 to 3/0 SH P/L interlocking paver block at km 1/0 to 2/0 and repair of drain km 1/0 to 2/0,Please refer Tender documents. ,NA ,"12,88,486",Civil Works,NA ,Tender,90.0,60.0,Kasauli,173204.0,NA ,NA ,NA ,EE HPPWD Kasauli,No ,No,29-Jan-2020 10:00 AM,14-Feb-2020 11:00 AM,29-Jan-2020 11:00 AM,13-Feb-2020 04:00 PM,NA ,NA ,29-Jan-2020 11:00 AM,13-Feb-2020 04:00 PM,18-Feb-2020 03:40 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F 6.3),"25,800",No,fixed,,EE Kasauli,Kasauli,1.0,DD - Demand Draft,EE HPPWD Kasauli,EE HPPWD Kasauli,PWD,No/Ksli/NIT/19-20-17330-38dt 20/1/20,2020_PWD_34338_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,1.0,148979.0,R B Contructions,INR,"1,779,342",Finance,Financial bid opening summary,Satish Kumar,18-Feb-2020 06:08 PM,finance_50005.pdf,BOQ Comparative Chart,1.0,149050.0,Devinder Kumar,13-Feb-2020 10:24 AM,Accepted-AOC,accepted,15-Jul-2020 05:11 PM,Technical,Bod Opening Summary,Satish Kumar,18-Feb-2020 03:13 PM,technical_50005.pdf,Er Rajesh Kumar,Internal,Er Satish Kumar AE Sh Amar Nath Arora HDM Sh Deepak Walia,Satish Kumar,18-Feb-2020 03:34 PM,18-Feb-2020 03:40 PM,techsummary_50005.pdf (64.85 KB),PWD,2020_PWD_34338_1,No/Ksli/NIT/19-20-17330-38dt 20/1/20,Imrpvemet of road NCAP multi time iner to clear 102 cities road from Kalka Kasauli road in km 1/0 to 3/0,17-Mar-2020,"INR 1,493,600",60.0,Satish Kumar,15-Jul-2020 05:11 PM,AOC635.pdf (339.00 KB),AOC,Er Rajesh kumar,Internal,Er Satish Kumar AE Subathu Sh Amar Nath Arora HDM Sh Deepak Walia Supdt Gr-II,Satish Kumar,18-Feb-2020 06:11 PM,finsummary_50005.pdf (56.20 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (As per schedule F 6.5),,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,AOC,2.0,149050.0,Devinder Kumar,INR,"1,585,275",,,,,,,2.0,149242.0,LALIT VERMA,13-Feb-2020 12:37 PM,Accepted-AOC,accepted,15-Jul-2020 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23 and as per invitation of bid),,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,149095.0,NAND LAL SHARMA,INR,"1,502,754",,,,,,,3.0,149095.0,NAND LAL SHARMA,12-Feb-2020 10:29 PM,Accepted-AOC,accepted,15-Jul-2020 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.19 ).,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,149191.0,VIPIN KUMAR GUPTA,INR,"1,550,675",,,,,,,4.0,148979.0,R B Contructions,11-Feb-2020 02:58 PM,Accepted-AOC,accepted,15-Jul-2020 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,149242.0,LALIT VERMA,INR,"1,493,600",,,,,,,5.0,149191.0,VIPIN KUMAR GUPTA,12-Feb-2020 06:16 PM,Accepted-AOC,accepted,15-Jul-2020 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed (Refer General rule No 26.7).,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
