Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMR00-722- 14621-700 dt 29-02-2020,2020_HPIPH_35883_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,400.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,Providing Sewerage with sewerage treatment plant in Trilokpur SADA Area in Tehsil Nahan Distt. Sirmour HP,"Installation of 1 No. Tubewell at Johron, Drilling, lowering of assembly and development of Tubewell 300mm dia 200 mtrs deep",Please refer Tender documents. ,NA ,"26,89,520",Civil Works,Tubewell ,Tender,120.0,60.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,"48,000",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,03-Mar-2020 06:00 PM,18-Mar-2020 11:30 AM,03-Mar-2020 06:00 PM,18-Mar-2020 11:00 AM,NA ,NA ,03-Mar-2020 06:00 PM,18-Mar-2020 11:00 AM,18-Apr-2020 11:00 AM,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form as per NIT,1.0,ICICI BANK,AOC,Er. J S Chauhan,Internal,CHD AED EED EENahan SUpdt II SE,Mandeep Gupta,23-Jul-2020 03:17 PM,finsummary_52740.pdf (750.88 KB),1.0,155083.0,ABTAR SINGH AND COMPANY,INR,"2,509,656","HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2020_HPIPH_35883_2,NHN-SMR00-722- 14621-700 dt 29-02-2020,Providing Sewerage with sewerage treatment plant in Trilokpur SADA Area in Tehsil Nahan Distt. Sirmour HP,Technical,Technical Bid Summary,Mandeep Gupta,18-Apr-2020 10:42 AM,technical_52740.pdf,Finance,Financial Bid Summary,Mandeep Gupta,22-Apr-2020 11:31 AM,finance_52740.pdf,BOQ Comparative Chart,23-Jul-2020,"INR 2,689,520",60.0,Mandeep Gupta,23-Jul-2020 03:19 PM,AOC.pdf (751.00 KB),Award to Contractor,1.0,155083.0,ABTAR SINGH AND COMPANY,17-Mar-2020 07:42 PM,Accepted-AOC,AOC,23-Jul-2020 03:20 PM,Dr. Mandeep Gupta EE,Internal,TA Supdt HDM DAO EE,Mandeep Gupta,18-Apr-2020 10:54 AM,18-Apr-2020 11:00 AM,techsummary_52740.pdf (103.31 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money as per NIT,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,155301.0,M/S Sharma Enterpirses,17-Mar-2020 09:28 PM,Rejected-Finance,Reject,23-Jul-2020 03:18 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of Registration in Jal Shakti Vibhag as per NIT,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,155344.0,popular pipes,18-Mar-2020 10:37 AM,Rejected-Finance,Reject,23-Jul-2020 03:18 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration as per NIT,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,155485.0,Vats Associates,17-Mar-2020 10:27 PM,Rejected-Finance,Reject,23-Jul-2020 03:18 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking Joint venture is not allowed as per NIT,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN and GST Registration,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,UNderatking carefully study all terms and condition as per NIT,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Experience of same kind of work as per NIT,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
