Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
350.0,EE Nurpur,Nurpur,No,11-Mar-2019 11:30 AM,27-Mar-2019 11:30 AM,11-Mar-2019 11:30 AM,26-Mar-2019 04:00 PM,11-Mar-2019 11:30 AM ,26-Mar-2019 04:00 PM ,11-Mar-2019 11:30 AM,26-Mar-2019 04:00 PM,27-Mar-2019 01:40 PM,"11,450",No,fixed,,EE Nurpur,Nurpur,Executive Engineer,"Nurpur Division, HP.PWD, Nurpur.",1.0,Fee/PreQual/Technical,.pdf,Cost of tender form,Protection work to A.E.Residence at Rehan,C/O G.I.wire crate work to protect the Store and office building L-60 mtr.,Please refer Tender documents. ,NA ,"5,70,928",Civil Works - Roads,NA ,Tender,120.0,30.0,Nurpur,176202.0,NA ,NA ,NA ,Nurpur,No ,No,PWD,No.PWN/CB/GA/E-27/19-10406-16 dt.26/2/19,2019_PWD_28344_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,AOC,PWD,2019_PWD_28344_1,No.PWN/CB/GA/E-27/19-10406-16 dt.26/2/19,Protection work to A.E.Residence at Rehan,DK Dhiman,Internal,Supdt GA DHD DAO,Arun Vashisht,27-Mar-2019 01:35 PM,27-Mar-2019 01:40 PM,techsummary_40640.pdf (178.05 KB),Er. DK Dhiman,Internal,"GA, HDM",Dinesh Kumar Dhiman,30-Jul-2020 01:08 PM,finsummary_40640.pdf (176.33 KB),30-Jul-2020,"INR 494,625",30.0,Dinesh Kumar Dhiman,30-Jul-2020 01:18 PM,crate.pdf (176.00 KB),AOC,Finance,Award Letter,Dinesh Kumar Dhiman,12-Jun-2019 02:42 PM,finance_40640.pdf,BOQ Comparative Chart,1.0,119735.0,TILAK RAJ,INR,"494,625",1,119677,Avinash Kumar,25-Mar-2019 09:18 PM,Rejected-AOC,qualified,30-Jul-2020 01:19 PM,Technical,Bid open summary,Dinesh Kumar Dhiman,27-Mar-2019 01:07 PM,technical_40640.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,118342,BALBIR DOGRA,13-Mar-2019 01:09 PM,Rejected-AOC,qualified,30-Jul-2020 01:19 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of enlistment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,119821,HARDEEP GOVT CONTRACTOR,26-Mar-2019 02:15 PM,Rejected-AOC,qualified,30-Jul-2020 01:19 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,119785,JAKUB DIN GOVT CONTRACTOR,26-Mar-2019 09:02 AM,Rejected-AOC,qualified,30-Jul-2020 01:19 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,119791,Kishore Singh Jamwal (Propertior),26-Mar-2019 10:58 AM,Rejected-AOC,qualified,30-Jul-2020 01:19 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,119814,MANGAL SINGH GOVT. CONTRACTOR,26-Mar-2019 01:53 PM,Rejected-AOC,qualified,30-Jul-2020 01:19 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,119835,MUKESH KUMAR,26-Mar-2019 03:44 PM,Rejected-AOC,qualified,30-Jul-2020 01:19 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,119757,NARENDER SINGH,25-Mar-2019 06:23 PM,Rejected-AOC,qualified,30-Jul-2020 01:19 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,119715,NARESH KATOCH,25-Mar-2019 02:29 PM,Rejected-AOC,qualified,30-Jul-2020 01:19 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,119808,PANKAJ MAHAJAN,26-Mar-2019 01:03 PM,Rejected-AOC,qualified,30-Jul-2020 01:19 PM,,,,,,AOC
