Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
21-Dec-2019 11:00 AM,30-Dec-2019 11:00 AM,21-Dec-2019 11:00 AM,30-Dec-2019 09:00 AM,21-Dec-2019 11:00 AM ,30-Dec-2019 09:00 AM ,21-Dec-2019 11:00 AM,30-Dec-2019 09:00 AM,30-Dec-2019 02:00 PM,C.O 5.7 mtr wide road from Kharela to Krangla Km. 0.000 to 7.500,"(SH Formation cutting of 5.7 mtr. wide, C.O R/wall B.wall, Cross drainage work, C.O katcha drain, C.O essential parapets, P.L kharanja stone soling at various RDs and C.O dumping structure Km. 0.000 to 7.500) Under NABARD RIDF-XXV",Please refer Tender documents. ,NA ,"4,57,49,419",Civil Works - Roads,NA ,Tender,90.0,NA ,Rampur,172001.0,NA ,NA ,NA ,EE Rampur,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (indicated in Schedule F),1.0,DD - Demand Draft,EE Rampur,EE Rampur B and R Division HPPWD Rampur,"5,000",EE Rampur,Rampur,Yes,PWD,PW/RMP/TA/2019-10112-14 dated 26.11.2019,2019_PWD_33507_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"4,90,000",Yes,fixed,,EE Rampur,Rampur,AOC,1.0,142882.0,Daulat Ram Mangat Ram,29-Dec-2019 11:21 AM,Rejected-AOC,third lowest,03-Jul-2020 01:40 PM,Technical,proceeding,Sandeep Sobti,30-Dec-2019 11:38 AM,technical_48311.pdf,1.0,142928.0,Rajiv Negi,INR,"57,366,421",Finance,proceeding,Sandeep Sobti,03-Jul-2020 01:30 PM,None,BOQ Comparative Chart,Er. S.K. Sobti,Internal,DAO Supdt.,Sandeep Sobti,30-Dec-2019 12:50 PM,30-Dec-2019 02:00 PM,techsummary_48311.pdf (385.26 KB),PWD,2019_PWD_33507_1,PW/RMP/TA/2019-10112-14 dated 26.11.2019,C.O 5.7 mtr wide road from Kharela to Krangla Km. 0.000 to 7.500,03-Jul-2020,"INR 45,749,419",540.0,Sandeep Sobti,03-Jul-2020 01:39 PM,Rajivenegi.pdf (737.00 KB),Award letter,Er. S.K. Sobiti,Internal,DAO Supdt.,Sandeep Sobti,03-Jul-2020 01:37 PM,finsummary_48311.pdf (253.61 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (indicated in Schedule F),2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,142928.0,Rajiv Negi,29-Dec-2019 07:01 PM,Accepted-AOC,first lowest,03-Jul-2020 01:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,142890.0,Sachin Sood,30-Dec-2019 08:22 AM,Rejected-AOC,second lowest,03-Jul-2020 01:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T Registration Number (Refer General Rule No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration Number Refer General Rule 25-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate of similar nature (Refer General Rule No 19), Work in hand Certificate (Gen Ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plant along with documentary proof of ownership (Refer Schedule F with ref",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 (Refer General Rule No 26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that the Contractor has not more than two works in hand (Refer General Rule 28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum Turnover for Last Five Years alongwith balance sheet (Refer Schedule D),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand on the Performa mentioned at S.No.19 of Gen. Rules and Directions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Clearance of GST return attested by CA.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
