S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,DD - Demand Draft,17-Jun-2020 06:00 PM,30-Jun-2020 11:00 AM,17-Jun-2020 06:00 PM,29-Jun-2020 04:00 PM,NA ,NA ,17-Jun-2020 06:00 PM,29-Jun-2020 04:00 PM,02-Jul-2020 02:00 PM,A/R and M/O to various Qtrs at Brock Hurst Shimla-2 (SH Repair of Damages PGI/CGI roof in various Block under Sub Division No-VIII shimla,A/R and M/O to various Qtrs at Brock Hurst Shimla-2 (SH Repair of Damages PGI/CGI roof in various Block under Sub Division No-VIII shimla,as per SBD ,NA ,"6,54,725",Civil Works,NA ,Tender,120.0,60.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-I HPPWD Shimla-3,No ,No,350.0,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F 6.3),Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,PWD,SD-I-CTR-Tender/2020-21 2118 dt 2-6-20,2020_PWD_38141_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"13,500",No,fixed,,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,AOC,1.0,165252.0,babu ram,29-Jun-2020 02:43 PM,Rejected-Finance,2nd Lowest,17-Jul-2020 02:38 PM,Technical,Bid opening summary,Pradeep Kumar Bhardwaj,30-Jun-2020 01:37 PM,technical_56245.pdf,1.0,165070.0,RAJINDER KUMAR,INR,"781,144",Finance,Bid opening summary,Pradeep Kumar Bhardwaj,04-Jul-2020 11:31 AM,finance_56245.pdf,BOQ Comparative Chart,ErPardeepKumarBhardwaj,Internal,ShAmarSinghVermaHDMShsurindersonisupdtShSanjeevchauhansrAssistant,Pradeep Kumar Bhardwaj,02-Jul-2020 09:50 AM,02-Jul-2020 02:00 PM,techsummary_56245.pdf (2128.08 KB),PWD,2020_PWD_38141_1,SD-I-CTR-Tender/2020-21 2118 dt 2-6-20,A/R and M/O to various Qtrs at Brock Hurst Shimla-2 (SH Repair of Damages PGI/CGI roof in various Block under Sub Division No-VIII shimla,17-Jul-2020,"INR 654,725",60.0,Pradeep Kumar Bhardwaj,17-Jul-2020 02:40 PM,AOC38141__1.pdf (980.00 KB),AOC,ErPardeepKumarBhardwaj,Internal,ShAmarSinghVermaHDMShManojkumarsupdtShSanjeevchauhansrAssistant,Pradeep Kumar Bhardwaj,17-Jul-2020 02:38 PM,finsummary_56245.pdf (1042.61 KB),AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (As per schedule F 6.5),,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,165227.0,Mitter Dev Sharma,29-Jun-2020 02:02 PM,Rejected-Finance,3rd Lowest,17-Jul-2020 02:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23 and as per invitation of bid),,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,165070.0,RAJINDER KUMAR,27-Jun-2020 05:05 PM,Accepted-AOC,Awarded,17-Jul-2020 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.21),,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.19 ).,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed (Refer General rule No 26.7).,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under Employee Provident Funds and Miscellaneous provision Act. 1952,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
