Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
28-Feb-2020 04:30 PM,12-Mar-2020 11:00 AM,28-Feb-2020 04:30 PM,11-Mar-2020 05:00 PM,NA ,NA ,28-Feb-2020 04:30 PM,11-Mar-2020 05:00 PM,19-Mar-2020 01:20 PM,PWD,PW.SRDD-CB-CTR-2019-20 20411 DT 14.02.2020,2020_PWD_35707_8,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,EE Dhami,SHIMLA RURAL DIVISION HPPWD DHAMI,"23,000",No,fixed,,EE Dhami,Dhami,500.0,EE Dhami,Dhami,No,Construction of verterinary dispansary building at Shakrori Tehsil Suni District Shimla,"SH C/o Building Portion, WS and SI. ,C/o Rain Harvesting Tank, C/O Septic Tank, Site Devolvement and C/O Boundary Wall",Please refer Tender documents. ,NA ,"20,32,656",Civil Works - Buildings,NA ,Tender,120.0,180.0,Dhami,171103.0,NA ,NA ,NA ,SE 4th Circle Shimla,No ,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),AOC,1.0,153975.0,Om electricals,INR,"2,337,909",Finance,Financial Bid Opening Summary,Sudhir Kumar Gupta,19-Mar-2020 01:30 PM,finance_52522.pdf,BOQ Comparative Chart,1.0,154163.0,Ankit Sharma,11-Mar-2020 04:51 PM,Rejected-Finance,L2,18-Jul-2020 12:32 PM,Technical,Technical Bid Opening Summary,Sudhir Kumar Gupta,12-Mar-2020 03:53 PM,technical_52522.pdf,PWD,2020_PWD_35707_8,PW.SRDD-CB-CTR-2019-20 20411 DT 14.02.2020,Construction of verterinary dispansary building at Shakrori Tehsil Suni District Shimla,Er. Sudhir Kumar Gupta,Internal,Sh. Ram Swaroop Supdtt. Sh. Prem Raj Meena DAO Sh. Suresh Verma HDM Sh. Ramesh Thakur TA,Sudhir Kumar Gupta,19-Mar-2020 01:18 PM,19-Mar-2020 01:20 PM,techsummary_52522.pdf (302.98 KB),Er Sudhir Kumar Gupta EE,Internal,ShPremRajMeenDAO ShRamSawaroopSupdt ShSureshKumarVermaHDM,Sudhir Kumar Gupta,18-Jul-2020 12:31 PM,finsummary_52522.pdf (80.26 KB),18-Jul-2020,"INR 2,032,656",180.0,Sudhir Kumar Gupta,18-Jul-2020 12:37 PM,2020-35707-8.pdf (496.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,The Earnest Money (Indicated In Schedule F),AOC,,,,,,,,,,,,2.0,154083.0,KISHORI LAL SHARMA,11-Mar-2020 02:27 PM,Rejected-Technical,Non-Responsive,19-Mar-2020 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),AOC,,,,,,,,,,,,3.0,154128.0,Manishsharma,11-Mar-2020 03:46 PM,Rejected-Finance,L3,18-Jul-2020 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),AOC,,,,,,,,,,,,4.0,153788.0,NOKH RAM SHARMA,09-Mar-2020 11:45 PM,Rejected-Finance,L6,18-Jul-2020 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done/ Work In Hand As Per General Rule 19,AOC,,,,,,,,,,,,5.0,153975.0,Om electricals,11-Mar-2020 04:43 PM,Accepted-AOC,AWARDED,18-Jul-2020 12:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",AOC,,,,,,,,,,,,6.0,154148.0,RAKESH,11-Mar-2020 04:40 PM,Rejected-Technical,Non-Responsive,19-Mar-2020 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),AOC,,,,,,,,,,,,7.0,154130.0,Rakesh Kumar Sharma,11-Mar-2020 04:52 PM,Rejected-Finance,L5,18-Jul-2020 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),AOC,,,,,,,,,,,,8.0,153095.0,VIVEK SHARMA,11-Mar-2020 11:48 AM,Rejected-Finance,L4,18-Jul-2020 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
