S.No,Instrument Type,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,DD - Demand Draft,EE B and R Division HPPWD Solan,Near New Bus Stand Solan,AMP for the Year 2020 for link road to Village Wakna Km0/0 to 2/0 VR,SH providing and laying renewal coat by providing Bitumenous Concrete in Km0/0 to 2/0 including road marking c/o side drain,Please refer Tender documents. ,NA ,"21,21,400",Civil Works,NA ,Tender,90.0,60.0,Solan,173212.0,NA ,NA ,NA ,Solan,No ,No,PWD,16203-10 dated 04.02.2020 AMP Village Wakna Km0/0,2020_PWD_35102_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,15-Feb-2020 01:30 PM,29-Feb-2020 11:00 AM,15-Feb-2020 01:30 PM,29-Feb-2020 10:30 AM,NA ,NA ,15-Feb-2020 01:30 PM,29-Feb-2020 10:30 AM,03-Mar-2020 11:15 AM,"39,350",No,fixed,,EE B and R Division HPPWD Solan,EE Solan,1.0,Fee/PreQual/Technical,.pdf,Cost of tender and erenest money indicate in Schedule F,500.0,EE B and R Division HPPWD Solan,EE Solan,No,AOC,1.0,150789.0,naresh vij govt contractor,INR,"2,677,224",Finance,financial summary,Arvind Kumar,04-Mar-2020 11:13 AM,finance_51466.pdf,BOQ Comparative Chart,1.0,150789.0,naresh vij govt contractor,27-Feb-2020 08:17 PM,Accepted-AOC,L1,27-Jul-2020 03:35 PM,Technical,Technical bid opening summary,Arvind Kumar,03-Mar-2020 10:43 AM,technical_51466.pdf,PWD,2020_PWD_35102_1,16203-10 dated 04.02.2020 AMP Village Wakna Km0/0,AMP for the Year 2020 for link road to Village Wakna Km0/0 to 2/0 VR,ER Arvind Sharma EE B and R Solan,Internal,Shri Deepak Anand Senior DAO Solan Shri Hemeder Sharma HDM and Smt Rekha Kashyap Supdt Grade II PMGSY,Arvind Kumar,03-Mar-2020 11:09 AM,03-Mar-2020 11:15 AM,techsummary_51466.pdf (30.87 KB),ER Arvind Sharma EE B and R Solan,Internal,Shri Deepak Anand Senior DAO Solan Shri Hemender Sharma and Smt Rekha Kashyap Supdt Grade II PMGSY,Arvind Kumar,27-Jul-2020 03:33 PM,finsummary_51466.pdf (233.37 KB),27-Jul-2020,"INR 2,677,224",60.0,Arvind Kumar,27-Jul-2020 03:34 PM,Award.pdf (373.00 KB),AMP for the Year 2020 for link road to Village Wakna Km0/0 to 2/0 VR,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registraiton reffer general rules No 23,,,,,AOC,,,,,,,,,,,,2.0,151399.0,PAWAN SHARMA,28-Feb-2020 10:13 AM,Rejected-AOC,L2,27-Jul-2020 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registraton refer general rules no 21,,,,,AOC,,,,,,,,,,,,3.0,151384.0,shubham construction,27-Feb-2020 09:09 PM,Rejected-Technical,Contractor has not sumit the original EMD and DD at the time of opening of technical bid Hence his bid is declared non responsive by the committee members,03-Mar-2020 11:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,work done certifidcate and work in hand certificate refer in general rules No 19 schedule F Note wor,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machenery, tool plant shown in schedule F with refeerence to clause 18 Affidavit",,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,affdavits of correctness of all the documents are submitted is true by the Contractor,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor should have to submit the proof of EPF as mentioned in SBD Clause 25 A,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done condition one similar nature of work not less than 40 percent of the estimated cost,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no.8 of SBD,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
