S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1,142297,Ally Wired Soft Solutions Pvt. Ltd.,26-Dec-2019 01:04 PM,Rejected-Technical,Not Qualified,24-Jan-2020 11:15 AM,Sr. Environmental Engineer HQ,Internal,"Dr. Manoj Chauhan, PSO, Sh R.K. Chandel, JC, Dr. Gopal Gautam, SM, Sh. Harish Kumar, AC, Sh. Praven Sharmam NIC",GOPAL CHAND GAUTAM,24-Jan-2020 11:15 AM,24-Jan-2020 11:30 AM,techsummary_47652.pdf (1339.64 KB),18-Jul-2020,"INR 1,455,000",180.0,GOPAL CHAND GAUTAM,18-Jul-2020 11:40 AM,workorder.pdf (1135.00 KB),AOC,Technical,Technical BID Opening Summary,Rajinder Kumar Chandel,27-Dec-2019 03:25 PM,technical_47652.pdf,Finance,Financial Bid Opening Summary,Rajinder Kumar Chandel,24-Jan-2020 12:06 PM,finance_47652.pdf,BOQ Comparative Chart,1.0,142253.0,LilySys Solutions Private Limited,INR,"1,455,000",Pollution Control Board Himachal Pradesh,2019_PCBHP_33063_1,HPSPCB/IT/01-C/Computer General/2013-26021,Development of Web Based Application for lodging various pollution related complaints by public and also for disseminating Air Quality Index,Sr. Environmental Engineer,Internal,"Principal Scientific Officer, Joint Controller, System Manager, Assistant Controller",GOPAL CHAND GAUTAM,18-Jul-2020 11:39 AM,finsummary_47652.pdf (163.06 KB),AOC,1.0,DD - Demand Draft,"50,000",Yes,fixed,,"Member Secretary, HPSPCB",Shimla,Pollution Control Board Himachal Pradesh,HPSPCB/IT/01-C/Computer General/2013-26021,2019_PCBHP_33063_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,Development of Web Based Application for lodging various pollution related complaints by public and also for disseminating Air Quality Index,Web Based Application for lodging various pollution related complaints by public and also for disseminating Air Quality Index,Please refer Tender documents. ,NA ,,Computer- S/W,NA ,Tender,180.0,180.0,Shimla,171009.0,Shimla ,"HPSPCB, Him Parivesh, Phase-III New Shimla-171009 ",12-Dec-2019 03:00 PM ,Shimla,No ,No,Member Secretary,"HPSPCB, Him Parivesh, Phase-III New Shimla-171009",1.0,Fee/PreQual/Technical,.pdf,Tender Form Cost and Earnest Money,05-Dec-2019 11:00 AM,27-Dec-2019 03:00 PM,05-Dec-2019 11:00 AM,26-Dec-2019 03:00 PM,05-Dec-2019 11:00 AM ,11-Dec-2019 05:00 PM ,05-Dec-2019 11:00 AM,26-Dec-2019 03:00 PM,24-Jan-2020 11:30 AM,"1,000","Member Secretary, HPSPCB",Shimla,Yes,AOC
2,142531,Anutham Vas Pvt Ltd,26-Dec-2019 02:02 PM,Rejected-Technical,Not Qualified,24-Jan-2020 11:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Annexures I, III, IV, V and VI signed, filled and submitted with technical bid (Document-10-13)",,,,,,,,,,,,,,AOC
3,142090,CSM Technologies Private Limited,26-Dec-2019 12:48 PM,Rejected-Technical,Not Qualified,24-Jan-2020 11:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Documents as prescribed in Selection Criteria from Documents 1-6 duly signed by authorized person,,,,,,,,,,,,,,AOC
4,142269,Drish Infotech Limited,26-Dec-2019 02:10 PM,Rejected-Finance,L-3 BIDDER,18-Jul-2020 11:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CVs of team members to be deployed for the project should be attached with technical bid DOC-9,,,,,,,,,,,,,,AOC
5,142427,Embryo Software Solutions LLP,25-Dec-2019 04:46 PM,Rejected-Technical,Not Qualified,24-Jan-2020 11:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,AOC
6,142510,Knowledge Lens Private Limted,26-Dec-2019 02:16 PM,Rejected-Finance,L-2 BIDDER,18-Jul-2020 11:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,142558,Kreate Technologies LLP,26-Dec-2019 02:32 PM,Rejected-Technical,Not Qualified,24-Jan-2020 11:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,142253,LilySys Solutions Private Limited,26-Dec-2019 02:53 PM,Accepted-AOC,L-1 BIDDER,18-Jul-2020 11:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,142274,Mount Talent Consulting Private Limited,26-Dec-2019 02:57 PM,Rejected-Technical,Not Qualified,24-Jan-2020 11:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,141851,PRAGYAWARE INFORMATICS (P) LTD,26-Dec-2019 02:54 PM,Rejected-Technical,Not Qualified,24-Jan-2020 11:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
