Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Name,Address,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Annual Maintenance Plan (AMP) of Shahpur Sub Division for the year 2020-21 Rural Road Dramman to Dadaman (HP0413VR108) km. 0/0 to 1/0 and 1/0 to 1/280,"(SH- P/L 30mm thick bituminous concrete in km. 0/0 to 1/0, 1/0 to 1/280) and Rural Road Shahpur to Majhiar road (HP0413VR109) km. 0/0 to 1/0 and 1/0 to 1/450 (SH- P/L 30mm thick bituminous concrete in km. 0/0 to 1/0 and 1/0 to 1/450).",Please refer Tender documents. ,NA ,"20,70,744",Civil Works - Roads,NA ,Tender,120.0,30.0,items,176001.0,NA ,NA ,NA ,"Executive Engineer, HP.PWD., Division, Kangra",No ,No,500.0,EE Kangra,Kangra,No,PWD,18679-18728 dt.7.3.2020,2020_PWD_36164_21,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form indicated in schedule-F(Required only National Bank ),19-Mar-2020 10:00 AM,03-Apr-2020 11:30 AM,19-Mar-2020 10:00 AM,03-Apr-2020 11:00 AM,NA ,NA ,19-Mar-2020 10:00 AM,03-Apr-2020 11:00 AM,21-Apr-2020 04:15 PM,"38,600",Yes,fixed,,EE Kangra,Kangra,1.0,FDR - Fixed Deposit,"Executive Engineer, HP.PWD., Division, Kangra","Executive Engineer, HP.PWD., Division, Kangra",AOC,02-Jul-2020,"INR 2,070,744",30.0,Sanjiv Mahajan,02-Jul-2020 04:27 PM,Award.pdf (163.00 KB),AOC,1.0,156616.0,Rakesh Mahajan Govt Contractor,INR,"1,940,706",Sanjiv Mahajan,Internal,"Sh. Santosh Kumar Dyal, DAO (Gr-I), Sh. Jiwan Singh Supdt. Gr-II, Sh. Ajay Kumar Mahajan, HDM",Sanjiv Mahajan,02-Jul-2020 04:26 PM,finsummary_53479.pdf (25.29 KB),PWD,2020_PWD_36164_21,18679-18728 dt.7.3.2020,Annual Maintenance Plan (AMP) of Shahpur Sub Division for the year 2020-21 Rural Road Dramman to Dadaman (HP0413VR108) km. 0/0 to 1/0 and 1/0 to 1/280,Finance,Summary,Sanjiv Mahajan,02-Jul-2020 04:22 PM,finance_53479.pdf,BOQ Comparative Chart,Sanjiv Mahajan,Internal,"Er. Rishi Kumar, A..E Nift, Sh. S.K. Dayal (DAO (Gr-I), Sh. Ajay Kumar Mahajan, HDM, Sh. Jiwan Singh (Supdt.) (Gr-II)",Sanjiv Mahajan,21-Apr-2020 04:12 PM,21-Apr-2020 04:15 PM,techsummary_53479.pdf (76.94 KB),Technical,Summary,Sanjiv Mahajan,21-Apr-2020 04:10 PM,technical_53479.pdf,1.0,156624.0,Navneet Thakur,01-Apr-2020 04:45 PM,Rejected-Finance,Rate higher side,02-Jul-2020 04:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money indicated in schedule-F,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,156616.0,Rakesh Mahajan Govt Contractor,01-Apr-2020 04:04 PM,Accepted-AOC,Award,02-Jul-2020 04:27 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,156657.0,Sushil Sharma,03-Apr-2020 03:55 AM,Rejected-Technical,Non Responsive,21-Apr-2020 04:12 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit it regarding no relative working in department,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,156544.0,VP SHARMA,29-Mar-2020 05:20 PM,Rejected-Finance,Rate higher side,02-Jul-2020 04:26 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of technical staff required as per Clause 36(1(2) and 36(A),,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of litigation case,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate (General Rule No-19) and 28.2b and Sr. No-4 Schedule-D,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool plant shown in schedule-F (Sr. No-6.19) (Refer clause No-18),,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (Refer General Rule No-23),,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (Refer General Rule No-21),,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
