Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
Technical,Bid Opening Summary,Ajay Kumar Soni,19-Feb-2020 12:57 PM,technical_50996.pdf,1,150054,ASHOK KUMAR SHARMA,18-Feb-2020 03:52 PM,Rejected-Finance,L12,08-Jul-2020 02:33 PM,1.0,149640.0,Ram Lal,INR,"1,086,630",Finance,Financial Bid Opening Summary,Ajay Kumar Soni,02-Mar-2020 02:29 PM,finance_50996.pdf,BOQ Comparative Chart,Er Sudhir Kumar Gupta EE,Internal,ShPremRajMeenDAOShRamSawaroopSupdtShSureshKumarVermaHDMShHarishSinghClerk,Sudhir Kumar Gupta,08-Jul-2020 02:32 PM,finsummary_50996.pdf (219.50 KB),08-Jul-2020,"INR 2,392,566",60.0,Sudhir Kumar Gupta,08-Jul-2020 02:39 PM,2019-34776-4.pdf (220.00 KB),AOC,PWD,2020_PWD_34776_4,PW-SRDD-CB- CTR 2019-20- 18751 DT.21.01.2020,Construction of Link from 16-Mile to Sedan (Shakrah) Road km 0/00 to 3/135.,Er. Su8dhir Kumar Gupta,Internal,Sh. Ram Swaroop Supdtt. Sh. Prem Raj Meena DAO Sh. Suresh Verma HDM Sh. Ramesh Thakur TA,Ajay Kumar Soni,02-Mar-2020 01:59 PM,02-Mar-2020 02:05 PM,techsummary_50996.pdf (333.37 KB),AOC,10-Feb-2020 06:00 PM,19-Feb-2020 11:00 AM,10-Feb-2020 06:00 PM,18-Feb-2020 05:00 PM,NA ,NA ,10-Feb-2020 06:00 PM,18-Feb-2020 05:00 PM,02-Mar-2020 02:05 PM,"44,000",No,fixed,,EE Dhami,Dhami,500.0,EE Dhami,Dhami,No,Construction of Link from 16-Mile to Sedan (Shakrah) Road km 0/00 to 3/135.,SH formation Cutting 5/7 metre wide from km 2/565 to 3/135,Please refer Tender documents. ,NA ,"23,92,566",Civil Works - Roads,NA ,Tender,120.0,60.0,DHAMI,171103.0,NA ,NA ,NA ,SE 4th Circle Shimla,No ,No,1.0,DD - Demand Draft,PWD,PW-SRDD-CB- CTR 2019-20- 18751 DT.21.01.2020,2020_PWD_34776_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,EE Dhami,Shimla Rural Division HPPWD Dhami,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),AOC
,,,,,2,149925,Bhoop Ram,17-Feb-2020 11:36 PM,Rejected-Technical,Non-Responsive,02-Mar-2020 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),AOC
,,,,,3,150025,HEM RAJ THAKUR,18-Feb-2020 02:50 PM,Rejected-Finance,L4,08-Jul-2020 02:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),AOC
,,,,,4,149889,Inder Singh Verma,17-Feb-2020 07:19 PM,Rejected-Finance,L11,08-Jul-2020 02:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),AOC
,,,,,5,150052,ISHWAR DASS,18-Feb-2020 03:49 PM,Rejected-Finance,L6,08-Jul-2020 02:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work In Hand As Per General Rule 19,AOC
,,,,,6,149695,KISHOR KUMAR GOVT CONT,15-Feb-2020 06:45 PM,Rejected-Finance,L7,08-Jul-2020 02:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",AOC
,,,,,7,149840,NOKH RAM SHARMA,18-Feb-2020 02:45 PM,Rejected-Finance,L8,08-Jul-2020 02:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),AOC
,,,,,8,149011,Pankaj Sharma,11-Feb-2020 01:02 PM,Rejected-Finance,L2,08-Jul-2020 02:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),AOC
,,,,,9,149640,Ram Lal,15-Feb-2020 01:54 PM,Accepted-AOC,AWARDED,08-Jul-2020 02:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,AOC
,,,,,10,149343,RANJEET SINGH,15-Feb-2020 05:37 PM,Rejected-Finance,L10,08-Jul-2020 02:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),AOC
