Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"2,000","Executive Engineer H.P.PWD., Kangra",Kangra,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form indicated in schedule-F(Required only National Bank ),C/O 4 Nos. Class Rooms (2 Nos. in G.F. and 2 Nos. in F.F.) including stair case Hall and Verandah in Govt. Sr. Sec. School Durgella Tehsil Shahpur Distt. Kangra (HP),(SH- C/O Building portion),Please refer Tender documents. ,NA ,"46,76,987",Civil Works - Buildings,NA ,Tender,120.0,270.0,Work,176001.0,NA ,NA ,NA ,"Executive Engineer, HP.PWD., Division, Kangra",No ,No,PWD,11069-11118 dated 07-11-2019,2019_PWD_33248_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"77,700",No,fixed,,"Executive Engineer H.P.PWD., Kangra",Kangra,"Executive Engineer, HP.PWD., Division, Kangra","Executive Engineer, HP.PWD., Division, Kangra",10-Dec-2019 05:00 PM,24-Dec-2019 11:30 AM,10-Dec-2019 05:00 PM,24-Dec-2019 11:00 AM,NA ,NA ,10-Dec-2019 05:00 PM,24-Dec-2019 11:00 AM,13-Jan-2020 01:00 PM,1.0,FDR - Fixed Deposit,AOC,1.0,142038.0,Vijay Rana,INR,"5,595,294",Finance,Summary,Sanjiv Mahajan,15-Jul-2020 11:36 AM,finance_47899.pdf,BOQ Comparative Chart,1.0,141923.0,ASHOK KUMAR,21-Dec-2019 01:47 PM,Rejected-Finance,Rate higher side,15-Jul-2020 11:40 AM,Technical,Opened,Sanjiv Mahajan,13-Jan-2020 12:52 PM,technical_47899.pdf,Er. Sanjiv Mahajan,Internal,Er. Rishi Kumar A.E. Nift Sh. S.K. Dayal Sr. DAO Sh. Ajay Mahajan Sh. Jiwan Singh Supdt.,Sanjiv Mahajan,13-Jan-2020 12:56 PM,13-Jan-2020 01:00 PM,techsummary_47899.pdf (121.47 KB),PWD,2019_PWD_33248_1,11069-11118 dated 07-11-2019,C/O 4 Nos. Class Rooms (2 Nos. in G.F. and 2 Nos. in F.F.) including stair case Hall and Verandah in Govt. Sr. Sec. School Durgella Tehsil Shahpur Distt. Kangra (HP),15-Jul-2020,"INR 4,676,987",270.0,Sanjiv Mahajan,15-Jul-2020 11:43 AM,Award.pdf (212.00 KB),Award,s,Internal,"Sh. Santosh Kumar, DAO (GR-I, HPPWD Kangra. Sh. Jeevan Singh, Supdt. Gr-II Kangra, Sh. Ajay Kumar Mahajan, HDM",Sanjiv Mahajan,15-Jul-2020 11:39 AM,finsummary_47899.pdf (49.41 KB),AOC
,,,,,,.pdf,Earnest Money indicated in schedule-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,142197.0,RustamSingh Govt Contractor,23-Dec-2019 07:55 PM,Rejected-Finance,Rate higher side,15-Jul-2020 11:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,142038.0,Vijay Rana,22-Dec-2019 03:13 PM,Accepted-AOC,Award,15-Jul-2020 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Affidavit it regarding no relative working in department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Detail of technical staff required as per Clause 36(1(2) and 36(A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Detail of litigation case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Work done and work in hand certificate (General Rule No-19) and 28.2b and Sr. No-4 Schedule-D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,List of machinery tool plant shown in schedule-F (Sr. No-6.19) (Refer clause No-18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Contractor Registration (Refer General Rule No-23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,GST Registration (Refer General Rule No-21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,EPF Number shown in General Rule and Direction 25(A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Affidavit that the contractor has not more than two work in hand within 5th circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
