Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Instrument Type,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
22-Jul-2020,"INR 8,522,359",30.0,Arvind Kumar,22-Jul-2020 04:42 PM,Award.pdf (377.00 KB),AMP for the year 202021 for Jaunaji Dharon Ki Dhar road Km0/0 to 6/720 Under PMGSY,ER Arvind Sharma EE B and R Solan,Internal,Shri Deepak Anand Senior DAO Solan shri Hemender Sharma HDM and Smt Rekha Kashyap Supdt Grade II PMGSY,Arvind Kumar,22-Jul-2020 04:35 PM,finsummary_53483.pdf (29.05 KB),Er Arvind Sharma EE B and R Solan,Internal,Shri Deepak Anand Senior DAO Solan Shri Hemender Sharma HDM and Smt Rekha Kashyap Supdt Grade II PMGSY,Arvind Kumar,12-May-2020 02:14 PM,12-May-2020 02:15 PM,techsummary_53483.pdf (35.72 KB),PWD,2020_PWD_36261_1,17630-37 dated 02.0.2020 AMP Jaunji Dharon Ki Dhar,AMP for the year 202021 for Jaunaji Dharon Ki Dhar road Km0/0 to 6/720 Under PMGSY,Technical,technical bid opening summary,Arvind Kumar,12-May-2020 10:42 AM,technical_53483.pdf,1.0,157072.0,naresh vij govt contractor,21-Apr-2020 10:06 AM,Accepted-AOC,Lowest,22-Jul-2020 04:42 PM,1.0,157072.0,naresh vij govt contractor,INR,"8,522,359",Finance,financial bid opening summary,Arvind Kumar,13-May-2020 02:51 PM,finance_53483.pdf,BOQ Comparative Chart,AOC,"99,000",No,fixed,,EE B and R Division HPPWD Solan,EE Solan,PWD,17630-37 dated 02.0.2020 AMP Jaunji Dharon Ki Dhar,2020_PWD_36261_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"2,000",EE B and R Division HPPWD Solan,EE Solan,No,1.0,opening dates changed,Date,,AMP for the year 202021 for Jaunaji Dharon Ki Dhar road Km0/0 to 6/720 Under PMGSY,SH Providing and laying renewal coat By providing Bitumenous concrete in Km0/0 to 6/720 including road marking,Please refer Tender documents. ,NA ,"67,39,128",Civil Works - Buildings,NA ,Tender,90.0,30.0,Solan,173212.0,NA ,NA ,NA ,Solan,No ,No,14-Mar-2020 01:10 PM,11-May-2020 11:00 AM,14-Mar-2020 01:10 PM,11-May-2020 10:30 AM,NA ,NA ,14-Mar-2020 01:10 PM,11-May-2020 10:30 AM,12-May-2020 02:15 PM,1.0,DD - Demand Draft,EE B and R Division HPPWD Solan,Near New Bus Stand Solan,1.0,Fee/PreQual/Technical,.pdf,Cost of tender and erenest money indicate in Schedule F,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,157073.0,PAWAN SHARMA,21-Apr-2020 10:21 AM,Rejected-AOC,Ok,22-Jul-2020 04:42 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,.pdf,Contractors registraiton reffer general rules No 23,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registraton refer general rules no 21,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,work done certifidcate and work in hand certificate refer in general rules No 19 schedule F,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machenery, tool plant shown in schedule F with refeerence to clause 18",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,affdavits of correctness of all the documents are submitted is true by the Contractor,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8refer in SBD Documents,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor should have to submit the proof of EPF as mentioned in SBD Clause 25 A,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done condition one similar nature of work not less than 40 percent of the estimated cost,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual financial Turn Over last five years from CA for bidding capacity,AOC
