EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"41,900",No,fixed,,Executive Engineer NH Division HPPWD Nahan,Nahan,500.0,Executive Engineer NH Division HPPWD nahan,Nahan,No,15-Jun-2020 04:00 PM,03-Jul-2020 11:00 AM,15-Jun-2020 04:30 PM,02-Jul-2020 11:00 AM,NA ,NA ,15-Jun-2020 04:30 PM,02-Jul-2020 11:00 AM,06-Jul-2020 05:10 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form(Indicated in schedule F),PWD,NIT No. 1231-71 dated 03.06.2020,2020_PWD_38086_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,"Restoration of rain damages on Nahan Do Sarka Sarahan Kumarhatti road Km 0/0 to 78/0 (SH Construction of retaining wall between Km 59/350 to 59/400, 59/420 to 59/435, 75/390 to 75/400 and 55/360 to 55/380) Under FDR","Restoration of rain damages on Nahan Do Sarka Sarahan Kumarhatti road Km 0/0 to 78/0 (SH Construction of retaining wall between Km 59/350 to 59/400, 59/420 to 59/435, 75/390 to 75/400 and 55/360 to 55/380) Under FDR",refer tender document ,NA ,"20,91,102",Civil Works - Highways,NA ,Tender,120.0,60.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,Executive Engineer,Executive Engineer NH Division HPPWD Nahan,AOC,1.0,165653.0,Sarwan Kumar,INR,"1,879,577",Finance,Summary,Anil Kumar Sharma,21-Jul-2020 01:07 PM,finance_56114.pdf,BOQ Comparative Chart,1,165553,AMAN GUPTA,01-Jul-2020 01:48 PM,Rejected-Technical,does not fulfil minimum qualification criteria,06-Jul-2020 05:06 PM,Technical,Summary,Anil Kumar Sharma,06-Jul-2020 05:02 PM,technical_56114.pdf,1.0,Corrigendum,Tender Revocation,06-Jul-2020 04:48 PM,Corrigendum.pdf ,438.33,Technical Opening,Er Anil Kumar,Internal,TA Supttd DHD DAO,Anil Kumar Sharma,06-Jul-2020 05:06 PM,06-Jul-2020 05:10 PM,techsummary_56114.pdf (3032.38 KB),PWD,2020_PWD_38086_1,NIT No. 1231-71 dated 03.06.2020,"Restoration of rain damages on Nahan Do Sarka Sarahan Kumarhatti road Km 0/0 to 78/0 (SH Construction of retaining wall between Km 59/350 to 59/400, 59/420 to 59/435, 75/390 to 75/400 and 55/360 to 55/380) Under FDR",21-Jul-2020,"INR 1,879,577",60.0,Anil Kumar Sharma,21-Jul-2020 01:15 PM,SharwanFDR.pdf (773.00 KB),Award,Er Anil Sharma,Internal,TA Supttd DHD DAO,Anil Kumar Sharma,21-Jul-2020 01:12 PM,finsummary_56114.pdf (489.36 KB),AOC
,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Earnest Money(Indicate in Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,165650,Bhupender Chauhan,02-Jul-2020 08:51 AM,Rejected-Finance,4th lowest,21-Jul-2020 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,165643,Jagmohan Singh,02-Jul-2020 07:11 AM,Rejected-Technical,does not fulfil minimum qualification criteria,06-Jul-2020 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,165590,KAMDHENU ENTERPRISES,01-Jul-2020 10:13 PM,Rejected-Technical,does not fulfil minimum qualification criteria,06-Jul-2020 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tools, Plant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,165660,Naveen Chauhan,02-Jul-2020 10:11 AM,Rejected-Finance,2nd lowest,21-Jul-2020 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,165648,Nikhil,02-Jul-2020 07:55 AM,Rejected-Finance,3rd lowest,21-Jul-2020 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that the contractor has not more than two works in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,165654,Rahul Chuhan,02-Jul-2020 10:55 AM,Rejected-Technical,does not fulfil minimum qualification criteria,06-Jul-2020 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any additional information bidder likes to provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,165646,RAVI DUTT CONTRACTOR,02-Jul-2020 10:52 AM,Rejected-Technical,does not fulfil minimum qualification criteria,06-Jul-2020 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Labour license and EPF allotment numbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,165559,SANCHIT GOEL,01-Jul-2020 01:07 PM,Rejected-Technical,does not fulfil minimum qualification criteria,06-Jul-2020 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done of similar work not less than Forty Percent of the estimated cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,165653,Sarwan Kumar,02-Jul-2020 10:46 AM,Accepted-AOC,AOC,21-Jul-2020 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
