Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),500.0,EE CHOPAL,CHOPAL,Yes,EE CHOPAL,HPPWD CHOPAL,R/R Damages During Snow Seeson During 2019-20 Under Chambi Saction HPPWD Sub Division Chopal,SH Removal of Snow,Please refer Tender Documents  ,NA ,"17,21,250",Civil Works - Roads,NA ,Tender,120.0,60.0,CHOPAL,171211.0,NA ,NA ,NA ,CHOPAL,No ,No,PWD,PW_CHD_CB_E9/2019-6931-7031 dt. 28.01.2020,2020_PWD_34981_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"35,000",No,fixed,,EE CHOPAL,CHOPAL,1.0,DD - Demand Draft,13-Feb-2020 04:00 PM,22-Feb-2020 11:00 AM,13-Feb-2020 04:00 PM,19-Feb-2020 05:00 PM,NA ,NA ,13-Feb-2020 04:00 PM,19-Feb-2020 05:00 PM,05-Mar-2020 04:25 PM,AOC,1.0,149736.0,Ghanshyam Rathore,INR,"4,972,500",Finance,Bid Opening Summary,Yogesh Sharma,24-Jul-2020 11:44 AM,finance_51312.pdf,BOQ Comparative Chart,1.0,149736.0,Ghanshyam Rathore,16-Feb-2020 04:02 PM,Accepted-AOC,Accepted,24-Jul-2020 11:53 AM,Technical,Bid Opening Summary,Kamal Singh Pal,05-Mar-2020 04:16 PM,technical_51312.pdf,PWD,2020_PWD_34981_1,PW_CHD_CB_E9/2019-6931-7031 dt. 28.01.2020,R/R Damages During Snow Seeson During 2019-20 Under Chambi Saction HPPWD Sub Division Chopal,Er KS Pal,Internal,Suptt DAO DHD TA,Kamal Singh Pal,05-Mar-2020 04:20 PM,05-Mar-2020 04:25 PM,techsummary_51312.pdf (195.95 KB),Er KS Pal,Internal,Er KS Pal Suptt DAO DHD TA,Yogesh Sharma,24-Jul-2020 11:49 AM,finsummary_51312.pdf (18.01 KB),24-Jul-2020,"INR 4,972,500",60.0,Yogesh Sharma,24-Jul-2020 11:52 AM,54.pdf (193.00 KB),AOC,AOC
,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,SS - Small Savings Instrument,,,,,,,,,,AOC,,,,,,,,,,,,2.0,149723.0,Lok Pal Rathour,16-Feb-2020 02:53 PM,Rejected-AOC,Rejected,24-Jul-2020 11:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,AOC,,,,,,,,,,,,3.0,150214.0,Praveen Kumar,19-Feb-2020 04:55 PM,Rejected-Technical,Non Responsive,05-Mar-2020 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work Done/ Work In Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Ru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
