S.No,Instrument Type,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,DD - Demand Draft,Executive Engineer HPPWD Division Paonta Sahib,Executive Engineer HPPWD Division Paonta Sahib District Sirmour HP,"1,500",EE Paonta Sahib,Paonta Sahib,Yes,26-Aug-2019 04:30 PM,13-Sep-2019 11:30 AM,26-Aug-2019 05:00 PM,12-Sep-2019 05:00 PM,NA ,NA ,26-Aug-2019 05:00 PM,12-Sep-2019 05:00 PM,19-Oct-2019 03:00 PM,Periodical renewal on Paonta Puruwala Singhpura Bhagani Gojjar Dak Pathar road (MDR No. 94 ) (SH Providing and laying 30 mm thick compacted bituminous concrete including repair of pot holes and profile correction in km 20/0 to 21/0 and 2,Periodical renewal on Paonta Puruwala Singhpura Bhagani Gojjar Dak Pathar road (MDR No. 94 ) (SH Providing and laying 30 mm thick compacted bituminous concrete including repair of pot holes and profile correction in km 20/0 to 21/0 and 2,Please refer tender document ,NA ,"39,58,539",Civil Works - Roads,NA ,Tender,90.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,HPPWD Division Paonta Sahib,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,"66,900",Yes,fixed,,EE Paonta Sahib,Paonta Sahib,PWD,Tender/2019-20-2634-84 dated 22.08.2019,2019_PWD_31091_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,PWD,2019_PWD_31091_1,Tender/2019-20-2634-84 dated 22.08.2019,Periodical renewal on Paonta Puruwala Singhpura Bhagani Gojjar Dak Pathar road (MDR No. 94 ) (SH Providing and laying 30 mm thick compacted bituminous concrete including repair of pot holes and profile correction in km 20/0 to 21/0 and 2,Er. R.K. Dhiman,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Saran Singh Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,19-Oct-2019 10:11 AM,19-Oct-2019 03:00 PM,techsummary_44744.pdf (629.90 KB),Er. R.K. Dhiman,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant, Sh. Saran Singh Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,08-Jul-2020 01:09 PM,finsummary_44744.pdf (372.94 KB),08-Jul-2020,"INR 3,958,539",90.0,Dalip Singh Tomar,08-Jul-2020 01:10 PM,aoc.pdf (966.00 KB),AOC,1.0,130578.0,Chanana Cont. Works,11-Sep-2019 08:30 PM,Accepted-AOC,L1,08-Jul-2020 01:11 PM,Technical,Summary,Dalip Singh Tomar,19-Oct-2019 10:09 AM,technical_44744.pdf,Finance,Fin. Summary,Dalip Singh Tomar,08-Jul-2020 01:06 PM,finance_44744.pdf,BOQ Comparative Chart,1.0,130578.0,Chanana Cont. Works,INR,"5,021,187",AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool plants as per schedule F Sr. No. 6.19 Ref.Clause No.18 i.e. R.C. and purchas,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him gen. Rule sr.no.16),,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
