Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
350.0,"Executive Engineer, HPPWD Division Sangrah",Sangrah,No,PWD,1231-81 dated 09.06.2020,2020_PWD_38270_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,22-Jun-2020 05:00 PM,07-Jul-2020 11:30 AM,22-Jun-2020 05:00 PM,06-Jul-2020 05:00 PM,NA ,NA ,22-Jun-2020 05:00 PM,06-Jul-2020 05:00 PM,14-Jul-2020 02:30 PM,1.0,DD - Demand Draft,"9,500",No,fixed,,"Executive Engineer, HPPWD Division Sangrah",Sangrah,"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah",C/O Link road Village Kiarta Piplti Km.0/0 to 5/540,"C/O 900 mm dia RCC hume pipe culvert at RD. 3/180,3/295 and 3/390) Under SCSP",Please refer Tender documents. ,NA ,"4,70,794",Civil Works,NA ,Tender,90.0,120.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,AOC,e,Internal,Superintendent G-II HDM DAO,Rattan Kumar Sharma,14-Jul-2020 12:55 PM,14-Jul-2020 02:30 PM,techsummary_56533.pdf (852.04 KB),PWD,2020_PWD_38270_7,1231-81 dated 09.06.2020,C/O Link road Village Kiarta Piplti Km.0/0 to 5/540,29-Jul-2020,"INR 470,794",120.0,Rattan Kumar Sharma,29-Jul-2020 03:13 PM,36.pdf (3493.00 KB),AOC,Executive Engineer,Internal,Superintendent G-II DAO DHD TA,Rattan Kumar Sharma,29-Jul-2020 03:11 PM,finsummary_56533.pdf (225.97 KB),1.0,166027.0,BALBIR SINGH,05-Jul-2020 05:53 PM,Rejected-Finance,L7,29-Jul-2020 03:12 PM,Technical,SUMMARY,Rattan Kumar Sharma,08-Jul-2020 12:07 PM,technical_56533.pdf,Finance,SUMMARY,Rattan Kumar Sharma,17-Jul-2020 03:18 PM,finance_56533.pdf,BOQ Comparative Chart,1.0,166055.0,Rati Ram,INR,"414,219",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,165266.0,DALIP SINGH CONTRUCTOR,29-Jun-2020 03:51 PM,Rejected-Finance,L4,29-Jul-2020 03:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FULL COPY OF LATEST CONTRACTORS REGISTRATION,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,166116.0,Guman Singh,06-Jul-2020 01:28 PM,Rejected-Finance,L3,29-Jul-2020 03:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST NUMBER,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,164574.0,Kaku Ram,27-Jun-2020 05:23 PM,Rejected-Finance,L5,29-Jul-2020 03:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"LIST OF MACHINERY, TOOL, PLANT AS PER SBD CONDITIONS",AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,166109.0,Ramesh Chand,06-Jul-2020 12:41 PM,Rejected-Finance,L2,29-Jul-2020 03:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FORM NO 8,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,166055.0,Rati Ram,05-Jul-2020 09:13 PM,Accepted-AOC,AOC,29-Jul-2020 03:13 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ANY ADDITIONAL INFORMATION MENTIONED IN SCHEDULE D,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7.0,166098.0,Sandeep Kumar,06-Jul-2020 12:18 PM,Rejected-Finance,L6,29-Jul-2020 03:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof to registration under Employees Provident Funds,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,AFFIDAVIT REGARDING CORRECTNESS OF BID,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,UNDERTAKING THAT CONTRACTOR SHOULD NOT HAVE MORE THAN TWO CONTRACTS AT A TIME EACH OF RS. 02.00 LACS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
