Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
15-Jun-2020 05:00 PM,30-Jun-2020 11:30 AM,15-Jun-2020 05:00 PM,29-Jun-2020 05:00 PM,NA ,NA ,15-Jun-2020 05:00 PM,29-Jun-2020 05:00 PM,08-Jul-2020 11:45 AM,PWD,980-1030 dated 01.06.2020,2020_PWD_38093_18,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,26.1. COST OF TENDER,1.0,DD - Demand Draft,C/O Solan meenus Road Km. 92/00 to 110/00,C/O PCC Road side Drain from Km. 102/ 00 to 107/00),Please refer Tender documents. ,NA ,"11,90,014",Civil Works,NA ,Tender,90.0,180.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,500.0,"Executive Engineer, HPPWD Division Sangrah",Sangrah,No,"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah","23,800",No,fixed,,"Executive Engineer, HPPWD Division Sangrah",Sangrah,AOC,Finance,SUMMARY,Rattan Kumar Sharma,15-Jul-2020 12:01 PM,finance_56176.pdf,BOQ Comparative Chart,Technical,SUMMARY,Rattan Kumar Sharma,02-Jul-2020 10:31 AM,technical_56176.pdf,Executive Engineer,Internal,Superintendent G-II HDM DAO,Rattan Kumar Sharma,08-Jul-2020 11:20 AM,08-Jul-2020 11:45 AM,techsummary_56176.pdf (851.77 KB),1.0,165262.0,Anil Thakur,29-Jun-2020 03:02 PM,Rejected-Finance,L5,29-Jul-2020 11:25 AM,29-Jul-2020,"INR 1,190,014",180.0,Rattan Kumar Sharma,29-Jul-2020 11:27 AM,25.pdf (2480.00 KB),AOC,1.0,164569.0,RANBEER SINGH,INR,"1,149,703",Executive Engineer,Internal,Superintendent G-II DAO DHD Tender Assistant,Rattan Kumar Sharma,29-Jul-2020 11:25 AM,finsummary_56176.pdf (222.24 KB),PWD,2020_PWD_38093_18,980-1030 dated 01.06.2020,C/O Solan meenus Road Km. 92/00 to 110/00,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,26.2.EARNEST MONEY,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,165294.0,INDER SINGH,29-Jun-2020 03:47 PM,Rejected-Finance,L6,29-Jul-2020 11:25 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,26.3.CONTRACTORS REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3.0,165314.0,JAGDISH CHAND,29-Jun-2020 04:34 PM,Rejected-Finance,L3,29-Jul-2020 11:25 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,26.4.GST REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4.0,164426.0,KALYAN SINGH,24-Jun-2020 12:46 PM,Rejected-Finance,L2,29-Jul-2020 11:25 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"26.6. LIST OF MACHINERY ,TOOL,PLANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5.0,165250.0,Karan jeet Attri,29-Jun-2020 02:38 PM,Rejected-Finance,L4,29-Jul-2020 11:25 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,26.7. FORM NO 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6.0,164569.0,RANBEER SINGH,24-Jun-2020 05:10 PM,Accepted-AOC,AOC,29-Jul-2020 11:28 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof to registration under Employees Provident Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7.0,165109.0,vijay singh thakur,27-Jun-2020 11:29 PM,Rejected-Technical,Not Qualified,08-Jul-2020 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,AFFIDAVIT REGARDING CORRECTNESS OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,UNDERTAKING THAT CONTRACTOR SHOULD NOT HAVE MORE THAN TWO CONTRACTS AT A TIME EACH OF RS. 02.00 LACS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ANY ADDITIONAL INFORMATION MENTIONED IN SCHEDULE D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
