EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"1,76,000",No,fixed,,"Executive Engineer H.P.PWD., Kangra",Kangra,PWD,11012-61 dated 07-11-2019,2019_PWD_32711_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form indicated in schedule-F(Required only National Bank ),1.0,FDR - Fixed Deposit,"Executive Engineer, HP.PWD., Division, Kangra","Executive Engineer, HP.PWD., Division, Kangra",C/O road from Sadhun to Prai road km. 0/0 to 1/300 including 40.00 mtr. span Bridge over Khouli Khad at RD 0/545 under NABARD RIDF-XXIV,"(SH- F/C, passing places, R/Wall, Cross drainage work, Granular Sub Base, wearing and tarring work, side drain, Parapets and C/O 40.00 mtr. span pre-stressed Box Girder Bridge Over Khouli Khad at RD 0/545)",Please refer Tender documents. ,NA ,"1,43,30,017",Civil Works - Roads,NA ,Tender,120.0,365.0,Work,176001.0,NA ,NA ,NA ,"Executive Engineer, HP.PWD., Division, Kangra",No ,No,21-Nov-2019 10:00 AM,05-Dec-2019 11:30 AM,21-Nov-2019 10:00 AM,05-Dec-2019 11:00 AM,NA ,NA ,21-Nov-2019 10:00 AM,05-Dec-2019 11:00 AM,13-Jan-2020 12:55 PM,"5,000","Executive Engineer H.P.PWD., Kangra",Kangra,No,AOC,PWD,2019_PWD_32711_1,11012-61 dated 07-11-2019,C/O road from Sadhun to Prai road km. 0/0 to 1/300 including 40.00 mtr. span Bridge over Khouli Khad at RD 0/545 under NABARD RIDF-XXIV,Er. Sanjiv Mahajan,Internal,Er. Rishi Kumar A.E. Nift Sh. S.K. Dayal Sr. DAO Sh. Ajay Mahajan Sh. Jiwan Singh Supdt.,Sanjiv Mahajan,13-Jan-2020 12:49 PM,13-Jan-2020 12:55 PM,techsummary_47173.pdf (144.19 KB),Sanjiv Mahajan,Internal,"Sh. Santosh Kumar Dyal, DAO Gr-I, Sh. Jiwan Singh, Supdt. Gr-II. Sh. Ajay Kumar, HDM",Sanjiv Mahajan,06-Jul-2020 12:54 PM,finsummary_47173.pdf (25.08 KB),06-Jul-2020,"INR 14,330,017",365.0,Sanjiv Mahajan,06-Jul-2020 12:56 PM,Award.pdf (234.00 KB),Award,Finance,Summary,Sanjiv Mahajan,06-Jul-2020 12:50 PM,finance_47173.pdf,BOQ Comparative Chart,1.0,138580.0,Nageshwer Mankotia,INR,"18,489,813",1.0,138580.0,Nageshwer Mankotia,04-Dec-2019 02:21 PM,Accepted-AOC,Award,06-Jul-2020 12:56 PM,Technical,Opened,Sanjiv Mahajan,13-Jan-2020 12:44 PM,technical_47173.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money indicated in schedule-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,138375.0,pritam singh thkur,04-Dec-2019 02:00 PM,Rejected-Technical,Non-Responsive,13-Jan-2020 12:49 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,138622.0,Sandeep Govt Contractor,04-Dec-2019 04:44 PM,Rejected-Technical,Non-Responsive,13-Jan-2020 12:49 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit it regarding no relative working in department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,138640.0,SANJEEV KUMAR GOVT CONTRACTOR,04-Dec-2019 05:55 PM,Rejected-Technical,Non-Responsive,13-Jan-2020 12:49 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of technical staff required as per Clause 36(1(2) and 36(A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,138478.0,VP SHARMA,04-Dec-2019 05:28 PM,Rejected-Finance,Rate higher side,06-Jul-2020 12:54 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of litigation case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate (General Rule No-19) and 28.2b and Sr. No-4 Schedule-D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool plant shown in schedule-F (Sr. No-6.19) (Refer clause No-18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (Refer General Rule No-23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (Refer General Rule No-21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
