S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Name,Address,Tender Stage
1.0,156264.0,Rohit Rana,INR,"1,790,896",Finance,Proceedingregardingopeningoffinancialbids,Bhupinder Singh,24-Apr-2020 04:59 PM,finance_53585.pdf,BOQ Comparative Chart,Technical,TechnicalBidOpeningSummary,Bhupinder Singh,16-Apr-2020 02:30 PM,technical_53585.pdf,1.0,156263.0,HARDYAL SINGH GOVT. CONTRACTOR,23-Mar-2020 09:16 AM,Rejected-Technical,As per Technical Bid Evaluation Proceeding,20-Apr-2020 05:03 PM,24-Jul-2020,"INR 2,430,505",182.0,Gurcharan Singh Rana,25-Jul-2020 06:38 PM,Awardletter.pdf (875.00 KB),Award letter,Er. B.S. Dehal E.E.,Internal,"Er. Kuldeep Singh AE to EE R.D. Sharma AE Harish Chander Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Senior Assistant , Prem Chand, Sr. Assistant",Bhupinder Singh,24-Apr-2020 06:34 PM,finsummary_53585.pdf (762.94 KB),Er. B.S. Dehal E.E.,Internal,"Er. Kuldeep Singh AE to EE R.D. Sharma AE Harish Chander Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Senior Assistant , Prem Chand, Sr. Assistant",Bhupinder Singh,20-Apr-2020 05:03 PM,22-Apr-2020 10:00 AM,techsummary_53585.pdf (1534.44 KB),PWD,2020_PWD_36331_1,Job 1 Balance work of Construction of link road fr,"Job 1 Balance work of Construction of link road from Panjawar Bathri to Harijan Basti via Satsang Ghar Lalhri Sub Head Construction of CC pavement with edge wall at RD 0-0 to 0-150, 0-650 to 0-700 and earth filling, Providing and Laying GSB, WMM a",AOC,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),"Job 1 Balance work of Construction of link road from Panjawar Bathri to Harijan Basti via Satsang Ghar Lalhri Sub Head Construction of CC pavement with edge wall at RD 0-0 to 0-150, 0-650 to 0-700 and earth filling, Providing and Laying GSB, WMM a","Job 1 Balance work of Construction of link road from Panjawar Bathri to Harijan Basti via Satsang Ghar Lalhri Sub Head Construction of CC pavement with edge wall at RD 0-0 to 0-150, 0-650 to 0-700 and earth filling, Providing and Laying GSB, WMM a",Please refer to Bidding Documents ,NA ,"24,30,505",Civil Works - Roads,NA ,Tender,120.0,182.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,18-Mar-2020 10:00 AM,23-Mar-2020 11:00 AM,18-Mar-2020 10:30 AM,23-Mar-2020 10:30 AM,NA ,NA ,18-Mar-2020 10:30 AM,23-Mar-2020 10:30 AM,22-Apr-2020 10:00 AM,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,"44,000",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,PWD,Job 1 Balance work of Construction of link road fr,2020_PWD_36331_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,FDR - Fixed Deposit,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",AOC
,,,,,,,,,,,,,,,,2.0,156174.0,Nitish Thakur,21-Mar-2020 12:43 PM,Rejected-AOC,ok,25-Jul-2020 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,156207.0,Ram Sahore Govt Contractor,23-Mar-2020 12:01 AM,Rejected-AOC,ok,25-Jul-2020 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4.0,156264.0,Rohit Rana,22-Mar-2020 10:39 PM,Accepted-AOC,ok,25-Jul-2020 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5.0,156292.0,SATWINDER SINGH,23-Mar-2020 10:24 AM,Rejected-AOC,ok,25-Jul-2020 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6.0,156053.0,Suresh Kumar Govt Contractor,23-Mar-2020 08:49 AM,Rejected-AOC,ok,25-Jul-2020 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7.0,156256.0,Yog raj,21-Mar-2020 06:43 PM,Rejected-AOC,ok,25-Jul-2020 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
