Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah",PWD,1231-81 dated 09.06.2020,2020_PWD_38270_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,350.0,"Executive Engineer, HPPWD Division Sangrah",Sangrah,No,22-Jun-2020 05:00 PM,07-Jul-2020 11:30 AM,22-Jun-2020 05:00 PM,06-Jul-2020 05:00 PM,NA ,NA ,22-Jun-2020 05:00 PM,06-Jul-2020 05:00 PM,14-Jul-2020 02:30 PM,A/R and M/O Sangrah Pallar Road km. 0/00 to 12/270,C/O PCC R/Wall at Rd. 3/000 to 3/005 and 3/145 to 3/155),Please refer Tender documents. ,NA ,"3,49,880",Civil Works,NA ,Tender,90.0,120.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,"7,000",No,fixed,,"Executive Engineer, HPPWD Division Sangrah",Sangrah,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,AOC,PWD,2020_PWD_38270_4,1231-81 dated 09.06.2020,A/R and M/O Sangrah Pallar Road km. 0/00 to 12/270,Executive Engineer,Internal,Superintendent G-II DHD DAO,Rattan Kumar Sharma,14-Jul-2020 12:43 PM,14-Jul-2020 02:30 PM,techsummary_56527.pdf (882.16 KB),Executive Engineer,Internal,Superintendent G-II DAO DHD TA,Rattan Kumar Sharma,29-Jul-2020 03:05 PM,finsummary_56527.pdf (226.54 KB),29-Jul-2020,"INR 349,880",120.0,Rattan Kumar Sharma,29-Jul-2020 03:07 PM,35.pdf (3965.00 KB),AOC,1.0,166145.0,Balwant Singh,06-Jul-2020 03:07 PM,Rejected-Finance,L4,29-Jul-2020 03:06 PM,Technical,SUMMARY,Rattan Kumar Sharma,08-Jul-2020 11:51 AM,technical_56527.pdf,Finance,SUMMARY,Rattan Kumar Sharma,17-Jul-2020 03:15 PM,finance_56527.pdf,BOQ Comparative Chart,1.0,166033.0,SUBHASH CHAND,INR,"317,965",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,EARNEST MONEY,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,166169.0,Gian Singh,06-Jul-2020 04:14 PM,Rejected-Finance,L7,29-Jul-2020 03:06 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FULL COPY OF LATEST CONTRACTORS REGISTRATION,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,165996.0,KAMAL SINGH,04-Jul-2020 06:14 PM,Rejected-Finance,L3,29-Jul-2020 03:06 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST NUMBER,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,166029.0,RADHA RAMAN,06-Jul-2020 12:51 PM,Rejected-Finance,L5,29-Jul-2020 03:06 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"LIST OF MACHINERY, TOOL, PLANT AS PER SBD CONDITIONS",AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,166177.0,RAJESH KUMAR,06-Jul-2020 04:27 PM,Rejected-Finance,L6,29-Jul-2020 03:06 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FORM NO 8,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,166110.0,RANDEEP SINGH,06-Jul-2020 01:00 PM,Rejected-Finance,L8,29-Jul-2020 03:06 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ANY ADDITIONAL INFORMATION MENTIONED IN SCHEDULE D,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7.0,166006.0,SANDEEP SHARMA,04-Jul-2020 08:59 PM,Rejected-Finance,L2,29-Jul-2020 03:06 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof to registration under Employees Provident Funds,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8.0,166033.0,SUBHASH CHAND,05-Jul-2020 05:05 PM,Accepted-AOC,AOC,29-Jul-2020 03:08 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,AFFIDAVIT REGARDING CORRECTNESS OF BID,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,UNDERTAKING THAT CONTRACTOR SHOULD NOT HAVE MORE THAN TWO CONTRACTS AT A TIME EACH OF RS. 02.00 LACS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
