Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
EE B and R Division HPPWD Soaln,Near New Bus Stand Solan,15-Feb-2020 12:30 PM,29-Feb-2020 11:00 AM,15-Feb-2020 12:30 PM,29-Feb-2020 10:30 AM,NA ,NA ,15-Feb-2020 12:30 PM,29-Feb-2020 10:30 AM,03-Mar-2020 11:20 AM,"49,100",No,fixed,,EE B and R Division HPPWD Solan,EE Solan,1.0,Fee/PreQual/Technical,.pdf,Cost of tender and erenest money indicate in Schedule F,PWD,16203-10 dated 04.022020 AMP kandaghat Hathon road,2020_PWD_35100_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"1,500",EE B and R Division HPPWD Solan,EE Solan,No,AMP for the Yearv 2020 of Kandaghat Hathon road Km0/0 to 6/0 protion Km0/0 to 2/0 and link road to Rest House Km0/0 to 0/240 VR,SH providing and laying renewal coat by providing Bitumenous concrete including road marking C/o side drain,Please refer Tender documents. ,NA ,"27,71,617",Civil Works,NA ,Tender,90.0,60.0,Solan,173212.0,NA ,NA ,NA ,Solan,No ,No,AOC,Finance,financial summary,Arvind Kumar,04-Mar-2020 11:12 AM,finance_51462.pdf,BOQ Comparative Chart,1.0,150785.0,naresh vij govt contractor,INR,"3,493,133",1.0,150785.0,naresh vij govt contractor,27-Feb-2020 08:00 PM,Accepted-AOC,L1,27-Jul-2020 03:28 PM,Technical,Technical bid opening summary,Arvind Kumar,03-Mar-2020 10:41 AM,technical_51462.pdf,Er Arvind Sharma EE B and R Solan,Internal,Shri Deepak Anand Senior DAO Solan Shri Hemender sharma HDM and Smt Rekha Kashyap Supdt Grade II PMGSY,Arvind Kumar,03-Mar-2020 11:16 AM,03-Mar-2020 11:20 AM,techsummary_51462.pdf (37.22 KB),PWD,2020_PWD_35100_1,16203-10 dated 04.022020 AMP kandaghat Hathon road,AMP for the Yearv 2020 of Kandaghat Hathon road Km0/0 to 6/0 protion Km0/0 to 2/0 and link road to Rest House Km0/0 to 0/240 VR,27-Jul-2020,"INR 3,493,133",60.0,Arvind Kumar,27-Jul-2020 03:27 PM,AOC.pdf (384.00 KB),AMP for the Yearv 2020 of Kandaghat Hathon road Km0/0 to 6/0 protion Km0/0 to 2/0 and link road to Rest House Km0/0 to 0/240 VR,ER Arvind Sharma EE B and R Solan,Internal,Shri Deepak Anand Senior DAO Solan Shri Hemender Sharma HDM and Smt Rekha Kashyap Supdt grade II PMGSY,Arvind Kumar,27-Jul-2020 03:13 PM,finsummary_51462.pdf (168.31 KB),AOC
,,,,,,,,,,,,,,,,,,,.pdf,Contractors registraiton reffer general rules No 23,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,151396.0,PAWAN SHARMA,28-Feb-2020 10:04 AM,Rejected-AOC,L2,27-Jul-2020 03:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,GST registraton refer general rules no 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,151380.0,shubham construction,27-Feb-2020 08:47 PM,Rejected-Technical,Contractor has not sumit the original EMD and DD at the time of opening of techical bid Hence his bid is declared non responsive by the committee members,03-Mar-2020 11:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,work done certifidcate and work in hand certificate refer in general rules No 19 schedule F Note wor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,"List of machenery, tool plant shown in schedule F with refeerence to clause 18 Affidavit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,affdavits of correctness of all the documents are submitted is true by the Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Contractor should have to submit the proof of EPF as mentioned in SBD Clause 25 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Work done condition one similar nature of work not less than 40 percent of the estimated cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Form no.8 of SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
