S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,DD - Demand Draft,01-Feb-2020 06:00 PM,17-Feb-2020 11:30 AM,01-Feb-2020 06:15 PM,15-Feb-2020 05:00 PM,NA ,NA ,01-Feb-2020 06:15 PM,15-Feb-2020 05:00 PM,15-May-2020 11:30 AM,Minor Scientific Equipments,Minor Scientific Equipments,Please refer Tender documents. ,NA ,,Laboratory and scientific equipment,NA ,Tender,60.0,90.0,"Dr YS Parmar University, Nauni, Solan",173230.0,NA ,NA ,NA ,"Directorate of Research, UHF, Nauni, Solan",No ,No,"50,000",No,fixed,,Director of Research-cum-Nodal Officer,Nauni,Director of Research-cum-Nodal Officer,"HPHDP, PIU, UHF, Nauni","5,000",Director of Research-cum-Nodal Officer,Nauni,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copies of all fees/technical documents/eligibility information etc,Dr. Yashwant Singh Parmar University of Horticulture and Forestry||Directorate of Research||Director of Research cum Nodal Officer,Minor Scientific Equipments,2020_YSPU_34518_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Offline,No,No,No,AOC,Finance,Bid opening summary,Pawan Sharma,22-Jul-2020 01:06 PM,finance_50538.pdf,BOQ Comparative Chart,Director of Research,Internal,as per the detail enclosed,Rajeev Sharma,12-May-2020 02:28 PM,15-May-2020 11:30 AM,techsummary_50538.pdf (1785.39 KB),Technical,Bid Opening Summary,Pawan Sharma,17-Feb-2020 01:33 PM,technical_50538.pdf,1,149408,AJ INSTRUMENTS INDIA PVT. LTD.,14-Feb-2020 04:44 PM,Accepted-AOC,L1,22-Jul-2020 03:48 PM,22-Jul-2020,"INR 18,448,091",90.0,Pawan Sharma,22-Jul-2020 03:47 PM,AOC.pdf (12737.00 KB),Contracts awarded for 15 scientific equipments,1.0,149141.0,Elron Instrument Co. Pvt.Ltd.,INR,"3,490,000",Prof and Head of concerned department,Internal,JDR H and scientists of concerned sub components,Pawan Sharma,22-Jul-2020 03:18 PM,finsummary_50538.pdf (7584.45 KB),Dr. Yashwant Singh Parmar University of Horticulture and Forestry||Directorate of Research||Director of Research cum Nodal Officer,2020_YSPU_34518_1,Minor Scientific Equipments,Minor Scientific Equipments,AOC
2.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,149429,Ashok International,14-Feb-2020 03:42 PM,Accepted-AOC,L1,22-Jul-2020 03:48 PM,,,,,,,,2.0,149290.0,ELEMENTAR INDIA PRIVATE LIMITED,INR,"2,325,000",,,,,,,,,,,AOC
3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,149482,Bash Chemo Agencies,14-Feb-2020 08:16 PM,Accepted-AOC,L1,22-Jul-2020 03:48 PM,,,,,,,,3.0,149334.0,International Scientific and Surgicals,INR,"5,028,390",,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,148507,Brightway Agencies,14-Feb-2020 04:10 PM,Rejected-Finance,Bidder participated in 2 items and found L2,22-Jul-2020 03:19 PM,,,,,,,,4.0,149408.0,AJ INSTRUMENTS INDIA PVT. LTD.,INR,"4,123,933",,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,149290,ELEMENTAR INDIA PRIVATE LIMITED,14-Feb-2020 03:45 PM,Accepted-AOC,L1,22-Jul-2020 03:48 PM,,,,,,,,5.0,149429.0,Ashok International,INR,"1,260,000",,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,149141,Elron Instrument Co. Pvt.Ltd.,13-Feb-2020 12:51 PM,Accepted-AOC,L1,22-Jul-2020 03:48 PM,,,,,,,,6.0,149482.0,Bash Chemo Agencies,INR,"1,553,000",,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,149334,International Scientific and Surgicals,14-Feb-2020 07:44 PM,Accepted-AOC,L1,22-Jul-2020 03:48 PM,,,,,,,,7.0,149657.0,KRISHNA SCIENTIFIC STORES,INR,"667,768",,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,149657,KRISHNA SCIENTIFIC STORES,15-Feb-2020 04:00 PM,Accepted-AOC,L1,22-Jul-2020 03:48 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,149483,MEATECH SOLUTIONS LLP,14-Feb-2020 06:21 PM,Rejected-Finance,Participated in 1 item and found L2,22-Jul-2020 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,148753,SHIVA GLOBAL TEKNOSYS,08-Feb-2020 05:04 PM,Rejected-Finance,Participated in 1 item and found L2,22-Jul-2020 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
