Name,Address,S.No,Instrument Type,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Executive Engineer.,"Nurpur Division, HP.PWD., Nurpur.",1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form,"38,450",No,fixed,,EE Nurpur,Nurpur,C/O link road to Harizen Basti W.No.1 Ther in GP Kopra to connect BCD road kms 0/0 to 2/0.,"C/O approaches of culvert i.e. R/wall, Breast wall and Const.of soling causeway at RD 1/670 to 1/680.",Please refer Tender documents. ,NA ,"20,62,750",Civil Works - Roads,NA ,Tender,120.0,90.0,Nurpur,176202.0,NA ,NA ,NA ,Nurpur,No ,No,500.0,EE Nurpur,Nurpur,No,PWD,No.PWN/CB/GA/E-27/19-10406-16 dt.26/2/19,2019_PWD_28344_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,11-Mar-2019 11:30 AM,27-Mar-2019 11:30 AM,11-Mar-2019 11:30 AM,26-Mar-2019 04:00 PM,11-Mar-2019 11:30 AM ,26-Mar-2019 04:00 PM ,11-Mar-2019 11:30 AM,26-Mar-2019 04:00 PM,27-Mar-2019 01:30 PM,AOC,DK Dhiman,Internal,GA SUPDR DHD DAO,Arun Vashisht,27-Mar-2019 01:27 PM,27-Mar-2019 01:30 PM,techsummary_40647.pdf (160.16 KB),PWD,2019_PWD_28344_2,No.PWN/CB/GA/E-27/19-10406-16 dt.26/2/19,C/O link road to Harizen Basti W.No.1 Ther in GP Kopra to connect BCD road kms 0/0 to 2/0.,06-Jul-2020,"INR 1,598,937",90.0,Dinesh Kumar Dhiman,06-Jul-2020 04:04 PM,Battu.pdf (152.00 KB),AOC,Er. DK Dhiman,Internal,"GA, HDM",Dinesh Kumar Dhiman,06-Jul-2020 03:58 PM,finsummary_40647.pdf (152.33 KB),Finance,Award Letter,Dinesh Kumar Dhiman,12-Jun-2019 02:46 PM,finance_40647.pdf,BOQ Comparative Chart,1.0,119768.0,MOHIT KUMAR MEHRA,INR,"1,598,937",1,119783,JAKUB DIN GOVT CONTRACTOR,26-Mar-2019 08:48 AM,Rejected-AOC,qualified,06-Jul-2020 04:04 PM,Technical,bID open summary,Dinesh Kumar Dhiman,27-Mar-2019 01:11 PM,technical_40647.pdf,AOC
,,2.0,FDR - Fixed Deposit,,,.pdf,Earnest money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,119797,Kishore Singh Jamwal (Propertior),26-Mar-2019 11:07 AM,Rejected-AOC,qualified,06-Jul-2020 04:04 PM,,,,,,AOC
,,,,,,.pdf,Copy of enlistment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,119768,MOHIT KUMAR MEHRA,25-Mar-2019 08:12 PM,Accepted-AOC,Lowest,06-Jul-2020 04:04 PM,,,,,,AOC
,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,119710,NARESH KATOCH,25-Mar-2019 02:11 PM,Rejected-AOC,qualified,06-Jul-2020 04:04 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,119810,PANKAJ MAHAJAN,26-Mar-2019 01:08 PM,Rejected-AOC,qualified,06-Jul-2020 04:04 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,119782,rahul,26-Mar-2019 08:20 AM,Rejected-AOC,qualified,06-Jul-2020 04:04 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,119807,RAJESH SHARMA,26-Mar-2019 01:05 PM,Rejected-AOC,qualified,06-Jul-2020 04:04 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,119671,Rajeshwar Singh,24-Mar-2019 05:10 PM,Rejected-AOC,qualified,06-Jul-2020 04:04 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,119831,SANJEEV KUMAR,26-Mar-2019 02:51 PM,Rejected-AOC,qualified,06-Jul-2020 04:04 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,119234,Tarsem Singh,20-Mar-2019 11:56 AM,Rejected-AOC,qualified,06-Jul-2020 04:04 PM,,,,,,AOC
