Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"1,500",EE Paonta Sahib,Paonta Sahib,Yes,"61,250",Yes,fixed,,EE Paonta Sahib,Paonta Sahib,1.0,DD - Demand Draft,PWD,tender/2019-20 8098-8147 dated 29.01.20120,2020_PWD_34562_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer,Executive Engineer HPPWD Paonta Sahib,04-Feb-2020 04:30 PM,17-Feb-2020 11:30 AM,04-Feb-2020 05:00 PM,15-Feb-2020 05:00 PM,NA ,NA ,04-Feb-2020 05:00 PM,15-Feb-2020 05:00 PM,26-Feb-2020 03:05 PM,Balance work of construction of 396 mtrs high level pre-stressed concrete girder bridge (11 spans on 36 mtrs each) over river Giri on Rampurghat Manpur Deora road at RD 3/290 including approach road on both side of the bridge. (SH C/O Manpur Deora s,Balance work of construction of 396 mtrs high level pre-stressed concrete girder bridge (11 spans on 36 mtrs each) over river Giri on Rampurghat Manpur Deora road at RD 3/290 including approach road on both side of the bridge. (SH C/O Manpur Deora s,please refer tender document ,NA ,"30,62,258",Civil Works - Roads,NA ,Tender,90.0,90.0,Paonta Sahib,173029.0,NA ,NA ,NA ,Paonta Sahib,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,AOC,PWD,2020_PWD_34562_2,tender/2019-20 8098-8147 dated 29.01.20120,Balance work of construction of 396 mtrs high level pre-stressed concrete girder bridge (11 spans on 36 mtrs each) over river Giri on Rampurghat Manpur Deora road at RD 3/290 including approach road on both side of the bridge. (SH C/O Manpur Deora s,Er.R.K. Dhiman,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,26-Feb-2020 10:52 AM,26-Feb-2020 03:05 PM,techsummary_50588.pdf (905.82 KB),Er. R.K. Dhiman,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,20-Jul-2020 04:29 PM,finsummary_50588.pdf (417.09 KB),20-Jul-2020,"INR 3,062,322",90.0,Dalip Singh Tomar,20-Jul-2020 04:30 PM,aoc.pdf (2067.00 KB),AOC,1.0,149545.0,Chanana Cont. Works,INR,"3,544,258",Finance,Fin Bid Opening Summary,Dalip Singh Tomar,20-Jul-2020 04:25 PM,finance_50588.pdf,BOQ Comparative Chart,1.0,149658.0,Bhupender Chauhan,15-Feb-2020 02:54 PM,Rejected-Technical,Not Qualified,26-Feb-2020 10:52 AM,Technical,Summary,Dalip Singh Tomar,26-Feb-2020 10:40 AM,technical_50588.pdf,AOC
,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,149545.0,Chanana Cont. Works,15-Feb-2020 12:47 PM,Accepted-AOC,L1,20-Jul-2020 04:31 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,149513.0,DALIP SINGH CONTRUCTOR,14-Feb-2020 07:30 PM,Rejected-Finance,L4,20-Jul-2020 04:29 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,149653.0,DINESH KUMAR GUPTA,15-Feb-2020 03:11 PM,Rejected-Technical,Not Qualified,26-Feb-2020 10:52 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,149491.0,Manoj Chawla,14-Feb-2020 06:36 PM,Rejected-Finance,L3,20-Jul-2020 04:29 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery asper schedule F Sr.No.6.19Ref.Cl No.18 .R.C,purchase billsownership/Affidavit hire basis",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,149679.0,M/S SARVJEET SINGH,15-Feb-2020 04:12 PM,Rejected-Finance,L2,20-Jul-2020 04:29 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,149648.0,Rahul Chuhan,15-Feb-2020 02:31 PM,Rejected-Technical,Not Qualified,26-Feb-2020 10:52 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,149532.0,Randhir Singh,14-Feb-2020 08:23 PM,Rejected-Technical,Not Qualified,26-Feb-2020 10:52 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him gen. Rule sr.no.16),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,149616.0,Rashid Ali Civil Contractor,15-Feb-2020 11:43 AM,Rejected-Finance,L5,20-Jul-2020 04:29 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
