Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2020_HPIPH_35883_3,NHN-SMR00-722- 14621-700 dt 29-02-2020,"Providing Sewerage system with primary treatment unit for KalaAmb, Moginand area in Tehsil Nahan Distt. Sirmour HP",1.0,155021.0,M/S Sharma Enterpirses,INR,"4,792,911",Er. J S Chauhan,Internal,Supdt WS CHD AED EE Nahan EED SE,Mandeep Gupta,29-Jul-2020 12:41 PM,finsummary_52742.pdf (728.13 KB),Technical,Technical Bid Summary,Mandeep Gupta,18-Apr-2020 10:44 AM,technical_52742.pdf,Finance,Financial Bid Summary,Mandeep Gupta,22-Apr-2020 11:38 AM,None,BOQ Comparative Chart,29-Jul-2020,"INR 5,379,089",60.0,Mandeep Gupta,29-Jul-2020 12:43 PM,AOC.pdf (728.00 KB),Award to Contractor,1.0,153045.0,ABTAR SINGH AND COMPANY,17-Mar-2020 07:41 PM,Rejected-Finance,Reject,29-Jul-2020 12:41 PM,Dr. Mandeep Gupta EE,Internal,TA Supdt HDM DAO EE,Mandeep Gupta,18-Apr-2020 10:58 AM,18-Apr-2020 11:00 AM,techsummary_52742.pdf (103.44 KB),AOC,1.0,ICICI BANK,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMR00-722- 14621-700 dt 29-02-2020,2020_HPIPH_35883_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form as per NIT,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,"86,500",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,"Providing Sewerage system with primary treatment unit for KalaAmb, Moginand area in Tehsil Nahan Distt. Sirmour HP","Installation of 2 Nos. Tubewell at KalaAmb and Moginand, Drilling, lowering of assembly and development of Tubewell 300mm dia 200 mtrs deep",Please refer Tender documents. ,NA ,"53,79,039",Civil Works,Tubewell ,Tender,120.0,60.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,03-Mar-2020 06:00 PM,18-Mar-2020 11:30 AM,03-Mar-2020 06:00 PM,18-Mar-2020 11:00 AM,NA ,NA ,03-Mar-2020 06:00 PM,18-Mar-2020 11:00 AM,18-Apr-2020 11:00 AM,800.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,155089.0,H.N.SINGH AND COMPANY,17-Mar-2020 07:38 PM,Rejected-Finance,Reject,29-Jul-2020 12:41 PM,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,Earnest Money as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,155021.0,M/S Sharma Enterpirses,17-Mar-2020 10:04 PM,Accepted-AOC,AOC,29-Jul-2020 12:44 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Certificate of Registration in Jal Shakti Vibhag as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,155346.0,popular pipes,18-Mar-2020 10:24 AM,Rejected-Finance,Reject,29-Jul-2020 12:41 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Undertaking Joint venture is not allowed as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,PAN and GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,UNderatking carefully study all terms and condition as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Experience of same kind of work as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
