Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Name,Address,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,Summary,Sanjiv Mahajan,24-Apr-2020 11:07 AM,technical_53469.pdf,Sanjiv Mahajan,Internal,"Er. Rishi Kumar, A.E. Nift, Sh. S.K. Dayal, DAO (Gr-I), Sh. Ajay Kumar Mahajan, HDM, Sh. Jiwan Singh, Supdt. Gr-II",Sanjiv Mahajan,24-Apr-2020 11:14 AM,24-Apr-2020 11:15 AM,techsummary_53469.pdf (126.12 KB),1.0,156652.0,NAVNEET SHARMA GOVT. CONTRACTOR,03-Apr-2020 02:10 AM,Rejected-Finance,Rate higher side,04-Jul-2020 12:08 PM,Finance,Summary,Sanjiv Mahajan,04-Jul-2020 12:03 PM,finance_53469.pdf,BOQ Comparative Chart,Sanjiv Mahajan,Internal,"Sh. Santosh Kumar Dyal, DAO Gr-I, Sh. Jiwan Singh, Supdt. Gr-II. Sh. Ajay Kumar, HDM",Sanjiv Mahajan,04-Jul-2020 12:08 PM,finsummary_53469.pdf (26.00 KB),PWD,2020_PWD_36164_16,18679-18728 dt.7.3.2020,"Annual Maintenance Plan (AMP) of Gaggal Sub Division for the year 2020-21 PMGSY Rural Road Oder to Lanjhni (HP0413VR035) km. 0/0 to 1/0, 1/0 to 2/0 and 2/0 to 2/300",04-Jul-2020,"INR 1,892,612",30.0,Sanjiv Mahajan,04-Jul-2020 12:13 PM,Award.pdf (159.00 KB),Award,1.0,156614.0,Rakesh Mahajan Govt Contractor,INR,"1,774,470",AOC,"Executive Engineer, HP.PWD., Division, Kangra","Executive Engineer, HP.PWD., Division, Kangra",1.0,FDR - Fixed Deposit,"35,900",No,fixed,,EE Kangra,Kangra,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form indicated in schedule-F(Required only National Bank ),"Annual Maintenance Plan (AMP) of Gaggal Sub Division for the year 2020-21 PMGSY Rural Road Oder to Lanjhni (HP0413VR035) km. 0/0 to 1/0, 1/0 to 2/0 and 2/0 to 2/300","(SH- P/L 30mm thick bituminous concrete in km. 0/0 to 1/0, 1/0 to 2/0 and 2/0 to 2/300).",Please refer Tender documents. ,NA ,"18,92,612",Civil Works - Roads,NA ,Tender,120.0,30.0,items,176001.0,NA ,NA ,NA ,"Executive Engineer, HP.PWD., Division, Kangra",No ,No,PWD,18679-18728 dt.7.3.2020,2020_PWD_36164_16,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,19-Mar-2020 10:00 AM,03-Apr-2020 11:30 AM,19-Mar-2020 10:00 AM,03-Apr-2020 11:00 AM,NA ,NA ,19-Mar-2020 10:00 AM,03-Apr-2020 11:00 AM,24-Apr-2020 11:15 AM,500.0,EE Kangra,Kangra,No,AOC
,,,,,,,,,,,,2.0,156615.0,Navneet Thakur,01-Apr-2020 03:38 PM,Rejected-Finance,Rate higher side,04-Jul-2020 12:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,.pdf,Earnest Money indicated in schedule-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3.0,156600.0,pritam singh thkur,01-Apr-2020 01:59 PM,Rejected-Finance,Rate higher side,04-Jul-2020 12:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4.0,156614.0,Rakesh Mahajan Govt Contractor,01-Apr-2020 03:29 PM,Accepted-AOC,Award,04-Jul-2020 12:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,.pdf,Affidavit it regarding no relative working in department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5.0,156642.0,Rohit,02-Apr-2020 11:17 PM,Rejected-Finance,Rate higher side,04-Jul-2020 12:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,.pdf,Detail of technical staff required as per Clause 36(1(2) and 36(A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6.0,156540.0,VP SHARMA,29-Mar-2020 05:01 PM,Rejected-Finance,Rate higher side,04-Jul-2020 12:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,.pdf,Detail of litigation case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,.pdf,Work done and work in hand certificate (General Rule No-19) and 28.2b and Sr. No-4 Schedule-D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,.pdf,List of machinery tool plant shown in schedule-F (Sr. No-6.19) (Refer clause No-18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,.pdf,Contractor Registration (Refer General Rule No-23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,.pdf,GST Registration (Refer General Rule No-21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
