Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of bid document,29-Nov-2019 09:00 AM,26-Dec-2019 02:10 PM,29-Nov-2019 09:00 AM,26-Dec-2019 02:00 PM,29-Nov-2019 09:00 AM ,26-Dec-2019 12:00 PM ,29-Nov-2019 09:00 AM,26-Dec-2019 02:00 PM,03-Feb-2020 04:00 PM,Public Works Roads Department,CE/Commn/34 /2019-20/2Nagaon Bhuragaon Road,2019_PWD_15047_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,"5,67,000",Yes,fixed,,"Chief Engineer, PWD(Roads), Assam",GUWAHATI,1.0,Date extension,Date,,"Chief Engineer, PWD(Roads), Assam","O/o the Chief Engineer, PWD(Roads), Assam",1.0,DD - Demand Draft,"8,500","Empowered Officer, ASRB",GUWAHATI,Yes,Nagaon Bhuragaon Road,Reconstruction of Nagaon Bhuragaon Road (from ch.45.00km to h 48.00km) under SOPD-FDR for the year 2019-20,Please refer Tender documents. ,NA ,"2,83,46,000",Civil Works – Roads,NA ,Tender,180.0,273.0,Morigaon,782105.0,NA ,NA ,NA ,"O/o the Chief Engineer, PWD(Roads), Assam",No ,No,AOC,Finance,Fin_op,Munindra Barman,03-Feb-2020 04:31 PM,,BOQ Comparative Chart,B. Saikia,Internal,,Munindra Barman,31-Jul-2020 02:25 PM,finsummary_22813.pdf (3657.35 KB),1.0,69234.0,Badrul Islam,INR,25511400.0,1,69623,Alal Uddin,26-Dec-2019 01:47 PM,Rejected-Finance,Not Qualified,31-Jul-2020 02:25 PM,31-Jul-2020,INR 2.55114E+7,273.0,Munindra Barman,31-Jul-2020 02:27 PM,NPW-40-43.pdf (3657.00 KB),Technical,TBE,Munindra Barman,03-Feb-2020 03:08 PM,technical_22813.pdf,B. Saikia,Internal,,Munindra Barman,03-Feb-2020 03:34 PM,03-Feb-2020 04:00 PM,techsummary_22813.pdf (517.26 KB),Public Works Roads Department,2019_PWD_15047_1,CE/Commn/34 /2019-20/2Nagaon Bhuragaon Road,Nagaon Bhuragaon Road,AOC
,,.pdf,Bid security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,69234,Badrul Islam,24-Dec-2019 11:27 PM,Accepted-AOC,Qualified,31-Jul-2020 02:27 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Technical qualification details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,69481,Gautam Bagaria,26-Dec-2019 01:58 PM,Rejected-Finance,Not Qualified,31-Jul-2020 02:25 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,68969,Md Fazar Ali,22-Dec-2019 04:12 PM,Rejected-Finance,Not Qualified,31-Jul-2020 02:25 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,5,69218,MD ROFIQUL ISLAM,24-Dec-2019 08:29 PM,Rejected-Finance,Not Qualified,31-Jul-2020 02:25 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,6,69434,MS City Enterprise,26-Dec-2019 11:05 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Feb-2020 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,7,69205,North East Plantations & Commercial Pvt Ltd,26-Dec-2019 01:07 PM,Rejected-Finance,Not Qualified,31-Jul-2020 02:25 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,8,69258,Samsul Haque,25-Dec-2019 09:31 AM,Rejected-Finance,Not Qualified,31-Jul-2020 02:25 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,9,69549,SAURABH TALUKDAR,26-Dec-2019 11:35 AM,Rejected-Finance,Not Qualified,31-Jul-2020 02:25 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,10,69569,Tirupati Construction Co,26-Dec-2019 01:15 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Feb-2020 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
